,Feature,Pearson,RFE,Random Forest,Total
34,PANCREATITE_AGUDA_E_OUTRAS_DOENÇAS_DO_PÂNCREAS,False,False,True,1
35,OUTR_TRAUM_REG_ESPEC_NÃO_ESPEC_E_MÚLTIPLAS_CORPO,False,False,True,1
36,OUTROS_TRANST_RESPIRATÓRIOS_ORIG_PERÍODO_PERINATAL,False,False,True,1
37,OUTROS_TRANST_ENDÓCRINOS_NUTRICIONAIS_METABÓLICOS,False,False,True,1
38,OUTROS_TRANSTRONOS_ARTICULARES,False,False,True,1
39,OUTROS_TRANSTORNOS_DO_APARELHO_GENITURINÁRIO,False,False,True,1
40,OUTROS_EFEITOS_E_NÃO_ESPEC_DE_CAUSAS_EXTERNAS,False,False,True,1
41,OUTRAS_NEOPL_MALIG_ÓRG_RESPIRAT_E_INTRATORÁCICOS,False,False,True,1
42,OUTRAS_NEOPL_MALIGNAS_ÓRGÃOS_GENITAIS_MASCULINOS,False,False,True,1
43,OUTRAS_NEOPLASIAS_MALIGNAS_DO_TRATO_URINÁRIO,False,False,True,1
44,OUTRAS_NEOPLASIAS_MALIGNAS_DA_PELE,False,False,True,1
45,OUTRAS_INFECÇÕES_ESPECÍFICAS_DO_PERÍODO_PERINATAL,False,False,True,1
46,OUTRAS_HÉRNIAS,False,False,True,1
47,OUTRAS_DORSOPATIAS,False,False,True,1
48,OUTRAS_DOENÇAS_SIST_OSTEOMUSCULAR_E_TEC_CONJUNTIVO,False,False,True,1
49,OUTRAS_DOENÇAS_ISQUÊMICAS_DO_CORAÇÃO,False,False,True,1
50,OUTRAS_DOENÇAS_INFLAMAT_ÓRGÃOS_PÉLVICOS_FEMININOS,False,False,True,1
51,OUTRAS_DOENÇAS_INFECCIOSAS_INTESTINAIS,False,False,True,1
52,OUTRAS_DOENÇAS_GLOMERULARES,False,False,True,1
53,OUTRAS_DOENÇAS_DO_SISTEMA_NERVOSO,False,False,True,1
54,OUTRAS_DOENÇAS_DO_ESÔFAGO_ESTÔMAGO_E_DUODENO,False,False,True,1
55,OUTRAS_DOENÇAS_DO_CORAÇÃO,False,False,True,1
56,OUTRAS_DOENÇAS_DO_APARELHO_URINÁRIO,False,False,True,1
57,OUTRAS_DOENÇAS_DO_APARELHO_RESPIRATÓRIO,False,False,True,1
58,OUTRAS_DOENÇAS_DO_APARELHO_DIGESTIVO,False,False,True,1
59,OUTRAS_DOENÇAS_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,False,False,True,1
60,OUTRAS_COMPLICAÇÕES_DA_GRAVIDEZ_E_DO_PARTO,False,False,True,1
61,OUTRAS_AFECÇÕES_ORIGINADAS_NO_PERÍODO_PERINATAL,False,False,True,1
62,NEOPL_MALIG_OUTRAS_PARTES_SISTEMA_NERVOSO_CENTRAL,False,False,True,1
63,NEOPL_MALIG_JUNÇÃO_RETOSSIGM_RETO_ÂNUS_CANAL_ANAL,False,False,True,1
64,NEOPL_MALIG_FÍGADO_E_VIAS_BILIARES_INTRA-HEPÁTICAS,False,False,True,1
65,NEOPLASIA_MALIGNA_DO_PÂNCREAS,False,False,True,1
66,NEOPLASIA_MALIGNA_DO_LÁBIO_CAVIDADE_ORAL_E_FARINGE,False,False,True,1
67,NEOPLASIA_MALIGNA_DO_ESÔFAGO,False,False,True,1
68,NEOPLASIA_MALIGNA_DO_ESTÔMAGO,False,False,True,1
69,NEOPLASIA_MALIGNA_DO_ENCÉFALO,False,False,True,1
70,NEOPLASIA_MALIGNA_DO_CÓLON,False,False,True,1
71,NEOPLASIA_MALIGNA_DO_COLO_DO_ÚTERO,False,False,True,1
72,NEOPLASIA_MALIGNA_DA_MAMA,False,False,True,1
73,MALFORMAÇÕES_CONGÊNITAS_DO_APARELHO_CIRCULATÓRIO,False,False,True,1
74,LUXAÇÕES_ENTORSE_DISTENSÃO_REG_ESP_E_MÚLTIP_CORPO,False,False,True,1
75,LEUCEMIA,False,False,True,1
76,LESÕES_ESMAG_AMPUT_TRAUMÁT_REG_ESP_E_MÚLTIP_CORPO,False,False,True,1
77,LEPTOSPIROSE_NÃO_ESPECIFICADA,False,False,True,1
78,LEIOMIOMA_DO_ÚTERO,False,False,True,1
79,LARINGITE_E_TRAQUEÍTE_AGUDAS,False,False,True,1
80,INSUFICIÊNCIA_RENAL,False,False,True,1
81,INSUFICIÊNCIA_CARDÍACA,False,False,True,1
82,INFLUENZA_[GRIPE],False,False,True,1
83,INFECÇÕES_PELO_VÍRUS_DO_HERPES,False,False,True,1
84,INFECÇÕES_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,False,False,True,1
85,INFARTO_AGUDO_DO_MIOCÁRDIO,False,False,True,1
86,ILEO_PARALÍTICO_E_OBSTRUÇÃO_INTESTINAL_SEM_HÉRNIA,False,False,True,1
87,HÉRNIA_INGUINAL,False,False,True,1
88,HIPERTENSÃO_ESSENCIAL_(PRIMÁRIA),False,False,True,1
89,HIDROCELE_E_ESPERMATOCELE,False,False,True,1
90,HEMORRÓIDAS,False,False,True,1
91,HEMORRAGIA_INTRACRANIANA,False,False,True,1
92,GASTRITE_E_DUODENITE,False,False,True,1
93,FRATURA_DO_PESCOÇO_TÓRAX_OU_PELVE,False,False,True,1
94,FRATURA_DO_FÊMUR,False,False,True,1
95,FRATURA_DO_CRÂNIO_E_DOS_OSSOS_DA_FACE,False,False,True,1
96,FRATURA_DE_OUTROS_OSSOS_DOS_MEMBROS,False,False,True,1
97,FENDA_LABIAL_E_FENDA_PALATINA,False,False,True,1
98,ESQUIZOFRENIA_TRANST_ESQUIZOTÍPICOS_E_DELIRANTES,False,False,True,1
99,EPILEPSIA,False,False,True,1
100,EMBOLIA_PULMONAR,False,False,True,1
101,EMBOLIA_E_TROMBOSE_ARTERIAIS,False,False,True,1
102,EFEITOS_TÓXICOS_SUBST_ORIGEM_PRINC_NÃO-MEDICINAL,False,False,True,1
103,DOENÇA_REUMÁTICA_CRÔNICA_DO_CORAÇÃO,False,False,True,1
104,DOENÇA_DE_HODGKIN,False,False,True,1
105,DOENÇA_ALCOÓLICA_DO_FÍGADO,False,False,True,1
106,DOENÇAS_RENAIS_TÚBULO-INTERSTICIAIS,False,False,True,1
107,DIARRÉIA_E_GASTROENTERITE_ORIGEM_INFECC_PRESUMÍVEL,False,False,True,1
108,DIABETES_MELLITUS,False,False,True,1
109,DESNUTRIÇÃO,False,False,True,1
110,DENGUE_[DENGUE_CLÁSSSICO],False,False,True,1
111,COMPL_PRED_REL_PUERPÉRIO_E_OUTR_AFECÇ_OBSTÉTR_NCOP,False,False,True,1
112,CERT_COMPL_PREC_TRAUM_COMPL_CIRÚRG_ASS_MÉDIC_NCOP,False,False,True,1
113,CARCINOMA_IN_SITU_DE_COLO_DO_ÚTERO,False,False,True,1
114,BRONQUITE_AGUDA_E_BRONQUIOLITE_AGUDA,False,False,True,1
115,ASMA,False,False,True,1
116,ANTICONCEPÇÃO,False,False,True,1
117,ANEMIA_POR_DEFICIÊNCIA_DE_FERRO,False,False,True,1
118,ACID_VASCULAR_CEREBR_NÃO_ESPEC_HEMORRÁG_OU_ISQUÊM,False,False,True,1
119,ACID_VASCULAR_CEREBR_ISQUÊM_TRANSIT_E_SÍNDR_CORREL,False,False,True,1
120,ABORTO_ESPONTÂNEO,False,False,True,1
121,VARICELA_E_HERPES_ZOSTER,False,False,False,0
122,TÉTANO_NEONATAL,False,False,False,0
123,TUBERC_INTEST_PERITÔNIO_GLÂNGL_MESENTÉRICOS,False,False,False,0
124,TUBERCULOSE_ÓSSEA_E_DAS_ARTICULAÇÕES,False,False,False,0
125,TUBERCULOSE_PULMONAR,False,False,False,0
126,TUBERCULOSE_MILIAR,False,False,False,0
127,TUBERCULOSE_DO_SISTEMA_NERVOSO,False,False,False,0
128,TUBERCULOSE_DO_APARELHO_GENITURINÁRIO,False,False,False,0
129,TRIPANOSSOMÍASE,False,False,False,0
130,TRAUMA_DURANTE_O_NASCIMENTO,False,False,False,0
131,TRAUMATISMO_DO_OLHO_E_DA_ÓRBITA_OCULAR,False,False,False,0
132,TRAUMATISMO_DE_OUTROS_ÓRGÃOS_INTERNOS,False,False,False,0
133,TRANST_NÃO-INFLAM_OVÁRIO_TROMP_FALÓPIO_LIGAM_LARGO,False,False,False,0
134,TRANST_NEURÓT_E_RELACIONADOS_COM_STRESS_E_SOMATOF,False,False,False,0
135,TRANST_MENOPÁUSICOS_E_OUTR_TRANST_PERIMENOPÁUSICOS,False,False,False,0
136,TRANST_DISCAIS_CERVIC_E_OUTR_TRANST_DISC_INTERVERT,False,False,False,0
137,TRANSTORNOS_TIREOIDIANOS_RELAC_DEFICIÊNCIA_DE_IODO,False,False,False,0
138,TRANSTORNOS_DA_REFRAÇÃO_E_DA_ACOMODAÇÃO,False,False,False,0
139,TRANSTORNOS_DA_MENSTRUAÇÃO,False,False,False,0
140,TRABALHO_DE_PARTO_OBSTRUÍDO,False,False,False,0
141,TIREOTOXICOSE,False,False,False,0
142,TESTICULO_NÃO-DESCIDO,False,False,False,0
143,SÍNDROME_NEFRÍTICAS_AGUDA_E_RAPIDAMENTE_PROGRESSIV,False,False,False,0
144,SÍNDROMES_DE_MAUS_TRATOS,False,False,False,0
145,SÍFILIS_PRECOCE,False,False,False,0
146,SÍFILIS_CONGÊNITA,False,False,False,0
147,SINUSITE_CRÔNICA,False,False,False,0
148,SHIGUELOSE,False,False,False,0
149,SEQÜELAS_DE_TUBERCULOSE,False,False,False,0
150,SEQÜELAS_DE_POLIOMIELITE,False,False,False,0
151,SEQÜELAS_DE_HANSENÍASE_[LEPRA],False,False,False,0
152,SEQÜELAS_DE_DESNUTRIÇÃO_E_DE_OUTRAS_DEFIC_NUTRIC,False,False,False,0
153,SENILIDADE,False,False,False,0
154,SARAMPO,False,False,False,0
155,RUBÉOLA,False,False,False,0
156,RETARDO_MENTAL,False,False,False,0
157,RESTANTE_DOENÇAS_INFLAMAT_SIST_NERVOSO_CENTRAL,False,False,False,0
158,RESTANTE_DE_OUTR_FEBR_ARBOVÍRUS_FEBR_HEMOR_VÍRUS,False,False,False,0
159,RESTANTE_DE_OUTRAS_TUBERCULOSES,False,False,False,0
160,RESTANTE_DE_OUTRAS_DOENÇAS_VIRAIS,False,False,False,0
161,RASTREAMENTO_PRÉ-NATAL_E_OUTR_SUPERV_DA_GRAVIDEZ,False,False,False,0
162,RAIVA,False,False,False,0
163,PNEUMOCONIOSE,False,False,False,0
164,PLACENT_PRÉV_DESCOL_PREMAT_PLACENT_HEMORR_ANTEPART,False,False,False,0
165,PESTE,False,False,False,0
166,PESSOAS_CONTATO_SERV_SAÚDE_POR_OUTRAS_RAZÕES,False,False,False,0
167,PERDA_DE_AUDIÇÃO,False,False,False,0
168,PARALISIA_CEREBRAL_E_OUTRAS_SÍNDROMES_PARALÍTICAS,False,False,False,0
169,OUTR_PESS_RISCOS_POT_À_SAÚDE_REL_DOENÇAS_TRANSMISS,False,False,False,0
170,OUTR_NEOPL_IN_SITU_BENIGS_E_COMPORT_INCERT_DESCONH,False,False,False,0
171,OUTR_MOT_ASS_À_MÃE_REL_CAV_FETAL_AMN_POS_PROB_PART,False,False,False,0
172,OUTR_MALFORM_E_DEFORM_CONGÊNIT_APARELHO_OSTEOMUSC,False,False,False,0
173,OUTR_DOENÇ_CAVIDADE_ORAL_GLÂND_SALIV_E_MAXILARES,False,False,False,0
174,OUTROS_TÉTANOS,False,False,False,0
175,OUTROS_TRANSTORNOS_TIREOIDIANOS,False,False,False,0
176,OUTROS_TRANSTORNOS_MENTAIS_E_COMPORTAMENTAIS,False,False,False,0
177,OUTROS_TRANSTORNOS_DENTES_E_ESTRUTURAS_DE_SUPORTE,False,False,False,0
178,OUTROS_TRANSTORNOS_DA_PRÓSTATA,False,False,False,0
179,OUTRAS_TUBERCULOSES_RESPIRATÓRIAS,False,False,False,0
180,OUTRAS_SÍFILIS,False,False,False,0
181,OUTRAS_NEOPL_MALIG_TECIDOS_LINFÓID_HEMATOP_E_RELAC,False,False,False,0
182,OUTRAS_NEOPL_MALIGNAS_ÓRGÃOS_GENITAIS_FEMININOS,False,False,False,0
183,OUTRAS_NEOPLASIAS_MALIGNAS_DE_ÓRGÃOS_DIGESTIVOS,False,False,False,0
184,OUTRAS_MALFORMAÇÕES_DO_APARELHO_GENITURINÁRIO,False,False,False,0
185,OUTRAS_MALFORMAÇÕES_CONGÊNITAS_DO_SISTEMA_NERVOSO,False,False,False,0
186,OUTRAS_MALFORMAÇÕES_CONGÊNITAS_APARELHO_DIGESTIVO,False,False,False,0
187,OUTRAS_MALFORMAÇÕES_CONGÊNITAS,False,False,False,0
188,OUTRAS_INFESTAÇÕES_POR_TREMATÓDEOS,False,False,False,0
189,OUTRAS_INFECÇÕES_COM_TRANSM_PREDOMINANT_SEXUAL,False,False,False,0
190,OUTRAS_INFECÇÕES_AGUDAS_DAS_VIAS_AÉREAS_SUPERIORES,False,False,False,0
191,OUTRAS_HEPATITES_VIRAIS,False,False,False,0
192,OUTRAS_HELMINTÍASES,False,False,False,0
193,OUTRAS_GRAVIDEZES_QUE_TERMINAM_EM_ABORTO,False,False,False,0
194,OUTRAS_FORMAS_MALÁRIA_CONF_EXAMES_PARASITOLÓG,False,False,False,0
195,OUTRAS_FORMAS_DE_LEPTOSPIROSE,False,False,False,0
196,OUTRAS_DOENÇAS_VASCULARES_PERIFÉRICAS,False,False,False,0
197,OUTRAS_DOENÇAS_INFECCIOSAS_E_PARASITÁRIAS,False,False,False,0
198,OUTRAS_DOENÇAS_HIPERTENSIVAS,False,False,False,0
199,OUTRAS_DOENÇAS_DO_TRATO_RESPIRATÓRIO_SUPERIOR,False,False,False,0
200,OUTRAS_DOENÇAS_DO_OUVIDO_E_DA_APÓFISE_MASTÓIDE,False,False,False,0
201,OUTRAS_DOENÇAS_DO_OLHO_E_ANEXOS,False,False,False,0
202,OUTRAS_DOENÇAS_DO_NARIZ_E_DOS_SEIOS_PARANASAIS,False,False,False,0
203,OUTRAS_DOENÇAS_DO_APARELHO_CIRCULATÓRIO,False,False,False,0
204,OUTRAS_DOENÇAS_DOS_ÓRGÃOS_GENITAIS_MASCULINOS,False,False,False,0
205,OUTRAS_DOENÇAS_DAS_ARTÉRIAS_ARTERÍOLAS_E_CAPILARES,False,False,False,0
206,OUTRAS_DOENÇAS_CEREBROVASCULARES,False,False,False,0
207,OUTRAS_DEFICIÊNCIAS_VITAMÍNICAS,False,False,False,0
208,OTITE_MÉDIA_E_OUTR_TRANST_OUVIDO_MÉDIO_APÓF_MAST,False,False,False,0
209,OSTEOMIELITE,False,False,False,0
210,OBESIDADE,False,False,False,0
211,NEOPL_MALIG_OUTR_PORÇÕES_E_PORÇÕES_NÃO_ESPEC_ÚTERO,False,False,False,0
212,NEOPL_MALIG_DO_TECIDO_MESOTELIAL_E_TECIDOS_MOLES,False,False,False,0
213,NEOPL_BENIG_ENCÉFALO_E_OUTR_PART_SIST_NERV_CENTRAL,False,False,False,0
214,NEOPLASIA_MALIGNA_DO_OSSO_E_CARTILAGEM_ARTICULAR,False,False,False,0
215,NEOPLASIA_MALIGNA_DOS_OLHOS_E_ANEXOS,False,False,False,0
216,NEOPLASIA_MALIGNA_DA_PRÓSTATA,False,False,False,0
217,NEOPLASIA_MALIGNA_DA_PELE,False,False,False,0
218,NEOPLASIA_MALIGNA_DA_BEXIGA,False,False,False,0
219,NEOPLASIA_BENIGNA_DO_OVÁRIO,False,False,False,0
220,NEOPLASIA_BENIGNA_DOS_ÓRGÃOS_URINÁRIOS,False,False,False,0
221,NEOPLASIA_BENIGNA_DA_PELE,False,False,False,0
222,NEOPLASIA_BENIGNA_DA_MAMA,False,False,False,0
223,NEOPLASIAS_MALIGNAS_DE_LARINGE,False,False,False,0
224,NASCIDOS_VIVOS_SEGUNDO_O_LOCAL_DE_NASCIMENTO,False,False,False,0
225,MICOSES,False,False,False,0
226,MENING_EM_DOENÇ_INFEC_PARASIT_CLASS_OUTR_PART,False,False,False,0
227,MENING_DEV_OUTRAS_CAUSAS_E_CAUSAS_NÃO_ESPECIF,False,False,False,0
228,MENINGITE_VIRAL,False,False,False,0
229,MENINGITE_BACTERIANA_NÃO_CLASSIF_OUTRA_PARTE,False,False,False,0
230,MALÁRIA_POR_PLASMODIUM_VIVAX,False,False,False,0
231,MALÁRIA_POR_PLASMODIUM_MALARIAE,False,False,False,0
232,MALÁRIA_POR_PLASMODIUM_FALCIPARUM,False,False,False,0
233,MALÁRIA_NÃO_ESPECIFICADA,False,False,False,0
234,LINFOMA_NÃO-HODGKIN,False,False,False,0
235,LEPTOSPIROSE_ICTEROHEMORRÁGICA,False,False,False,0
236,LEISHMANIOSE_VISCERAL,False,False,False,0
237,LEISHMANIOSE_NÃO_ESPECIFICADA,False,False,False,0
238,LEISHMANIOSE_CUTÂNEO-MUCOSA,False,False,False,0
239,LEISHMANIOSE_CUTÂNEA,False,False,False,0
240,INFLAMAÇÃO_DA_PÁLPEBRA,False,False,False,0
241,INFERTILIDADE_FEMININA,False,False,False,0
242,INFECÇÃO_MENINGOCÓCICA,False,False,False,0
243,INFECÇÃO_GONOCÓCICA,False,False,False,0
244,INFARTO_CEREBRAL,False,False,False,0
245,HIPÓXIA_INTRAUTERINA_E_ASFIXIA_AO_NASCER,False,False,False,0
246,HIPERPLASIA_DA_PRÓSTATA,False,False,False,0
247,HEPATITE_AGUDA_B,False,False,False,0
248,HEMORRAGIA_PÓS-PARTO,False,False,False,0
249,HANSENÍASE_[LEPRA],False,False,False,0
250,GLAUCOMA,False,False,False,0
251,FRATURAS_ENVOLVENDO_MÚLTIPLAS_REGIÕES_DO_CORPO,False,False,False,0
252,FILARIOSE,False,False,False,0
253,FETO_E_REC-NASC_AFET_FAT_MAT_E_COMPL_GRAV_E_PARTO,False,False,False,0
254,FEBRE_REUMÁTICA_AGUDA,False,False,False,0
255,FEBRE_HEMORRÁGICA_DEVIDA_AO_VÍRUS_DA_DENGUE,False,False,False,0
256,FEBRE_DE_ORIGEM_DESCONHECIDA,False,False,False,0
257,FEBRE_AMARELA,False,False,False,0
258,FEBRES_TIFÓIDE_E_PARATIFÓIDE,False,False,False,0
259,FEBRES_RECORRENTES,False,False,False,0
260,FARINGITE_AGUDA_E_AMIGDALITE_AGUDA,False,False,False,0
261,ESTRABISMO,False,False,False,0
262,ESTADO_INFEC_ASSINT_VÍRUS_DA_IMUNODEF_HUMANA_[HIV],False,False,False,0
263,ESQUISTOSSOMOSE,False,False,False,0
264,ESPINHA_BÍFIDA,False,False,False,0
265,ESCLEROSE_MÚLTIPLAS,False,False,False,0
266,EQUINOCOCOSE,False,False,False,0
267,ENXAQUECA_E_OUTRAS_SÍNDROMES_DE_ALGIAS_CEFÁLICOS,False,False,False,0
268,ENVENENAMENTO_POR_DROGAS_E_SUBSTÂNCIAS_BIOLÓGICAS,False,False,False,0
269,ENDOMETRIOSE,False,False,False,0
270,ENCEFALITE_VIRAL,False,False,False,0
271,EFEITOS_CORPO_ESTRANHO_ATRAVÉS_DE_ORIFÍCIO_NATURAL,False,False,False,0
272,EDEMA_PROTEIN_TRANST_HIPERTENS_GRAVID_PARTO_PUERP,False,False,False,0
273,DOR_ABDOMINAL_E_PÉLVICA,False,False,False,0
274,DOENÇA_PELO_VÍRUS_DA_IMUNODEFICIÊNCIA_HUMANA_[HIV],False,False,False,0
275,DOENÇA_INFLAMATÓRIA_DO_COLO_DO_ÚTERO,False,False,False,0
276,DOENÇA_HEMOLÍTICA_DO_FETO_E_DO_RECÉM-NASCIDO,False,False,False,0
277,DOENÇA_DIVERTICULAR_DO_INTESTINO,False,False,False,0
278,DOENÇA_DE_PARKINSON,False,False,False,0
279,DOENÇA_DE_CROHN_E_COLITE_ULCERATIVA,False,False,False,0
280,DOENÇA_DE_ALZHEIMER,False,False,False,0
281,DOENÇAS_SISTÊMICAS_DO_TECIDO_CONJUNTIVO,False,False,False,0
282,DOENÇAS_POR_CLAMÍDIAS_TRANSMITIDAS_POR_VIA_SEXUAL,False,False,False,0
283,DOENÇAS_INFECCIOSAS_E_PARASITÁRIAS_CONGÊNITAS,False,False,False,0
284,DOENÇAS_CRÔNICAS_DAS_AMÍGDALAS_E_DAS_ADENÓIDES,False,False,False,0
285,DIFTERIA,False,False,False,0
286,DESCOLAMENTOS_E_DEFEITOS_DA_RETINA,False,False,False,0
287,DEPLEÇÃO_DE_VOLUME,False,False,False,0
288,DEMÊNCIA,False,False,False,0
289,DEFORMIDADES_CONGÊNITAS_DO_QUADRIL,False,False,False,0
290,DEFORMIDADES_CONGÊNITAS_DOS_PÉS,False,False,False,0
291,DEFORMIDADES_ADQUIRIDAS_DAS_ARTICULAÇÕES,False,False,False,0
292,CÓLERA,False,False,False,0
293,CÁRIE_DENTÁRIA,False,False,False,0
294,COQUELUCHE,False,False,False,0
295,CONJUNTIVITE_E_OUTROS_TRANSTORNOS_DA_CONJUNTIVA,False,False,False,0
296,CISTITE,False,False,False,0
297,CERATITE_E_OUTROS_TRANSTORNOS_ESCLERÓTICA_E_CÓRNEA,False,False,False,0
298,CEGUEIRA_E_VISÃO_SUBNORMAL,False,False,False,0
299,CAXUMBA_[PAROTIDITE_EPIDÊMICA],False,False,False,0
300,CATARATA_E_OUTROS_TRANSTORNOS_DO_CRISTALINO,False,False,False,0
301,BRUCELOSE,False,False,False,0
302,BRONQUIECTASIA,False,False,False,0
303,AUSÊNCIA_ATRESIA_E_ESTENOSE_DO_INTESTINO_DELGADO,False,False,False,0
304,ASSISTÊNCIA_E_EXAME_PÓS-NATAL,False,False,False,0
305,ARTROSE,False,False,False,0
306,ARTRITE_REUMATÓIDE_E_OUTR_POLIARTROPATIAS_INFLAMAT,False,False,False,0
307,ARTEROESCLEROSE,False,False,False,0
308,ANOMALIAS_CROMOSSÔMICAS_NCOP,False,False,False,0
309,ANCILOSTOMÍASE,False,False,False,0
310,AMEBÍASE,False,False,False,0
311,ALGUNS_TRANSTORNOS_ENVOLVENDO_MECANISMO_IMUNITÁRIO,False,False,False,0
312,AFECÇ_HEMORRÁG_E_OUTR_DOENÇ_SANG_E_ÓRG_HEMATOPOÉT,False,False,False,0
313,ABORTO_POR_RAZÕES_MÉDICAS,False,False,False,0
