,Feature,Importance
149,NEOPL_MALIG_FÍGADO_E_VIAS_BILIARES_INTRA-HEPÁTICAS,0.7308449343696202
157,NEOPLASIA_MALIGNA_DO_ENCÉFALO,0.7028759557044915
17,TRANST_MENTAIS_E_COMPORTAMENTAIS_DEV_USO_DE_ÁLCOOL,0.6996451325320866
74,OUTR_PESS_RISCOS_POT_À_SAÚDE_REL_DOENÇAS_TRANSMISS,0.6927935030760066
299,ARTROSE,0.6505523620331644
321,GO,0.6494269360685632
256,DOENÇA_DIVERTICULAR_DO_INTESTINO,0.6300264607247575
166,NEOPLASIA_BENIGNA_DO_OVÁRIO,0.6223932428037817
286,CERT_COMPL_PREC_TRAUM_COMPL_CIRÚRG_ASS_MÉDIC_NCOP,0.6204259350922443
204,INFARTO_AGUDO_DO_MIOCÁRDIO,0.6145856656841683
287,CERATITE_E_OUTROS_TRANSTORNOS_ESCLERÓTICA_E_CÓRNEA,0.5882352416602561
132,OUTRAS_DOENÇAS_DO_APARELHO_CIRCULATÓRIO,0.5731112984565213
39,SEQÜEL_TRAUM_ENVEN_E_OUTR_CONSEQ_CAUSAS_EXTERNAS,0.5690865932141757
218,FRATURA_DO_PESCOÇO_TÓRAX_OU_PELVE,0.5560615689076485
76,OUTR_MOT_ASS_À_MÃE_REL_CAV_FETAL_AMN_POS_PROB_PART,0.5503503547770895
16,TRANST_NEURÓT_E_RELACIONADOS_COM_STRESS_E_SOMATOF,0.5454967724582688
131,OUTRAS_DOENÇAS_DO_APARELHO_DIGESTIVO,0.5381763382647762
325,MT,0.5351134705423563
216,GLAUCOMA,0.5274771118408442
242,ENXAQUECA_E_OUTRAS_SÍNDROMES_DE_ALGIAS_CEFÁLICOS,0.497548474352613
29,TRANSTORNOS_DA_DENSIDADE_E_DA_ESTRUTURA_ÓSSEAS,0.4728600924801755
191,LEISHMANIOSE_CUTÂNEA,0.4697946756119356
92,OUTRAS_NEOPL_MALIG_TECIDOS_LINFÓID_HEMATOP_E_RELAC,0.45772556837058503
140,OUTRAS_ANEMIAS,0.4340723145246014
258,DOENÇA_DE_HODGKIN,0.41790952923064467
22,TRANSTORNOS_DO_TECIDO_MOLE,0.40458549544640654
252,DOENÇA_REUMÁTICA_CRÔNICA_DO_CORAÇÃO,0.3995918708828261
85,OUTROS_TRANSTORNOS_DO_APARELHO_GENITURINÁRIO,0.3857292544695103
179,MALÁRIA_POR_PLASMODIUM_FALCIPARUM,0.38361093654159417
244,ENDOMETRIOSE,0.3814505275193036
145,NEOPL_MALIG_OUTR_PORÇÕES_E_PORÇÕES_NÃO_ESPEC_ÚTERO,0.37271307503823536
23,TRANSTORNOS_DOS_NERVOS_RAÍZES_E_PLEXOS_NERVOSOS,0.3640840307091404
105,OUTRAS_INFECÇÕES_AGUDAS_DAS_VIAS_AÉREAS_SUPERIORES,0.35563191350775786
10,TUBERCULOSE_DO_APARELHO_GENITURINÁRIO,0.35348158434812066
253,DOENÇA_PELO_VÍRUS_DA_IMUNODEFICIÊNCIA_HUMANA_[HIV],0.348985544366173
117,OUTRAS_DOENÇAS_INFECCIOSAS_INTESTINAIS,0.3488340836894123
285,CISTITE,0.33588723106191803
310,ACID_VASCULAR_CEREBR_ISQUÊM_TRANSIT_E_SÍNDR_CORREL,0.3165755253859387
169,NEOPLASIA_BENIGNA_DA_MAMA,0.3162971561066768
339,TO,0.3106486649579116
170,NEOPLASIAS_MALIGNAS_DE_LARINGE,0.30162771595635035
231,FEBRES_TIFÓIDE_E_PARATIFÓIDE,0.29782913920947673
159,NEOPLASIA_MALIGNA_DO_COLO_DO_ÚTERO,0.2951598930857037
230,FEBRE_AMARELA,0.2775888423092053
93,OUTRAS_NEOPL_MALIGNAS_ÓRGÃOS_GENITAIS_MASCULINOS,0.2772449027509469
83,OUTROS_TRANSTORNOS_TIREOIDIANOS,0.2606106043099316
71,PANCREATITE_AGUDA_E_OUTRAS_DOENÇAS_DO_PÂNCREAS,0.25822470857893176
142,OTITE_MÉDIA_E_OUTR_TRANST_OUVIDO_MÉDIO_APÓF_MAST,0.25443470054919703
161,NEOPLASIA_MALIGNA_DE_TRAQUÉIA_BRÔNQUIOS_E_PULMÕES,0.24971796974840488
38,SHIGUELOSE,0.23838696052115663
130,OUTRAS_DOENÇAS_DO_APARELHO_RESPIRATÓRIO,0.23632248345861415
175,MENINGITE_VIRAL,0.2346283963106294
34,SÍNDROMES_DE_MAUS_TRATOS,0.21365988521566961
220,FRATURA_DO_CRÂNIO_E_DOS_OSSOS_DA_FACE,0.21158811279071554
193,LARINGITE_E_TRAQUEÍTE_AGUDAS,0.19450497875006614
254,DOENÇA_INFLAMATÓRIA_DO_COLO_DO_ÚTERO,0.19418891446103506
226,FENDA_LABIAL_E_FENDA_PALATINA,0.17972573125339483
307,ALGUNS_TRANSTORNOS_ENVOLVENDO_MECANISMO_IMUNITÁRIO,0.17875276006546675
263,DOENÇAS_RENAIS_TÚBULO-INTERSTICIAIS,0.16801919474836866
338,SP,0.167686667156178
209,HIPERPLASIA_DA_PRÓSTATA,0.14827492231390707
99,OUTRAS_MALFORMAÇÕES_CONGÊNITAS_DO_SISTEMA_NERVOSO,0.14073373786037832
267,DOENÇAS_CRÔNICAS_DAS_AMÍGDALAS_E_DAS_ADENÓIDES,0.1397418662448587
102,OUTRAS_INFESTAÇÕES_POR_TREMATÓDEOS,0.13282058539198308
248,EFEITOS_TÓXICOS_SUBST_ORIGEM_PRINC_NÃO-MEDICINAL,0.13164797341932075
199,INFECÇÕES_PELO_VÍRUS_DO_HERPES,0.12659589995612175
28,TRANSTORNOS_DA_MAMA,0.1210598103411331
190,LEISHMANIOSE_CUTÂNEO-MUCOSA,0.10995162818679631
264,DOENÇAS_POR_CLAMÍDIAS_TRANSMITIDAS_POR_VIA_SEXUAL,0.09901696475225367
57,RAIVA,0.09725956801871487
163,NEOPLASIA_MALIGNA_DA_PELE,0.09454246966212479
241,EPILEPSIA,0.08434572785960968
217,GASTRITE_E_DUODENITE,0.07697704043229527
35,SÍFILIS_PRECOCE,0.07562542043771862
291,CARCINOMA_IN_SITU_DE_COLO_DO_ÚTERO,0.07254623987609739
245,ENCEFALITE_VIRAL,0.06504961474925867
125,OUTRAS_DOENÇAS_DO_NARIZ_E_DOS_SEIOS_PARANASAIS,0.0634260757899465
12,TRAUMA_DURANTE_O_NASCIMENTO,0.04881573243424016
332,RN,0.04701699944360585
156,NEOPLASIA_MALIGNA_DO_ESTÔMAGO,0.037342086822773735
96,OUTRAS_NEOPLASIAS_MALIGNAS_DE_ÓRGÃOS_DIGESTIVOS,0.03359358109293837
147,NEOPL_MALIG_OUTRAS_PARTES_SISTEMA_NERVOSO_CENTRAL,0.030648116717867806
301,ARTEROESCLEROSE,0.022766403819089183
235,ESTADO_INFEC_ASSINT_VÍRUS_DA_IMUNODEF_HUMANA_[HIV],0.015572241176037265
84,OUTROS_TRANSTORNOS_MENTAIS_E_COMPORTAMENTAIS,0.012254442596192792
183,LINFOMA_NÃO-HODGKIN,0.00810792189407029
238,ESPINHA_BÍFIDA,0.005064198958823391
68,PERDA_DE_AUDIÇÃO,-0.0035055010692665424
5,TUBERC_INTEST_PERITÔNIO_GLÂNGL_MESENTÉRICOS,-0.008351797802634998
103,OUTRAS_INFECÇÕES_ESPECÍFICAS_DO_PERÍODO_PERINATAL,-0.00897919541214766
167,NEOPLASIA_BENIGNA_DOS_ÓRGÃOS_URINÁRIOS,-0.009661513026921587
49,RET_CRES_FET_DESN_FET_TRAN_REL_GEST_CURT_BAIX_PESO,-0.016423371354576995
79,OUTROS_TÉTANOS,-0.01654966733876595
52,RESTANTE_DE_OUTR_FEBR_ARBOVÍRUS_FEBR_HEMOR_VÍRUS,-0.020735321237134098
333,RO,-0.022482839100118925
295,BRONQUIECTASIA,-0.04445135252824356
81,OUTROS_TRANST_ENDÓCRINOS_NUTRICIONAIS_METABÓLICOS,-0.046995952308861215
146,NEOPL_MALIG_OUTR_LOCALIZ_MAL_DEF_SECUN_E_NÃO_ESPEC,-0.05633185081202572
73,OUTR_SIST_SINAIS_ACHAD_ANORM_EX_CLÍN_LABORAT_NCOP,-0.05856941622975899
126,OUTRAS_DOENÇAS_DO_FÍGADO,-0.08658636649011615
288,CEGUEIRA_E_VISÃO_SUBNORMAL,-0.08662636192770137
141,OUTRAS_AFECÇÕES_ORIGINADAS_NO_PERÍODO_PERINATAL,-0.09505636492012857
234,ESTRABISMO,-0.09675046301869579
144,OBESIDADE,-0.10821733006469979
227,FEBRE_REUMÁTICA_AGUDA,-0.1119458411661637
86,OUTROS_TRANSTORNOS_DENTES_E_ESTRUTURAS_DE_SUPORTE,-0.11621096023978283
208,HIPERTENSÃO_ESSENCIAL_(PRIMÁRIA),-0.11705612540497488
257,DOENÇA_DE_PARKINSON,-0.1246008196502312
206,HÉRNIA_INGUINAL,-0.12471974010701911
11,TRIPANOSSOMÍASE,-0.1339060847613282
228,FEBRE_HEMORRÁGICA_DEVIDA_AO_VÍRUS_DA_DENGUE,-0.15004765088709152
62,PNEUMOCONIOSE,-0.1616509089459251
181,MALFORMAÇÕES_CONGÊNITAS_DO_APARELHO_CIRCULATÓRIO,-0.16476926979679576
174,MENING_DEV_OUTRAS_CAUSAS_E_CAUSAS_NÃO_ESPECIF,-0.17410788562306437
312,ABORTO_ESPONTÂNEO,-0.1741640179550363
14,TRAUMATISMO_DE_OUTROS_ÓRGÃOS_INTERNOS,-0.17585087991914036
6,TUBERCULOSE_ÓSSEA_E_DAS_ARTICULAÇÕES,-0.17594074982738683
249,EFEITOS_CORPO_ESTRANHO_ATRAVÉS_DE_ORIFÍCIO_NATURAL,-0.180250859906009
283,COMPL_PRED_REL_PUERPÉRIO_E_OUTR_AFECÇ_OBSTÉTR_NCOP,-0.18067521632067632
173,MENING_EM_DOENÇ_INFEC_PARASIT_CLASS_OUTR_PART,-0.1825548806279209
120,OUTRAS_DOENÇAS_GLOMERULARES,-0.18913025388989
108,OUTRAS_HELMINTÍASES,-0.19799444073040606
240,EQUINOCOCOSE,-0.19997907960776393
127,OUTRAS_DOENÇAS_DO_ESÔFAGO_ESTÔMAGO_E_DUODENO,-0.20794033904847586
277,DEFORMIDADES_CONGÊNITAS_DOS_PÉS,-0.20882954868942225
44,SEPTICEMIA,-0.2150644662816883
138,OUTRAS_DEFICIÊNCIAS_VITAMÍNICAS,-0.22380591831927324
107,OUTRAS_HEPATITES_VIRAIS,-0.22747929679200865
229,FEBRE_DE_ORIGEM_DESCONHECIDA,-0.22948392770957693
196,INFLUENZA_[GRIPE],-0.22996890948408735
153,NEOPLASIA_MALIGNA_DO_OSSO_E_CARTILAGEM_ARTICULAR,-0.23082802863158342
128,OUTRAS_DOENÇAS_DO_CORAÇÃO,-0.24643054039839324
275,DEMÊNCIA,-0.24837829635369799
251,DOR_ABDOMINAL_E_PÉLVICA,-0.2581365271058733
165,NEOPLASIA_MALIGNA_DA_BEXIGA,-0.26191733055818406
279,CÓLERA,-0.2625749288370927
239,ESCLEROSE_MÚLTIPLAS,-0.2641023297178918
122,OUTRAS_DOENÇAS_DO_SISTEMA_NERVOSO,-0.2681754277198251
232,FEBRES_RECORRENTES,-0.2690562432902341
66,PESSOAS_CONTATO_SERV_SAÚDE_POR_OUTRAS_RAZÕES,-0.27553140134542575
315,AM,-0.27862723779859766
21,TRANSTORNOS_TIREOIDIANOS_RELAC_DEFICIÊNCIA_DE_IODO,-0.27917696310997164
177,MALÁRIA_POR_PLASMODIUM_VIVAX,-0.2819168823866554
298,ASMA,-0.2872990554796359
308,AFECÇ_HEMORRÁG_E_OUTR_DOENÇ_SANG_E_ÓRG_HEMATOPOÉT,-0.2877895288909676
276,DEFORMIDADES_CONGÊNITAS_DO_QUADRIL,-0.29323622432263013
82,OUTROS_TRANSTRONOS_ARTICULARES,-0.3063842418478157
259,DOENÇA_DE_CROHN_E_COLITE_ULCERATIVA,-0.3122041289645696
36,SÍFILIS_CONGÊNITA,-0.3145018172327882
334,RR,-0.3213639869987973
207,HIPÓXIA_INTRAUTERINA_E_ASFIXIA_AO_NASCER,-0.326685408679086
154,NEOPLASIA_MALIGNA_DO_LÁBIO_CAVIDADE_ORAL_E_FARINGE,-0.3285034040820786
33,SÍNDROME_NEFRÍTICAS_AGUDA_E_RAPIDAMENTE_PROGRESSIV,-0.3311642701465698
100,OUTRAS_MALFORMAÇÕES_CONGÊNITAS_APARELHO_DIGESTIVO,-0.36872436653261953
91,OUTRAS_NEOPL_MALIG_ÓRG_RESPIRAT_E_INTRATORÁCICOS,-0.3687382370977216
48,RUBÉOLA,-0.37227672402583645
77,OUTR_MALFORM_E_DEFORM_CONGÊNIT_APARELHO_OSTEOMUSC,-0.3732816606974392
297,ASSISTÊNCIA_E_EXAME_PÓS-NATAL,-0.38509931535764613
41,SEQÜELAS_DE_POLIOMIELITE,-0.3865712073578256
98,OUTRAS_MALFORMAÇÕES_DO_APARELHO_GENITURINÁRIO,-0.3892046053274936
201,INFECÇÃO_MENINGOCÓCICA,-0.39561352397352856
37,SINUSITE_CRÔNICA,-0.3981040444220687
32,TESTICULO_NÃO-DESCIDO,-0.3981231035459147
95,OUTRAS_NEOPLASIAS_MALIGNAS_DO_TRATO_URINÁRIO,-0.410998142590185
303,ANOMALIAS_CROMOSSÔMICAS_NCOP,-0.4163064535300921
176,MENINGITE_BACTERIANA_NÃO_CLASSIF_OUTRA_PARTE,-0.41647833289458563
305,ANCILOSTOMÍASE,-0.4165294981575485
250,EDEMA_PROTEIN_TRANST_HIPERTENS_GRAVID_PARTO_PUERP,-0.43616087289030453
221,FRATURA_DE_OUTROS_OSSOS_DOS_MEMBROS,-0.4397696153352283
133,OUTRAS_DOENÇAS_DOS_ÓRGÃOS_GENITAIS_MASCULINOS,-0.44026253568419277
187,LEPTOSPIROSE_ICTEROHEMORRÁGICA,-0.46431495971534975
189,LEISHMANIOSE_NÃO_ESPECIFICADA,-0.4660071666926455
109,OUTRAS_GRAVIDEZES_QUE_TERMINAM_EM_ABORTO,-0.46674633364272267
75,OUTR_NEOPL_IN_SITU_BENIGS_E_COMPORT_INCERT_DESCONH,-0.4674792066489275
292,BRUCELOSE,-0.46783839282678485
270,DIABETES_MELLITUS,-0.47011149855496687
110,OUTRAS_FORMAS_MALÁRIA_CONF_EXAMES_PARASITOLÓG,-0.480078672346365
327,PB,-0.48443541116458927
272,DESCOLAMENTOS_E_DEFEITOS_DA_RETINA,-0.4844709441279208
213,HEMORRAGIA_PÓS-PARTO,-0.5124954964972374
271,DESNUTRIÇÃO,-0.5184286754703346
197,INFLAMAÇÃO_DA_PÁLPEBRA,-0.519826847075655
160,NEOPLASIA_MALIGNA_DOS_OLHOS_E_ANEXOS,-0.5303602859446451
2,VARICELA_E_HERPES_ZOSTER,-0.531475638833812
178,MALÁRIA_POR_PLASMODIUM_MALARIAE,-0.5330949743652567
45,SENILIDADE,-0.5390923908422682
119,OUTRAS_DOENÇAS_HIPERTENSIVAS,-0.5400674956238839
319,DF,-0.5546094870584227
9,TUBERCULOSE_DO_SISTEMA_NERVOSO,-0.5577543311902808
311,ABORTO_POR_RAZÕES_MÉDICAS,-0.5675931063953938
302,ANTICONCEPÇÃO,-0.5704308216298908
80,OUTROS_TRANST_RESPIRATÓRIOS_ORIG_PERÍODO_PERINATAL,-0.6011462184926523
214,HEMORRAGIA_INTRACRANIANA,-0.6040336903207245
55,RESTANTE_DE_OUTRAS_DOENÇAS_BACTERIANAS,-0.607483941915809
224,FILARIOSE,-0.6124677271285548
296,AUSÊNCIA_ATRESIA_E_ESTENOSE_DO_INTESTINO_DELGADO,-0.613835022542321
0,ÚLCERA_GÁSTRICA_E_DUODENAL,-0.613977490603044
294,BRONQUITE_AGUDA_E_BRONQUIOLITE_AGUDA,-0.618780880977016
56,RASTREAMENTO_PRÉ-NATAL_E_OUTR_SUPERV_DA_GRAVIDEZ,-0.622337056786573
262,DOENÇAS_SISTÊMICAS_DO_TECIDO_CONJUNTIVO,-0.6254840045045409
316,AP,-0.6322837892491043
328,PE,-0.6325105436074774
64,PESTE,-0.6330718989964068
255,DOENÇA_HEMOLÍTICA_DO_FETO_E_DO_RECÉM-NASCIDO,-0.6382674500820388
63,PLACENT_PRÉV_DESCOL_PREMAT_PLACENT_HEMORR_ANTEPART,-0.65493361018591
202,INFECÇÃO_GONOCÓCICA,-0.655442965499562
188,LEISHMANIOSE_VISCERAL,-0.6580295451268404
268,DIFTERIA,-0.6587554713477417
309,ACID_VASCULAR_CEREBR_NÃO_ESPEC_HEMORRÁG_OU_ISQUÊM,-0.6653986935567778
215,HANSENÍASE_[LEPRA],-0.6655979124979139
274,DENGUE_[DENGUE_CLÁSSSICO],-0.6658564847552353
237,ESQUISTOSSOMOSE,-0.6677324194836036
280,CÁRIE_DENTÁRIA,-0.6879672088709438
198,INFERTILIDADE_FEMININA,-0.7020966805481934
1,VEIAS_VARICOSAS_DAS_EXTREMIDADES_INFERIORES,-0.7121083420520644
94,OUTRAS_NEOPL_MALIGNAS_ÓRGÃOS_GENITAIS_FEMININOS,-0.7237022546459889
78,OUTR_DOENÇ_CAVIDADE_ORAL_GLÂND_SALIV_E_MAXILARES,-0.7634049612272066
162,NEOPLASIA_MALIGNA_DA_PRÓSTATA,-0.8033471467661303
211,HEPATITE_AGUDA_B,-0.8057074099248561
236,ESQUIZOFRENIA_TRANST_ESQUIZOTÍPICOS_E_DELIRANTES,-0.8086612103069101
111,OUTRAS_FORMAS_DE_LEPTOSPIROSE,-0.8117878306417977
289,CAXUMBA_[PAROTIDITE_EPIDÊMICA],-0.8284578687420059
104,OUTRAS_INFECÇÕES_COM_TRANSM_PREDOMINANT_SEXUAL,-0.8366612525217467
60,PREPRÚCIO_REDUNDANTE_FIMOSE_E_PARAFIMOSE,-0.8473158810717413
54,RESTANTE_DE_OUTRAS_DOENÇAS_VIRAIS,-0.8479266535133413
194,INSUFICIÊNCIA_RENAL,-0.8632548121138781
233,FARINGITE_AGUDA_E_AMIGDALITE_AGUDA,-0.8635641493639463
150,NEOPL_MALIG_DO_TECIDO_MESOTELIAL_E_TECIDOS_MOLES,-0.8665707801174718
168,NEOPLASIA_BENIGNA_DA_PELE,-0.8719593919957123
265,DOENÇAS_INFECCIOSAS_E_PARASITÁRIAS_CONGÊNITAS,-0.8902260119898038
51,RESTANTE_DOENÇAS_INFLAMAT_SIST_NERVOSO_CENTRAL,-0.9458074773039212
300,ARTRITE_REUMATÓIDE_E_OUTR_POLIARTROPATIAS_INFLAMAT,-0.9602773516063295
313,AC,-0.976690413448728
46,SARAMPO,-0.9782721799254669
273,DEPLEÇÃO_DE_VOLUME,-0.9918428852127079
282,CONJUNTIVITE_E_OUTROS_TRANSTORNOS_DA_CONJUNTIVA,-1.0000459993456419
8,TUBERCULOSE_MILIAR,-1.0266042920343195
72,OUTR_TRAUM_REG_ESPEC_NÃO_ESPEC_E_MÚLTIPLAS_CORPO,-1.0341773786064286
40,SEQÜELAS_DE_TUBERCULOSE,-1.035034508906651
7,TUBERCULOSE_PULMONAR,-1.0523073702714105
192,LEIOMIOMA_DO_ÚTERO,-1.0536771983191728
47,SALPINGITE_E_OOFORITE,-1.0695154315261346
42,SEQÜELAS_DE_HANSENÍASE_[LEPRA],-1.0968785450952092
129,OUTRAS_DOENÇAS_DO_APARELHO_URINÁRIO,-1.0973589003895552
164,NEOPLASIA_MALIGNA_DA_MAMA,-1.1095346953412761
337,SE,-1.1177390982908268
281,COQUELUCHE,-1.1267968506627473
67,PESSOAS_CONTATO_SERV_SAÚDE_CUIDADOS_PROC_ESPECÍF,-1.134851821781371
186,LEPTOSPIROSE_NÃO_ESPECIFICADA,-1.1489655294476577
70,PARALISIA_CEREBRAL_E_OUTRAS_SÍNDROMES_PARALÍTICAS,-1.1587823319546982
136,OUTRAS_DOENÇAS_DAS_ARTÉRIAS_ARTERÍOLAS_E_CAPILARES,-1.1630834796375507
155,NEOPLASIA_MALIGNA_DO_ESÔFAGO,-1.1965278537635673
116,OUTRAS_DOENÇAS_INFLAMAT_ÓRGÃOS_PÉLVICOS_FEMININOS,-1.2016108388542115
115,OUTRAS_DOENÇAS_ISQUÊMICAS_DO_CORAÇÃO,-1.2036569250619518
13,TRAUMATISMO_DO_OLHO_E_DA_ÓRBITA_OCULAR,-1.208779288853574
290,CATARATA_E_OUTROS_TRANSTORNOS_DO_CRISTALINO,-1.247348249408058
27,TRANSTORNOS_DA_MENSTRUAÇÃO,-1.2540845453047202
69,PARTO_ÚNICO_ESPONTÂNEO,-1.3132567362717635
322,MA,-1.3629837408299645
314,AL,-1.3762274212969225
222,FRATURAS_ENVOLVENDO_MÚLTIPLAS_REGIÕES_DO_CORPO,-1.497264803243435
143,OSTEOMIELITE,-1.5662914501965899
106,OUTRAS_HÉRNIAS,-1.6173996211687367
113,OUTRAS_DOENÇAS_VASCULARES_PERIFÉRICAS,-1.6721971647456875
89,OUTRAS_TUBERCULOSES_RESPIRATÓRIAS,-1.7341190001806897
326,PA,-1.8985837692755971
118,OUTRAS_DOENÇAS_INFECCIOSAS_E_PARASITÁRIAS,-1.9746571702745412
317,BA,-1.9954637816801493
135,OUTRAS_DOENÇAS_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,-2.0107597975657443
58,QUEIMADURA_E_CORROSÕES,-2.0243695544829774
320,ES,-2.1555786048394348
200,INFECÇÕES_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,-2.4786953030951797
331,RJ,-2.907332413371894
