"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"120030 Feijó";-;-;1;-;-;-;-;1;-;-;1;-;3
"120032 Jordão";-;-;-;-;-;-;-;-;1;-;-;-;1
"120033 Mâncio Lima";-;-;-;1;-;-;1;-;-;-;-;-;2
"120080 Porto Acre";-;-;-;-;-;-;-;-;1;-;-;-;1
"120039 Porto Walter";-;-;-;-;-;-;1;-;-;-;-;1;2
"120040 Rio Branco";3;2;1;1;3;1;3;-;2;1;3;1;21
"120050 Sena Madureira";-;-;-;-;-;-;-;-;-;1;-;-;1
"120045 Senador Guiomard";-;1;-;1;-;-;-;-;-;-;-;1;3
"120060 Tarauacá";-;-;-;-;-;-;-;-;1;-;-;1;2
"120070 Xapuri";-;-;-;-;-;-;1;1;-;-;-;-;2
"130006 Amaturá";-;-;1;-;-;3;-;-;-;-;-;-;4
"130014 Apuí";-;1;-;-;-;-;-;-;-;-;1;-;2
"130020 Atalaia do Norte";-;3;1;1;-;-;-;-;1;-;1;-;7
"130050 Barreirinha";-;-;-;-;-;-;1;1;-;-;2;-;4
"130060 Benjamin Constant";-;-;-;2;2;-;1;-;-;-;2;-;7
"130070 Boca do Acre";-;-;-;-;-;-;-;-;-;-;-;1;1
"130080 Borba";-;-;-;-;-;-;-;1;-;-;-;-;1
"130110 Careiro";-;-;-;-;-;1;-;-;-;-;-;-;1
"130120 Coari";-;1;-;-;1;-;-;-;-;-;-;-;2
"130130 Codajás";1;-;-;-;-;-;1;-;-;-;-;-;2
"130140 Eirunepé";-;1;-;-;-;-;-;-;1;1;1;-;4
"130150 Envira";-;-;-;-;-;-;-;-;-;-;2;-;2
"130160 Fonte Boa";-;-;-;1;-;-;-;-;-;1;-;-;2
"130165 Guajará";-;-;-;1;-;-;-;-;-;-;-;-;1
"130185 Iranduba";-;-;1;-;-;-;-;-;-;-;-;1;2
"130190 Itacoatiara";-;-;-;-;-;-;-;-;-;-;-;1;1
"130195 Itamarati";1;-;-;-;-;-;-;-;-;-;-;-;1
"130220 Juruá";1;-;-;-;-;-;-;-;-;-;-;-;1
"130230 Jutaí";2;1;-;-;-;-;1;1;-;-;-;-;5
"130250 Manacapuru";-;-;-;1;2;1;-;2;-;-;-;-;6
"130260 Manaus";12;7;10;10;8;10;11;8;11;12;6;12;117
"130340 Parintins";1;-;1;-;-;-;1;2;2;-;-;-;7
"130356 Rio Preto da Eva";1;-;-;-;-;-;-;-;-;-;-;-;1
"130370 Santo Antônio do Içá";-;-;1;-;-;3;-;2;-;1;-;-;7
"130380 São Gabriel da Cachoeira";-;2;1;3;2;-;-;-;-;-;1;1;10
"130390 São Paulo de Olivença";-;-;-;1;-;-;-;1;1;-;-;1;4
"130395 São Sebastião do Uatumã";-;-;-;-;-;-;-;-;-;1;-;-;1
"130406 Tabatinga";2;2;3;1;1;2;3;1;-;1;-;-;16
"130410 Tapauá";-;-;-;-;1;-;-;-;-;-;-;1;2
"130420 Tefé";1;1;2;1;-;-;-;2;1;1;-;2;11
"130423 Tonantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"140002 Amajari";-;-;-;-;-;-;-;-;-;-;1;-;1
"140010 Boa Vista";-;1;-;1;-;-;3;-;1;1;-;-;7
"140015 Bonfim";2;-;-;-;1;-;-;-;-;-;-;1;4
"140030 Mucajaí";-;-;-;-;-;-;-;-;-;1;-;-;1
"140040 Normandia";-;-;-;-;-;2;-;-;-;-;-;-;2
"150010 Abaetetuba";-;-;-;1;-;-;-;-;-;-;-;-;1
"150020 Acará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150040 Alenquer";-;-;-;-;-;-;-;1;-;-;-;-;1
"150050 Almeirim";-;-;-;1;1;-;1;-;-;-;-;1;4
"150060 Altamira";2;-;5;-;1;-;-;-;-;-;1;-;9
"150080 Ananindeua";1;1;-;1;-;-;1;1;1;1;-;1;8
"150085 Anapu";-;-;-;-;-;-;-;-;-;1;-;-;1
"150095 Aurora do Pará";-;-;-;-;-;-;1;-;-;1;-;-;2
"150110 Bagre";-;1;-;-;-;-;-;-;-;-;-;-;1
"150130 Barcarena";-;-;-;-;-;-;-;-;-;1;-;1;2
"150140 Belém";1;1;6;2;5;6;2;5;1;2;1;4;36
"150172 Brasil Novo";-;-;-;-;1;-;-;-;-;-;-;-;1
"150180 Breves";-;-;-;-;-;-;-;-;-;2;-;-;2
"150200 Cachoeira do Arari";1;-;-;-;-;-;-;-;-;-;-;-;1
"150210 Cametá";1;-;-;-;-;-;1;-;-;1;-;-;3
"150215 Canaã dos Carajás";-;-;1;-;-;-;-;-;-;-;-;-;1
"150220 Capanema";-;-;-;1;-;-;-;-;-;-;-;-;1
"150230 Capitão Poço";-;-;-;-;-;1;-;-;-;1;-;1;3
"150240 Castanhal";-;1;-;3;-;-;-;2;-;-;-;-;6
"150270 Conceição do Araguaia";1;-;-;-;-;1;-;-;-;-;1;1;4
"150275 Concórdia do Pará";-;-;-;-;-;-;-;-;-;-;-;1;1
"150276 Cumaru do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"150277 Curionópolis";-;1;-;-;-;-;-;-;1;-;-;-;2
"150293 Dom Eliseu";-;-;-;-;-;-;-;1;-;1;1;-;3
"150295 Eldorado do Carajás";-;-;-;-;-;-;-;-;-;1;-;1;2
"150304 Floresta do Araguaia";-;-;-;-;1;1;-;-;-;-;-;-;2
"150309 Goianésia do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150320 Igarapé-Açu";-;-;-;-;1;-;-;2;-;-;-;-;3
"150360 Itaituba";-;-;1;-;1;-;-;-;1;-;2;-;5
"150370 Itupiranga";-;-;-;-;-;2;-;-;-;1;-;-;3
"150375 Jacareacanga";-;-;-;-;-;1;-;-;-;-;-;-;1
"150380 Jacundá";1;-;-;-;-;-;-;-;-;-;-;-;1
"150390 Juruti";1;-;-;-;-;-;-;-;-;-;-;-;1
"150400 Limoeiro do Ajuru";-;1;-;-;-;-;-;-;-;-;-;-;1
"150420 Marabá";-;-;-;1;-;1;-;3;2;-;-;-;7
"150440 Marapanim";1;-;-;-;-;-;-;-;-;-;-;1;2
"150442 Marituba";-;-;-;1;-;-;-;-;-;-;-;-;1
"150445 Medicilândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"150470 Moju";-;-;-;-;-;1;-;1;-;-;-;-;2
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;-;-;-;2;-;2
"150480 Monte Alegre";1;-;-;-;-;-;-;-;-;-;-;-;1
"150490 Muaná";-;1;1;1;-;-;-;-;-;-;-;-;3
"150503 Novo Progresso";-;-;-;-;1;-;-;-;-;-;-;-;1
"150506 Novo Repartimento";-;-;1;-;-;-;-;-;-;2;-;-;3
"150510 Óbidos";-;-;-;-;-;-;-;-;1;-;-;-;1
"150520 Oeiras do Pará";-;-;-;-;-;-;1;-;-;-;-;-;1
"150530 Oriximiná";-;-;-;-;1;-;-;-;-;-;-;-;1
"150548 Pacajá";-;-;-;-;-;-;-;-;-;-;1;-;1
"150550 Paragominas";-;-;-;-;2;1;2;1;-;-;-;1;7
"150553 Parauapebas";-;1;-;-;1;1;1;-;-;-;-;-;4
"150580 Portel";-;-;-;-;-;1;-;-;-;-;-;1;2
"150600 Prainha";-;-;-;-;-;-;1;-;-;-;-;-;1
"150613 Redenção";-;1;-;-;-;-;-;-;-;-;-;1;2
"150616 Rio Maria";1;-;-;-;-;-;-;-;-;-;-;2;3
"150618 Rondon do Pará";-;-;-;-;-;-;-;1;-;-;-;-;1
"150620 Salinópolis";-;-;-;-;1;-;-;-;1;-;-;-;2
"150635 Santa Bárbara do Pará";-;-;-;1;-;-;-;-;-;-;-;-;1
"150650 Santa Izabel do Pará";-;-;-;-;-;-;-;-;-;1;-;-;1
"150658 Santa Maria das Barreiras";-;-;-;2;-;-;-;-;-;-;-;-;2
"150660 Santa Maria do Pará";-;-;-;-;-;1;-;1;-;-;-;1;3
"150670 Santana do Araguaia";-;-;-;1;-;-;-;-;-;1;-;-;2
"150680 Santarém";1;1;-;-;3;1;-;1;3;-;-;2;12
"150700 Santo Antônio do Tauá";-;-;-;-;-;-;1;-;-;-;-;-;1
"150720 São Domingos do Capim";-;-;-;-;-;-;1;-;-;-;-;-;1
"150740 São Francisco do Pará";-;-;-;1;1;-;-;-;-;-;-;-;2
"150760 São Miguel do Guamá";-;-;-;-;-;-;1;-;-;1;-;-;2
"150790 Soure";-;-;-;-;-;-;-;-;1;-;-;-;1
"150795 Tailândia";-;-;-;-;-;-;-;-;1;-;-;-;1
"150796 Terra Alta";-;-;-;-;-;-;1;-;-;-;-;-;1
"150800 Tomé-Açu";1;-;-;-;-;-;-;-;-;-;-;-;1
"150803 Tracuateua";-;1;-;-;-;-;-;-;-;-;-;-;1
"150808 Tucumã";-;-;-;-;1;-;-;-;-;-;-;1;2
"150810 Tucuruí";-;-;-;-;-;-;-;-;-;-;-;1;1
"150812 Ulianópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"150815 Uruará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150820 Vigia";-;-;1;1;2;-;-;-;-;-;-;-;4
"150840 Xinguara";-;1;-;-;-;-;-;-;-;-;1;-;2
"150000 Município ignorado - PA";-;-;-;-;-;-;-;-;-;1;-;-;1
"160020 Calçoene";-;-;-;-;-;-;-;-;-;1;-;-;1
"160027 Laranjal do Jari";-;-;-;-;-;-;-;-;-;-;-;1;1
"160030 Macapá";-;3;4;3;1;2;2;2;1;1;-;-;19
"160050 Oiapoque";1;-;-;-;-;-;-;-;-;-;-;-;1
"160053 Porto Grande";-;-;-;-;1;-;-;-;-;-;-;-;1
"160060 Santana";2;-;4;-;-;-;2;1;-;-;-;2;11
"170040 Almas";-;-;-;-;-;-;-;1;-;-;-;-;1
"170105 Angico";-;-;-;-;-;-;-;-;-;1;-;-;1
"170200 Araguaçu";1;-;-;-;-;-;-;-;-;-;-;-;1
"170210 Araguaína";1;1;-;1;-;-;-;-;-;1;-;-;4
"170220 Araguatins";1;-;1;1;-;-;-;-;-;1;-;-;4
"170240 Arraias";-;-;-;-;-;-;-;-;1;-;-;-;1
"170255 Augustinópolis";-;-;-;-;-;-;-;1;-;-;-;-;1
"170300 Babaçulândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170510 Chapada da Natividade";-;-;-;-;-;-;-;-;-;-;1;-;1
"170550 Colinas do Tocantins";-;1;1;-;2;-;3;-;-;-;-;-;7
"170710 Divinópolis do Tocantins";-;-;-;-;-;-;-;-;-;1;1;-;2
"170770 Filadélfia";-;1;-;-;-;-;-;-;-;-;-;-;1
"170820 Formoso do Araguaia";1;-;-;-;-;-;-;-;-;1;-;-;2
"170950 Gurupi";1;-;-;-;1;-;2;-;-;-;-;-;4
"171050 Itacajá";-;-;-;-;-;-;-;1;-;-;-;-;1
"171180 Juarina";-;-;-;-;-;-;1;-;-;-;-;-;1
"171190 Lagoa da Confusão";1;1;-;-;-;1;-;-;-;-;-;-;3
"171320 Miracema do Tocantins";1;-;1;-;-;-;-;-;-;1;-;-;3
"171330 Miranorte";1;-;-;-;-;-;-;-;-;1;-;-;2
"171360 Monte do Carmo";-;-;-;-;-;-;-;-;1;-;-;-;1
"171370 Monte Santo do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171510 Novo Acordo";-;-;-;-;1;-;-;-;-;-;-;-;1
"172100 Palmas";-;-;-;1;1;-;-;2;1;2;-;1;8
"171610 Paraíso do Tocantins";-;-;-;-;-;-;-;-;-;2;2;-;4
"171620 Paranã";1;1;-;-;-;-;-;-;-;-;-;-;2
"171660 Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"171750 Pium";1;-;-;1;-;-;-;-;-;-;-;-;2
"171790 Ponte Alta do Tocantins";1;-;-;-;1;-;-;-;-;-;-;-;2
"171800 Porto Alegre do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171820 Porto Nacional";-;1;1;-;-;1;-;-;-;-;-;-;3
"171840 Presidente Kennedy";-;1;-;-;-;-;-;-;-;-;-;-;1
"171850 Recursolândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"171870 Rio dos Bois";1;-;-;-;-;-;-;-;-;-;-;-;1
"171875 Rio Sono";-;-;-;-;-;-;1;-;-;-;-;-;1
"171880 Sampaio";-;-;-;1;-;-;-;-;-;-;-;-;1
"171884 Sandolândia";-;1;-;-;-;-;-;-;-;-;-;1;2
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;-;-;-;1;-;1
"171888 Santa Maria do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";-;-;1;-;-;1;-;-;-;-;-;-;2
"172020 São Miguel do Tocantins";-;1;-;-;-;1;-;-;-;-;-;-;2
"172030 São Sebastião do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172080 Sítio Novo do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172090 Taguatinga";1;-;-;-;-;-;-;-;-;-;-;-;1
"172093 Taipas do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"210005 Açailândia";-;-;1;-;-;1;-;-;1;-;-;2;5
"210030 Aldeias Altas";-;-;-;-;1;-;-;-;-;1;-;-;2
"210043 Alto Alegre do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210060 Amarante do Maranhão";-;1;-;-;1;-;-;1;-;-;-;-;3
"210087 Araguanã";1;-;-;-;-;-;-;-;-;1;-;-;2
"210090 Araioses";1;-;-;-;-;-;-;-;-;-;-;-;1
"210095 Arame";-;-;-;-;-;1;-;1;1;-;-;-;3
"210120 Bacabal";-;-;-;-;-;-;2;-;1;-;-;-;3
"210140 Balsas";-;2;-;-;-;1;-;-;-;-;1;-;4
"210150 Barão de Grajaú";-;1;1;-;1;-;-;-;1;-;-;-;4
"210160 Barra do Corda";-;-;-;-;-;-;-;-;2;-;-;1;3
"210170 Barreirinhas";-;1;-;-;-;-;-;-;-;-;-;-;1
"210180 Benedito Leite";-;-;-;-;1;-;-;-;-;-;-;-;1
"210197 Boa Vista do Gurupi";-;-;-;-;-;-;-;-;-;-;1;-;1
"210203 Bom Jesus das Selvas";-;-;-;-;-;-;-;-;-;-;-;1;1
"210210 Brejo";-;-;-;-;-;-;-;-;-;-;1;-;1
"210220 Buriti";1;-;-;-;-;-;-;-;1;-;-;-;2
"210230 Buriti Bravo";-;-;-;-;1;-;-;-;-;2;-;-;3
"210232 Buriticupu";-;-;1;-;-;-;-;-;-;-;-;-;1
"210270 Cantanhede";1;-;-;-;-;-;-;-;-;1;-;-;2
"210275 Capinzal do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"210280 Carolina";-;-;-;1;-;-;-;-;-;1;-;-;2
"210290 Carutapera";-;-;-;-;-;-;-;-;-;-;-;1;1
"210300 Caxias";1;2;1;-;1;1;-;1;2;2;1;1;13
"210310 Cedral";-;-;1;-;-;-;-;-;-;-;-;-;1
"210315 Centro do Guilherme";-;-;1;-;-;1;-;-;-;-;-;-;2
"210320 Chapadinha";-;-;-;-;-;-;2;-;-;-;-;-;2
"210330 Codó";-;-;1;2;-;-;1;-;1;-;-;1;6
"210350 Colinas";-;-;-;-;-;-;-;-;-;-;1;-;1
"210355 Conceição do Lago-Açu";-;-;-;-;-;-;1;-;-;-;-;-;1
"210360 Coroatá";1;1;-;-;-;1;-;1;1;-;-;1;6
"210370 Cururupu";-;-;-;1;-;-;-;-;-;-;-;1;2
"210405 Estreito";-;-;-;-;1;-;-;-;-;-;-;-;1
"210480 Grajaú";-;1;-;-;-;-;-;-;1;-;-;-;2
"210500 Humberto de Campos";-;1;-;-;-;-;-;1;-;-;-;-;2
"210515 Igarapé do Meio";-;-;-;-;-;-;1;-;-;-;-;-;1
"210530 Imperatriz";-;1;1;1;3;1;-;-;2;2;3;-;14
"210535 Itaipava do Grajaú";-;-;-;-;-;-;-;-;-;-;1;-;1
"210540 Itapecuru Mirim";-;1;-;-;-;-;1;-;-;-;-;-;2
"210542 Itinga do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210545 Jatobá";-;-;-;-;-;-;-;1;1;-;-;-;2
"210547 Jenipapo dos Vieiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"210550 João Lisboa";-;-;1;-;-;-;-;-;-;-;1;-;2
"210565 Junco do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;1
"210570 Lago da Pedra";-;-;-;-;1;-;-;1;-;-;-;-;2
"210594 Lago dos Rodrigues";-;-;-;-;-;-;1;-;-;-;-;-;1
"210610 Loreto";-;1;-;-;-;-;-;-;-;-;-;-;1
"210630 Magalhães de Almeida";-;-;-;-;-;-;-;1;-;-;-;-;1
"210670 Mirador";-;-;-;-;-;1;-;1;-;-;-;-;2
"210675 Miranda do Norte";-;1;-;-;-;-;-;-;-;-;-;-;1
"210720 Nina Rodrigues";-;-;-;-;-;-;-;-;-;-;-;1;1
"210725 Nova Colinas";-;-;-;-;-;-;-;-;-;-;-;1;1
"210780 Parnarama";1;-;-;1;-;-;-;-;-;-;1;1;4
"210800 Pastos Bons";-;-;1;-;-;-;-;-;-;-;-;-;1
"210805 Paulino Neves";-;-;-;-;-;1;-;-;-;-;-;-;1
"210810 Paulo Ramos";-;-;1;-;-;-;-;-;1;-;-;-;2
"210820 Pedreiras";1;-;-;-;-;-;-;-;-;1;1;-;3
"210830 Penalva";-;-;-;-;1;1;-;-;-;-;-;-;2
"210840 Peri Mirim";-;-;-;-;-;-;-;-;-;-;1;-;1
"210845 Peritoró";-;1;-;-;-;-;-;-;-;-;-;1;2
"210850 Pindaré-Mirim";-;-;-;-;-;-;1;-;-;-;-;-;1
"210860 Pinheiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"210880 Pirapemas";-;-;-;-;-;-;-;-;-;-;-;1;1
"210890 Poção de Pedras";-;-;1;-;-;-;-;-;-;-;-;-;1
"210945 Raposa";-;-;-;-;-;-;2;-;1;-;-;-;3
"210950 Riachão";-;1;-;-;-;-;-;1;-;-;-;-;2
"210955 Ribamar Fiquene";1;1;-;-;-;-;-;-;-;-;-;-;2
"210960 Rosário";1;-;-;-;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";1;-;-;2;-;1;1;-;1;-;-;1;7
"211000 Santa Luzia";-;-;-;-;-;-;-;1;-;1;-;-;2
"211010 Santa Quitéria do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"211020 Santa Rita";-;-;-;-;-;-;-;-;-;1;-;-;1
"211060 São Bernardo";-;1;-;-;-;-;-;-;-;1;-;-;2
"211065 São Domingos do Azeitão";-;-;2;-;-;1;-;-;-;-;-;-;3
"211070 São Domingos do Maranhão";-;-;-;-;-;1;-;-;2;-;-;-;3
"211080 São Félix de Balsas";-;-;-;-;-;-;1;-;-;-;-;-;1
"211100 São João Batista";-;-;-;-;1;-;-;-;-;-;-;-;1
"211107 São João do Soter";-;-;-;-;-;1;1;-;-;-;-;-;2
"211110 São João dos Patos";-;-;-;-;-;-;-;-;-;-;1;1;2
"211120 São José de Ribamar";1;-;-;-;-;1;-;-;-;2;-;1;5
"211130 São Luís";2;6;4;1;3;2;4;3;4;5;3;3;40
"211150 São Mateus do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;1
"211176 Senador La Rocque";-;-;-;-;-;-;1;-;1;-;-;1;3
"211180 Sítio Novo";-;-;-;-;1;-;-;-;-;-;-;1;2
"211190 Sucupira do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"211210 Timbiras";-;-;-;-;-;-;-;1;-;-;1;1;3
"211220 Timon";1;1;1;2;-;1;-;1;-;2;-;-;9
"211223 Trizidela do Vale";-;-;1;-;-;-;-;-;-;1;-;1;3
"211230 Tuntum";-;2;-;1;-;-;-;-;-;-;-;-;3
"211270 Vargem Grande";-;-;-;1;-;-;1;-;-;-;-;-;2
"211280 Viana";-;-;1;-;-;-;-;-;-;-;-;-;1
"211285 Vila Nova dos Martírios";-;-;-;-;-;-;-;-;2;-;-;-;2
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;-;-;1;1
"211400 Zé Doca";-;-;-;1;-;1;-;-;1;1;-;-;4
"220005 Acauã";-;-;-;1;-;1;-;-;-;-;-;-;2
"220010 Agricolândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"220020 Água Branca";-;-;-;-;-;-;1;-;-;1;-;-;2
"220027 Alegrete do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220040 Altos";-;-;-;2;-;-;2;1;-;1;1;-;7
"220045 Alvorada do Gurguéia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220050 Amarante";-;-;-;-;-;-;-;-;-;-;1;-;1
"220060 Angical do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220120 Barras";-;-;1;-;-;-;-;-;-;-;-;-;1
"220130 Barreiras do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220150 Batalha";1;-;-;-;1;-;-;-;-;-;-;-;2
"220157 Belém do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220160 Beneditinos";-;-;-;-;-;1;-;-;-;-;-;2;3
"220170 Bertolínia";-;-;-;-;-;-;-;1;-;1;1;-;3
"220173 Betânia do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220180 Bocaina";-;-;-;1;-;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;-;-;-;-;-;-;-;2;-;-;-;2
"220192 Bonfim do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220194 Boqueirão do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220196 Brasileira";-;-;-;-;-;-;-;1;-;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;-;-;-;1;-;-;-;1;2
"220202 Buriti dos Montes";-;-;-;-;1;-;-;-;-;-;-;-;1
"220205 Cabeceiras do Piauí";1;-;-;-;-;-;-;-;-;-;-;-;1
"220210 Campinas do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220213 Campo Grande do Piauí";-;-;-;-;-;1;-;-;-;-;1;-;2
"220217 Campo Largo do Piauí";-;-;-;1;1;-;-;-;-;-;-;-;2
"220220 Campo Maior";-;-;1;-;-;-;-;-;-;-;-;2;3
"220225 Canavieira";-;-;-;-;-;-;-;-;-;-;1;-;1
"220230 Canto do Buriti";-;-;1;1;-;1;-;1;1;1;-;-;6
"220240 Capitão de Campos";-;-;-;1;-;-;-;-;-;-;-;1;2
"220245 Capitão Gervásio Oliveira";-;-;1;-;-;-;-;-;-;-;-;-;1
"220260 Castelo do Piauí";-;-;-;-;-;-;-;1;-;1;1;-;3
"220270 Cocal";1;-;-;-;-;-;-;-;-;-;-;1;2
"220272 Cocal dos Alves";-;-;-;1;-;-;-;-;-;-;-;-;1
"220275 Colônia do Gurguéia";-;-;-;-;1;-;-;-;-;-;-;-;1
"220290 Corrente";-;-;-;-;-;-;-;-;-;-;-;1;1
"220310 Cristino Castro";-;-;-;-;-;-;-;1;-;-;-;-;1
"220330 Demerval Lobão";-;-;-;-;-;-;-;1;-;-;-;-;1
"220340 Dom Expedito Lopes";1;-;2;-;-;-;-;-;-;-;-;-;3
"220360 Eliseu Martins";-;-;-;1;-;-;-;-;-;-;-;-;1
"220370 Esperantina";-;-;-;-;3;-;-;2;-;-;-;-;5
"220390 Floriano";1;1;-;-;-;-;-;1;-;-;-;1;4
"220440 Gilbués";1;-;-;-;-;-;-;-;-;-;-;-;1
"220450 Guadalupe";-;-;-;-;1;-;-;-;-;-;1;-;2
"220460 Hugo Napoleão";-;-;-;-;-;-;1;-;-;-;-;-;1
"220465 Ilha Grande";-;-;1;1;-;-;-;-;-;-;-;-;2
"220470 Inhuma";1;-;1;-;-;-;-;-;-;-;-;-;2
"220490 Isaías Coelho";-;-;-;-;-;-;-;1;-;-;-;-;1
"220500 Itainópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"220510 Itaueira";-;-;-;-;-;-;-;1;-;-;-;-;1
"220515 Jacobina do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220520 Jaicós";-;-;-;-;-;1;-;-;-;-;-;-;1
"220540 Joaquim Pires";-;-;-;-;-;-;-;-;-;-;-;1;1
"220550 José de Freitas";-;-;-;-;-;1;1;-;1;-;-;-;3
"220553 Jurema";-;-;-;-;1;-;-;-;-;-;-;-;1
"220554 Lagoinha do Piauí";1;-;-;-;-;-;-;-;-;-;-;-;1
"220590 Manoel Emídio";-;-;-;1;-;-;-;-;-;-;-;-;1
"220640 Monsenhor Gil";-;-;-;1;-;-;1;-;-;-;-;-;2
"220660 Monte Alegre do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220665 Morro Cabeça no Tempo";-;-;-;1;-;-;-;-;-;-;-;-;1
"220670 Nazaré do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220675 Nossa Senhora de Nazaré";-;-;-;-;1;-;-;1;-;-;-;-;2
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;-;1;-;-;1
"220700 Oeiras";-;-;-;-;-;1;-;2;1;-;-;-;4
