"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"120080 Porto Acre";-;1;-;-;-;-;-;1;-;-;-;-;2
"120040 Rio Branco";3;1;3;2;-;2;-;3;-;1;1;1;17
"120050 Sena Madureira";-;1;-;-;-;-;-;-;1;-;-;-;2
"120045 Senador Guiomard";-;-;-;-;-;-;-;-;-;-;1;-;1
"120060 Tarauacá";-;-;-;1;-;-;-;-;-;-;-;-;1
"130006 Amaturá";-;-;-;1;1;-;-;-;-;-;-;-;2
"130008 Anamã";-;-;-;-;-;-;-;-;1;-;-;-;1
"130014 Apuí";-;-;1;-;-;-;-;-;-;-;-;1;2
"130030 Autazes";-;-;-;-;-;1;-;-;-;-;-;1;2
"130040 Barcelos";-;-;-;1;-;-;-;-;-;-;-;1;2
"130050 Barreirinha";-;1;-;1;1;-;-;-;1;-;-;1;5
"130060 Benjamin Constant";1;-;1;-;-;1;2;1;-;1;-;-;7
"130063 Beruri";-;-;-;-;-;-;-;-;-;-;-;1;1
"130080 Borba";-;-;-;-;-;-;-;-;-;-;1;-;1
"130120 Coari";1;-;-;1;-;-;-;-;-;-;1;-;3
"130130 Codajás";-;-;-;-;-;-;-;-;-;-;-;2;2
"130140 Eirunepé";1;-;2;-;1;1;3;-;1;-;1;1;11
"130150 Envira";-;-;-;-;-;1;-;-;1;-;-;-;2
"130160 Fonte Boa";-;-;-;-;-;-;1;-;-;-;-;-;1
"130170 Humaitá";-;-;1;-;-;-;-;-;-;-;1;-;2
"130185 Iranduba";-;-;-;-;1;-;-;1;-;-;-;-;2
"130190 Itacoatiara";3;-;2;-;1;1;1;1;-;1;-;1;11
"130200 Itapiranga";-;-;1;-;-;-;-;-;-;-;-;-;1
"130220 Juruá";-;-;-;-;-;-;-;-;1;-;-;-;1
"130230 Jutaí";-;-;-;-;-;1;-;-;1;-;-;-;2
"130250 Manacapuru";1;-;-;1;1;2;-;-;1;1;-;1;8
"130255 Manaquiri";-;-;-;1;-;-;-;-;-;-;-;-;1
"130260 Manaus";9;6;13;8;11;8;17;5;11;14;10;14;126
"130270 Manicoré";-;1;-;-;-;-;-;-;-;-;-;-;1
"130280 Maraã";-;-;-;-;-;1;-;-;1;-;-;-;2
"130290 Maués";-;-;-;-;-;-;-;-;-;-;2;-;2
"130300 Nhamundá";-;-;-;-;-;-;-;-;1;-;-;-;1
"130330 Novo Aripuanã";-;-;-;-;-;-;-;-;-;-;1;-;1
"130340 Parintins";-;-;3;-;-;3;1;-;-;2;1;1;11
"130356 Rio Preto da Eva";-;-;-;-;-;1;1;-;-;-;-;-;2
"130360 Santa Isabel do Rio Negro";-;-;-;-;-;-;-;-;-;-;-;1;1
"130370 Santo Antônio do Içá";-;-;1;-;1;-;-;-;-;-;-;-;2
"130380 São Gabriel da Cachoeira";-;-;2;-;1;2;2;1;1;2;2;-;13
"130390 São Paulo de Olivença";1;-;1;-;4;-;2;-;-;-;1;1;10
"130406 Tabatinga";3;1;1;1;1;2;2;-;1;-;3;-;15
"130410 Tapauá";1;-;-;-;-;-;-;1;1;-;-;-;3
"130420 Tefé";-;-;-;1;-;-;-;-;1;-;-;-;2
"130430 Urucará";-;-;-;-;-;1;-;-;-;-;-;-;1
"140005 Alto Alegre";-;1;-;-;1;1;-;-;-;-;-;-;3
"140002 Amajari";-;-;1;-;-;-;1;-;-;1;-;1;4
"140010 Boa Vista";2;2;3;1;2;2;-;3;2;-;6;3;26
"140015 Bonfim";-;-;-;-;-;2;1;-;-;-;-;1;4
"140017 Cantá";2;-;-;-;1;-;-;-;-;-;1;1;5
"140020 Caracaraí";-;-;-;1;-;-;-;-;2;-;-;-;3
"140028 Iracema";-;-;-;-;1;-;-;-;-;-;-;-;1
"140045 Pacaraima";-;-;-;-;1;-;-;-;-;-;-;-;1
"140047 Rorainópolis";-;-;-;-;-;-;-;-;-;-;1;1;2
"140050 São João da Baliza";-;-;-;-;-;-;1;-;-;-;-;-;1
"140060 São Luiz";-;1;-;-;-;-;-;-;-;-;-;-;1
"140070 Uiramutã";-;-;-;-;-;1;-;-;-;-;-;-;1
"150030 Afuá";-;-;-;-;-;-;-;1;-;-;-;-;1
"150050 Almeirim";-;-;-;-;-;-;-;1;-;-;-;-;1
"150060 Altamira";-;-;1;-;-;-;-;1;-;1;-;-;3
"150070 Anajás";-;-;-;-;-;-;-;-;1;-;-;-;1
"150080 Ananindeua";-;-;-;1;1;1;1;1;-;-;1;3;9
"150085 Anapu";-;-;1;-;-;-;-;-;-;-;-;-;1
"150090 Augusto Corrêa";-;-;-;-;-;-;1;2;1;1;-;-;5
"150095 Aurora do Pará";-;-;-;-;-;-;-;-;-;1;-;-;1
"150120 Baião";-;-;-;-;-;-;-;-;-;-;1;1;2
"150130 Barcarena";1;-;1;-;-;-;3;-;-;-;-;-;5
"150140 Belém";4;5;8;3;1;6;2;7;-;1;2;3;42
"150145 Belterra";-;-;-;-;1;-;-;-;-;-;-;-;1
"150170 Bragança";-;-;-;1;-;-;1;-;3;-;1;-;6
"150180 Breves";-;-;-;-;-;-;-;1;-;-;-;-;1
"150200 Cachoeira do Arari";-;-;-;-;-;1;-;-;-;-;-;-;1
"150210 Cametá";-;1;-;-;1;-;-;-;-;-;-;-;2
"150215 Canaã dos Carajás";-;-;-;-;1;1;-;-;-;-;-;-;2
"150220 Capanema";-;-;-;-;-;1;-;-;-;-;-;-;1
"150230 Capitão Poço";1;-;-;-;-;-;-;-;-;-;1;-;2
"150240 Castanhal";-;-;-;-;1;-;-;1;-;-;2;-;4
"150260 Colares";1;-;-;-;-;-;-;-;-;-;-;-;1
"150270 Conceição do Araguaia";1;-;-;-;-;2;-;1;-;1;-;-;5
"150275 Concórdia do Pará";-;-;-;-;-;-;-;-;-;-;1;-;1
"150276 Cumaru do Norte";-;-;-;-;-;-;-;1;-;-;-;-;1
"150277 Curionópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"150285 Curuá";-;-;-;-;-;-;-;-;-;1;-;-;1
"150290 Curuçá";-;-;-;1;-;-;-;-;-;-;-;1;2
"150293 Dom Eliseu";-;-;-;-;-;-;-;-;1;-;-;1;2
"150304 Floresta do Araguaia";-;-;-;1;1;-;1;-;-;-;-;-;3
"150307 Garrafão do Norte";-;-;-;-;-;-;-;-;-;1;-;-;1
"150309 Goianésia do Pará";-;-;-;1;-;1;1;-;-;-;1;-;4
"150310 Gurupá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150320 Igarapé-Açu";-;-;1;-;-;-;-;-;-;-;-;-;1
"150330 Igarapé-Miri";-;-;-;-;-;1;-;-;-;-;-;-;1
"150340 Inhangapi";-;-;1;-;-;-;-;-;-;-;-;-;1
"150350 Irituia";-;-;-;-;-;-;1;-;-;-;-;-;1
"150360 Itaituba";1;1;1;1;-;4;-;-;1;1;-;-;10
"150370 Itupiranga";-;-;-;-;-;-;-;1;-;-;-;1;2
"150375 Jacareacanga";-;-;-;-;-;1;-;-;-;-;-;-;1
"150380 Jacundá";1;-;-;-;-;-;-;-;-;-;-;-;1
"150405 Mãe do Rio";-;-;-;-;1;-;-;-;-;-;-;-;1
"150420 Marabá";1;-;1;1;2;1;1;1;-;-;1;1;10
"150430 Maracanã";-;-;-;1;-;-;-;-;-;-;-;-;1
"150440 Marapanim";-;-;-;1;-;-;-;-;-;-;-;1;2
"150442 Marituba";2;-;-;-;-;-;-;-;-;-;-;-;2
"150445 Medicilândia";-;-;-;-;-;-;-;-;-;1;-;-;1
"150460 Mocajuba";1;-;-;-;-;-;-;-;-;-;-;-;1
"150470 Moju";-;-;-;1;-;-;1;-;1;-;-;-;3
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;1;-;-;-;-;1
"150480 Monte Alegre";-;-;-;-;-;-;-;1;-;-;-;-;1
"150497 Nova Ipixuna";1;-;-;-;-;-;-;-;-;-;-;1;2
"150503 Novo Progresso";-;-;-;-;-;-;-;-;-;1;1;-;2
"150506 Novo Repartimento";-;1;-;1;-;-;1;1;-;1;-;1;6
"150510 Óbidos";-;-;-;-;1;-;1;-;-;1;-;-;3
"150520 Oeiras do Pará";-;-;-;1;-;-;-;-;-;-;-;-;1
"150530 Oriximiná";1;1;-;-;-;-;-;-;-;-;-;-;2
"150543 Ourilândia do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"150548 Pacajá";-;-;-;-;-;1;-;-;-;-;2;-;3
"150550 Paragominas";-;1;1;-;1;1;1;2;-;-;-;-;7
"150553 Parauapebas";2;-;-;-;-;1;1;-;1;1;1;1;8
"150555 Pau D'Arco";-;-;-;-;-;-;-;-;-;-;1;-;1
"150563 Piçarra";-;-;-;-;-;1;-;-;-;-;1;-;2
"150580 Portel";2;-;1;-;-;1;-;1;-;-;-;-;5
"150613 Redenção";-;-;1;-;-;-;-;1;-;-;-;-;2
"150616 Rio Maria";-;-;2;-;-;-;-;-;1;-;-;-;3
"150620 Salinópolis";1;-;-;-;-;-;-;-;-;-;-;-;1
"150650 Santa Izabel do Pará";-;2;-;1;-;-;-;-;-;-;1;1;5
"150658 Santa Maria das Barreiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"150670 Santana do Araguaia";-;-;-;-;-;1;-;-;-;1;2;-;4
"150680 Santarém";2;1;-;1;-;2;2;1;2;2;3;-;16
"150715 São Domingos do Araguaia";-;-;-;-;-;-;1;-;-;-;1;-;2
"150720 São Domingos do Capim";-;-;-;-;-;-;-;-;1;-;1;-;2
"150730 São Félix do Xingu";-;1;-;-;1;-;-;-;-;-;-;1;3
"150740 São Francisco do Pará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150745 São Geraldo do Araguaia";1;-;-;-;-;-;1;-;-;-;-;-;2
"150746 São João da Ponta";-;-;-;-;1;-;-;-;-;-;-;-;1
"150760 São Miguel do Guamá";-;-;-;-;-;-;1;-;1;-;-;-;2
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;1;-;-;1
"150790 Soure";1;1;-;-;-;-;-;-;-;-;-;-;2
"150795 Tailândia";-;-;-;-;-;-;-;-;-;-;1;1;2
"150800 Tomé-Açu";-;-;1;-;-;-;-;-;-;-;-;1;2
"150808 Tucumã";-;1;-;-;-;-;-;-;-;-;-;-;1
"150810 Tucuruí";-;-;1;-;-;-;-;-;1;-;1;-;3
"150812 Ulianópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"150815 Uruará";1;-;-;-;-;1;1;-;-;-;1;-;4
"150820 Vigia";-;-;-;1;-;-;-;-;-;-;-;-;1
"150830 Viseu";-;-;1;-;-;2;-;-;-;-;1;-;4
"150835 Vitória do Xingu";-;-;-;-;-;-;-;-;-;-;1;-;1
"150840 Xinguara";-;-;-;-;-;-;-;-;1;-;-;-;1
"160010 Amapá";-;-;-;-;1;-;-;-;-;-;-;-;1
"160020 Calçoene";-;-;-;1;-;-;-;-;-;-;-;-;1
"160023 Ferreira Gomes";-;-;-;1;-;-;-;-;1;-;-;-;2
"160027 Laranjal do Jari";-;-;-;-;-;-;-;-;1;-;1;-;2
"160030 Macapá";3;3;2;2;-;2;1;4;6;5;3;1;32
"160040 Mazagão";-;-;-;-;-;-;1;-;-;-;-;-;1
"160050 Oiapoque";-;1;-;-;-;-;-;-;-;-;-;-;1
"160053 Porto Grande";-;-;-;-;-;1;-;1;-;1;-;-;3
"160060 Santana";-;-;1;2;1;-;-;3;2;-;1;-;10
"170030 Aguiarnópolis";1;-;-;-;-;-;-;-;-;-;1;-;2
"170040 Almas";-;-;-;-;-;-;-;-;-;-;1;-;1
"170070 Alvorada";1;-;-;-;1;-;-;-;-;1;-;-;3
"170100 Ananás";1;-;-;-;-;-;-;-;-;-;-;-;1
"170110 Aparecida do Rio Negro";-;-;-;-;1;-;-;-;-;-;-;-;1
"170130 Aragominas";-;-;-;-;-;-;1;-;-;-;-;-;1
"170210 Araguaína";2;2;3;1;1;-;-;-;-;-;1;1;11
"170220 Araguatins";1;-;-;-;-;-;-;-;-;-;1;-;2
"170240 Arraias";-;-;-;-;-;-;-;2;-;1;-;-;3
"170255 Augustinópolis";-;-;-;-;-;1;-;-;-;-;1;-;2
"170290 Axixá do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"170300 Babaçulândia";-;-;-;-;-;-;1;-;-;-;-;-;1
"170310 Barrolândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"170380 Buriti do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170384 Campos Lindos";-;-;-;-;-;-;-;1;-;-;-;-;1
"170550 Colinas do Tocantins";-;-;-;-;-;-;-;-;-;-;-;2;2
"171670 Colméia";-;-;-;-;-;-;-;-;-;-;-;1;1
"170700 Dianópolis";1;-;-;-;1;-;-;-;-;1;-;-;3
"170710 Divinópolis do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"170720 Dois Irmãos do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"170730 Dueré";-;-;-;-;-;-;-;1;1;-;-;-;2
"170765 Figueirópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"170820 Formoso do Araguaia";-;-;1;-;1;-;-;-;-;-;-;-;2
"170830 Goianorte";-;-;-;1;-;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;-;-;-;-;-;-;-;1;-;1
"170930 Guaraí";-;1;-;2;-;-;-;-;-;-;-;-;3
"170950 Gurupi";-;1;-;-;-;-;1;-;-;1;-;-;3
"171190 Lagoa da Confusão";2;-;-;-;1;-;-;-;-;-;-;1;4
"171200 Lajeado";-;-;-;-;-;-;-;-;-;-;-;1;1
"171330 Miranorte";-;1;-;-;-;-;-;-;-;-;1;-;2
"171360 Monte do Carmo";-;-;-;-;-;-;-;-;-;-;1;-;1
"171420 Natividade";-;-;-;-;-;-;-;-;-;-;-;1;1
"171488 Nova Olinda";-;-;-;-;-;-;-;-;-;1;-;-;1
"171550 Oliveira de Fátima";-;-;-;-;1;-;-;-;-;-;-;-;1
"172100 Palmas";1;1;1;2;-;1;-;-;3;3;-;2;14
"171380 Palmeiras do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"171610 Paraíso do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";-;-;-;-;-;1;-;-;-;-;-;-;1
"171780 Ponte Alta do Bom Jesus";-;-;-;1;-;-;-;-;-;-;-;-;1
"171820 Porto Nacional";-;-;-;1;1;-;-;-;1;-;-;-;3
"171875 Rio Sono";-;-;-;-;-;-;-;1;-;-;-;-;1
"171886 Santa Fé do Araguaia";-;1;-;1;-;-;-;-;-;-;-;-;2
"172010 São Bento do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172025 São Salvador do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"172049 São Valério";-;-;-;-;-;-;-;1;-;-;-;-;1
"172065 Silvanópolis";-;-;-;-;-;-;-;1;-;-;-;-;1
"172097 Talismã";-;-;-;-;-;-;-;1;-;-;-;-;1
"172120 Tocantinópolis";-;-;-;-;-;1;-;-;-;1;-;-;2
"172125 Tupirama";-;-;-;1;-;-;-;-;-;-;-;-;1
"172210 Xambioá";1;-;-;1;-;-;-;-;-;-;-;-;2
"210005 Açailândia";-;-;1;-;1;-;-;-;-;-;-;-;2
"210030 Aldeias Altas";-;1;-;-;-;-;-;-;-;-;-;-;1
"210047 Alto Alegre do Pindaré";-;-;-;-;-;-;-;-;-;1;-;-;1
"210055 Amapá do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210060 Amarante do Maranhão";-;1;-;-;-;1;-;1;-;-;1;-;4
"210070 Anajatuba";-;-;-;-;-;-;-;1;-;-;-;-;1
"210080 Anapurus";-;-;-;-;1;-;-;-;-;-;-;-;1
"210095 Arame";-;-;-;-;-;-;-;-;-;-;1;1;2
"210100 Arari";1;-;-;-;-;-;-;-;-;1;-;-;2
"210120 Bacabal";-;-;-;-;-;-;1;-;1;-;-;-;2
"210130 Bacuri";-;-;-;-;-;-;-;1;-;-;-;-;1
"210140 Balsas";3;-;-;-;-;1;1;1;1;1;-;-;8
"210150 Barão de Grajaú";-;-;1;-;-;-;-;-;-;-;1;-;2
"210160 Barra do Corda";-;-;-;1;2;-;2;-;-;1;-;-;6
"210170 Barreirinhas";-;-;1;-;-;1;-;-;1;-;-;-;3
"210180 Benedito Leite";-;-;-;-;-;1;-;-;-;-;-;-;1
"210200 Bom Jardim";-;-;-;-;-;-;1;1;-;1;-;-;3
"210203 Bom Jesus das Selvas";-;-;-;-;-;-;1;-;-;-;-;-;1
"210210 Brejo";-;1;-;1;-;-;-;-;-;-;-;-;2
"210215 Brejo de Areia";1;-;-;-;-;-;-;-;-;-;-;-;1
"210220 Buriti";1;-;-;-;-;-;-;-;-;-;-;-;1
"210230 Buriti Bravo";1;-;-;-;-;-;-;-;-;1;-;-;2
"210235 Buritirana";1;-;-;-;-;-;-;-;-;-;-;-;1
"210255 Campestre do Maranhão";1;-;-;-;-;-;1;-;2;-;-;-;4
"210270 Cantanhede";-;-;-;-;1;-;-;-;-;-;-;-;1
"210300 Caxias";-;-;1;-;2;-;-;2;1;-;-;1;7
"210315 Centro do Guilherme";-;1;-;-;-;-;-;-;-;-;-;-;1
"210317 Centro Novo do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"210320 Chapadinha";-;-;-;-;-;1;-;-;-;1;-;1;3
"210330 Codó";-;-;-;-;-;-;1;2;-;-;1;1;5
"210340 Coelho Neto";-;-;-;-;1;-;-;-;-;-;-;-;1
"210350 Colinas";-;-;-;-;-;-;1;-;-;-;-;-;1
"210360 Coroatá";-;-;-;-;1;-;1;-;-;-;-;1;3
"210370 Cururupu";-;-;1;-;-;-;-;-;-;1;-;-;2
"210380 Dom Pedro";-;-;-;-;-;-;-;-;-;-;1;-;1
"210400 Esperantinópolis";2;-;-;-;-;-;-;1;-;-;-;-;3
"210405 Estreito";-;-;-;-;-;-;-;-;-;-;1;-;1
"210410 Fortaleza dos Nogueiras";-;-;-;-;-;-;-;-;-;-;1;-;1
"210440 Gonçalves Dias";-;-;-;-;-;-;-;-;1;-;-;-;1
"210460 Governador Eugênio Barros";-;-;1;-;-;-;-;-;-;-;-;-;1
"210465 Governador Newton Bello";-;-;-;-;-;-;-;1;-;-;-;-;1
"210470 Graça Aranha";-;-;-;1;-;-;-;-;-;-;-;-;1
"210480 Grajaú";1;-;1;-;-;1;-;-;-;-;-;1;4
"210515 Igarapé do Meio";-;-;-;-;-;-;-;-;-;1;-;-;1
"210530 Imperatriz";2;1;1;-;-;4;1;1;2;-;3;-;15
"210540 Itapecuru Mirim";-;1;-;-;-;1;-;-;-;2;-;-;4
"210542 Itinga do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"210550 João Lisboa";-;-;1;-;-;-;-;-;-;-;1;-;2
"210560 Joselândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"210570 Lago da Pedra";-;-;1;1;-;-;-;2;-;-;-;-;4
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210598 Lajeado Novo";-;-;-;-;-;-;1;1;-;-;-;-;2
"210610 Loreto";-;-;-;-;-;-;1;-;-;-;1;-;2
"210637 Maranhãozinho";-;-;-;-;-;-;-;-;-;1;-;-;1
"210640 Mata Roma";-;-;-;-;-;-;1;-;-;-;-;-;1
"210650 Matinha";-;-;-;-;-;1;-;-;-;-;-;-;1
"210670 Mirador";-;1;-;-;-;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";-;-;2;-;-;-;-;-;-;1;-;-;3
"210680 Mirinzal";1;1;-;-;-;-;-;-;-;-;-;-;2
"210690 Monção";-;-;-;-;1;-;-;-;-;-;-;-;1
"210720 Nina Rodrigues";-;-;-;-;-;-;-;-;-;1;-;-;1
"210730 Nova Iorque";-;-;-;-;-;-;-;-;1;-;-;-;1
"210735 Nova Olinda do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;-;-;-;1;1;2
"210750 Paço do Lumiar";-;-;-;-;-;-;-;1;-;-;-;-;1
"210760 Palmeirândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"210770 Paraibano";-;-;-;-;-;-;-;-;-;1;1;-;2
"210780 Parnarama";-;-;1;-;-;-;-;-;-;-;-;-;1
"210800 Pastos Bons";-;1;-;-;-;-;-;-;-;-;-;-;1
"210820 Pedreiras";2;-;1;-;-;2;-;2;-;-;-;1;8
"210825 Pedro do Rosário";-;-;-;-;-;-;-;-;-;-;-;1;1
"210830 Penalva";-;-;-;-;-;-;-;1;-;-;-;-;1
"210845 Peritoró";-;-;1;-;-;-;-;-;-;-;-;-;1
"210860 Pinheiro";-;1;-;-;2;1;-;-;1;-;-;-;5
"210870 Pio XII";-;-;-;-;1;-;-;-;-;-;-;-;1
"210890 Poção de Pedras";-;-;-;-;-;-;-;-;1;-;-;-;1
"210900 Porto Franco";-;-;-;-;-;1;-;-;-;-;-;1;2
"210910 Presidente Dutra";-;-;-;-;1;-;-;-;-;-;-;-;1
"210923 Presidente Médici";-;-;-;-;-;-;-;-;-;-;-;1;1
"210940 Primeira Cruz";-;-;-;-;-;-;-;3;-;-;-;-;3
"210945 Raposa";-;-;-;-;-;-;-;-;-;1;-;-;1
"210950 Riachão";1;-;-;-;1;-;-;1;-;-;-;-;3
"210960 Rosário";-;-;-;-;-;-;1;-;-;-;-;-;1
"210990 Santa Inês";1;1;-;-;-;-;-;-;-;-;1;-;3
"211000 Santa Luzia";-;-;-;-;-;-;-;-;-;-;1;-;1
"211020 Santa Rita";-;-;-;-;-;-;-;-;-;-;-;1;1
"211023 Santana do Maranhão";-;-;-;-;-;-;-;-;-;1;-;-;1
"211030 Santo Antônio dos Lopes";-;-;-;-;-;-;-;-;-;-;-;1;1
"211060 São Bernardo";1;1;1;-;-;-;-;-;-;-;-;-;3
"211065 São Domingos do Azeitão";-;1;-;-;-;-;-;-;-;-;-;-;1
"211070 São Domingos do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"211085 São Francisco do Brejão";-;-;-;-;1;-;-;-;-;-;-;-;1
"211090 São Francisco do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"211100 São João Batista";-;-;-;-;-;-;-;-;1;-;-;-;1
"211102 São João do Carú";1;-;-;-;-;-;-;-;-;-;-;-;1
"211110 São João dos Patos";-;-;-;-;-;-;-;1;-;1;-;-;2
"211120 São José de Ribamar";-;-;1;2;-;1;-;-;-;-;-;-;4
"211130 São Luís";2;6;3;4;2;4;5;6;4;2;2;3;43
"211150 São Mateus do Maranhão";-;-;-;-;1;-;-;-;-;-;-;1;2
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;-;-;1;-;-;-;1
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"211200 Tasso Fragoso";-;-;-;-;-;-;-;-;1;1;-;-;2
"211210 Timbiras";-;-;-;1;-;-;-;1;-;-;3;-;5
"211220 Timon";-;-;-;1;3;1;1;2;1;3;-;-;12
"211223 Trizidela do Vale";-;-;-;-;1;-;-;-;-;-;-;-;1
"211230 Tuntum";-;-;-;-;-;-;-;-;2;-;-;1;3
"211240 Turiaçu";-;-;-;-;-;-;-;-;-;1;-;-;1
"211245 Turilândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"211250 Tutóia";-;-;-;-;-;-;1;-;-;-;-;-;1
"211270 Vargem Grande";-;1;-;-;1;-;-;-;-;-;-;-;2
"211285 Vila Nova dos Martírios";-;-;-;-;-;-;-;-;-;1;-;-;1
"211290 Vitória do Mearim";-;-;1;-;-;-;-;-;-;-;-;-;1
"211400 Zé Doca";-;-;-;1;-;-;1;1;-;1;-;1;5
"220005 Acauã";-;-;-;-;-;-;-;1;-;-;-;-;1
"220020 Água Branca";1;-;1;-;-;-;-;1;-;-;-;-;3
"220025 Alagoinha do Piauí";-;-;-;-;-;-;-;1;1;-;-;-;2
"220030 Alto Longá";-;-;-;-;-;-;-;1;-;-;-;-;1
"220040 Altos";-;-;2;-;1;-;-;1;-;-;1;-;5
"220045 Alvorada do Gurguéia";-;-;-;-;1;-;-;-;-;-;-;-;1
"220050 Amarante";1;-;-;-;-;-;-;-;-;-;1;-;2
"220060 Angical do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220095 Aroeiras do Itaim";-;-;-;-;-;-;-;-;-;-;1;-;1
"220115 Baixa Grande do Ribeiro";-;1;-;-;-;-;-;-;-;-;-;-;1
"220120 Barras";-;2;-;-;-;-;1;-;-;1;-;-;4
"220140 Barro Duro";-;-;-;-;-;1;-;-;-;-;-;-;1
