"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"150445 Medicilândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"150470 Moju";-;-;-;-;-;-;-;-;-;1;-;-;1
"150495 Nova Esperança do Piriá";-;1;-;-;-;-;-;-;-;-;-;-;1
"150497 Nova Ipixuna";-;-;-;-;1;-;-;-;-;-;-;-;1
"150503 Novo Progresso";-;-;-;-;-;-;-;-;-;1;-;1;2
"150530 Oriximiná";-;-;-;-;-;-;-;-;1;-;-;-;1
"150548 Pacajá";-;-;-;-;-;-;1;-;-;-;1;-;2
"150549 Palestina do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150550 Paragominas";-;-;-;-;-;-;-;-;-;-;1;-;1
"150553 Parauapebas";2;1;1;1;-;3;-;-;2;1;-;-;11
"150570 Ponta de Pedras";-;-;1;-;-;-;-;-;-;-;-;-;1
"150580 Portel";1;-;-;1;-;-;-;-;-;-;-;-;2
"150600 Prainha";-;-;-;-;-;-;-;-;-;1;-;-;1
"150613 Redenção";-;-;2;-;1;-;-;-;-;1;-;-;4
"150616 Rio Maria";-;-;-;-;-;-;-;1;-;-;-;-;1
"150618 Rondon do Pará";2;-;-;-;1;-;-;-;-;-;-;-;3
"150619 Rurópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"150620 Salinópolis";-;-;-;-;1;-;-;-;-;-;-;-;1
"150630 Salvaterra";-;-;-;1;-;-;-;-;-;-;-;-;1
"150640 Santa Cruz do Arari";1;-;-;-;-;-;-;-;-;-;-;-;1
"150650 Santa Izabel do Pará";-;-;-;1;-;-;-;-;1;-;1;-;3
"150658 Santa Maria das Barreiras";-;-;1;-;-;-;-;-;-;-;-;-;1
"150670 Santana do Araguaia";-;2;-;-;-;-;-;-;-;-;-;-;2
"150680 Santarém";1;-;1;1;3;1;3;1;-;-;-;-;11
"150700 Santo Antônio do Tauá";-;-;-;-;-;-;-;-;-;-;-;1;1
"150715 São Domingos do Araguaia";-;-;-;-;-;-;2;-;-;-;-;1;3
"150720 São Domingos do Capim";-;-;-;-;-;1;-;-;-;-;-;-;1
"150730 São Félix do Xingu";-;-;-;-;1;1;1;2;-;-;-;-;5
"150745 São Geraldo do Araguaia";-;-;-;-;1;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";1;-;-;-;-;-;-;-;-;-;-;-;1
"150760 São Miguel do Guamá";-;-;-;-;1;2;-;-;-;-;-;-;3
"150795 Tailândia";1;-;-;-;-;1;-;-;-;-;-;1;3
"150797 Terra Santa";-;-;-;1;-;-;-;-;-;-;-;-;1
"150810 Tucuruí";-;1;1;-;-;1;1;-;-;1;-;-;5
"160030 Macapá";1;3;3;1;-;3;1;-;1;1;-;2;16
"160050 Oiapoque";1;-;-;1;-;-;-;-;-;-;-;-;2
"160060 Santana";1;-;-;-;1;2;-;-;-;-;-;3;7
"160080 Vitória do Jari";-;-;-;-;1;-;-;-;-;-;-;-;1
"170035 Aliança do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"170040 Almas";-;-;1;-;-;-;-;-;-;-;-;-;1
"170070 Alvorada";-;-;-;-;1;-;-;-;-;-;-;1;2
"170200 Araguaçu";-;-;-;-;-;-;-;-;1;-;-;-;1
"170210 Araguaína";1;1;-;1;-;-;-;1;1;-;-;-;5
"170215 Araguanã";-;-;1;-;-;-;-;-;-;-;-;-;1
"170220 Araguatins";1;-;-;-;1;1;1;-;-;-;-;1;5
"170255 Augustinópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"170386 Cariri do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"170389 Carrasco Bonito";-;-;-;-;-;-;-;1;-;-;-;-;1
"170510 Chapada da Natividade";-;-;1;-;-;-;-;-;-;-;-;-;1
"170460 Chapada de Areia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";-;-;-;-;1;-;1;-;1;-;-;-;3
"171670 Colméia";-;-;-;2;-;1;-;-;-;-;-;-;3
"170600 Couto Magalhães";-;-;-;-;1;-;1;1;-;-;-;-;3
"170700 Dianópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"170740 Esperantina";-;-;-;-;-;-;-;-;-;-;1;-;1
"170820 Formoso do Araguaia";-;-;-;-;-;-;-;-;1;-;-;1;2
"170830 Goianorte";-;-;-;-;1;-;-;-;1;-;-;-;2
"170930 Guaraí";-;-;-;-;-;-;-;-;-;1;-;-;1
"170950 Gurupi";-;1;1;-;-;-;1;1;1;-;2;1;8
"171190 Lagoa da Confusão";-;-;-;-;1;-;-;-;-;-;-;-;1
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"171320 Miracema do Tocantins";-;-;-;-;-;-;1;1;-;-;-;-;2
"171330 Miranorte";-;1;-;-;-;-;-;-;-;-;-;1;2
"171420 Natividade";-;-;-;-;-;-;-;-;-;-;-;1;1
"171430 Nazaré";-;-;-;-;1;-;-;-;-;-;-;-;1
"171488 Nova Olinda";-;-;-;-;-;-;1;-;-;-;-;-;1
"171525 Novo Jardim";-;-;1;-;-;-;-;-;-;-;-;-;1
"172100 Palmas";1;-;-;-;2;-;1;-;2;1;1;1;9
"171610 Paraíso do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"171750 Pium";-;-;1;-;-;-;-;-;-;-;-;-;1
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;1;-;-;-;-;1
"171820 Porto Nacional";2;-;-;1;-;-;-;1;-;1;-;1;6
"171845 Pugmil";-;-;-;-;-;1;-;-;-;-;-;-;1
"171855 Riachinho";-;-;-;-;-;-;-;-;-;1;-;-;1
"172065 Silvanópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"172120 Tocantinópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"172130 Tupiratins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172210 Xambioá";-;-;-;-;-;-;-;-;-;1;-;-;1
"210005 Açailândia";1;-;1;-;1;-;-;-;-;-;2;-;5
"210060 Amarante do Maranhão";-;-;-;1;-;1;-;-;-;-;-;-;2
"210095 Arame";-;-;-;-;-;-;-;-;-;1;-;-;1
"210120 Bacabal";-;2;-;1;2;1;1;-;-;-;-;1;8
"210125 Bacabeira";1;-;-;-;-;-;-;-;-;-;-;-;1
"210140 Balsas";1;-;-;-;-;-;-;1;-;1;-;-;3
"210150 Barão de Grajaú";-;-;1;-;-;-;-;-;-;-;-;-;1
"210160 Barra do Corda";-;-;1;-;2;-;-;2;1;-;-;-;6
"210170 Barreirinhas";-;-;-;-;-;-;1;-;-;-;-;-;1
"210173 Belágua";-;-;-;-;-;-;-;-;-;-;-;1;1
"210193 Bernardo do Mearim";-;-;-;-;-;-;-;-;-;1;-;-;1
"210203 Bom Jesus das Selvas";-;-;-;-;-;-;-;1;-;-;-;-;1
"210207 Bom Lugar";-;-;-;-;-;-;1;-;-;-;-;-;1
"210230 Buriti Bravo";-;-;-;-;-;-;1;-;-;-;-;-;1
"210232 Buriticupu";-;-;-;-;-;-;-;-;-;-;-;1;1
"210270 Cantanhede";-;1;-;-;-;-;-;-;-;-;-;-;1
"210280 Carolina";-;-;-;-;-;-;1;-;-;-;-;-;1
"210300 Caxias";-;-;-;-;1;-;-;-;-;1;-;-;2
"210320 Chapadinha";-;1;-;-;-;-;-;-;-;-;-;1;2
"210330 Codó";-;-;-;-;-;-;-;-;1;1;-;-;2
"210340 Coelho Neto";-;-;-;-;-;-;-;1;-;-;1;-;2
"210350 Colinas";-;-;1;1;-;-;-;-;1;-;-;-;3
"210355 Conceição do Lago-Açu";-;-;-;-;-;-;-;-;-;-;1;1;2
"210360 Coroatá";-;-;-;-;-;-;1;1;-;-;-;-;2
"210380 Dom Pedro";-;-;-;-;-;-;-;-;1;-;-;-;1
"210390 Duque Bacelar";-;-;1;-;-;-;1;-;-;-;-;-;2
"210405 Estreito";-;-;1;-;-;-;1;-;-;-;-;-;2
"210460 Governador Eugênio Barros";-;-;-;-;1;-;-;-;-;-;-;-;1
"210480 Grajaú";-;-;-;-;-;-;-;-;-;-;-;1;1
"210520 Igarapé Grande";-;-;-;-;-;-;-;-;1;-;-;-;1
"210530 Imperatriz";-;-;-;1;-;3;3;-;2;1;-;2;12
"210540 Itapecuru Mirim";-;-;-;1;-;1;-;1;-;-;-;-;3
"210542 Itinga do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210560 Joselândia";-;-;-;-;-;1;1;-;-;-;-;-;2
"210570 Lago da Pedra";-;-;-;-;-;-;-;-;-;1;-;-;1
"210594 Lago dos Rodrigues";-;-;-;-;-;-;1;-;-;-;-;-;1
"210592 Lagoa do Mato";-;-;-;1;-;-;-;-;-;-;-;-;1
"210598 Lajeado Novo";-;-;-;-;-;-;-;-;-;-;-;1;1
"210670 Mirador";-;-;1;-;-;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";-;1;-;-;-;-;-;-;-;-;-;-;1
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;1;-;-;-;-;-;1
"210750 Paço do Lumiar";-;1;-;-;-;-;-;-;-;1;-;-;2
"210770 Paraibano";-;-;-;-;-;-;-;1;-;-;-;-;1
"210780 Parnarama";-;-;-;-;-;1;-;-;1;-;-;-;2
"210820 Pedreiras";1;-;-;-;-;-;-;-;1;-;-;-;2
"210830 Penalva";-;-;-;-;-;-;-;-;-;-;-;1;1
"210840 Peri Mirim";-;-;-;-;-;-;-;-;-;-;-;1;1
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;-;-;-;-;1;1
"210860 Pinheiro";-;-;-;1;-;-;1;-;1;2;-;-;5
"210880 Pirapemas";-;-;-;-;-;-;-;-;1;-;-;-;1
"210890 Poção de Pedras";-;-;-;-;-;-;-;-;-;-;-;1;1
"210910 Presidente Dutra";-;-;-;-;-;1;-;-;-;-;-;-;1
"210960 Rosário";-;-;-;-;-;-;-;-;-;1;-;-;1
"210990 Santa Inês";-;-;-;1;-;-;1;-;-;-;-;-;2
"211000 Santa Luzia";-;-;-;-;-;-;-;-;1;-;-;-;1
"211010 Santa Quitéria do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"211020 Santa Rita";-;-;-;-;-;1;-;-;-;-;-;-;1
"211085 São Francisco do Brejão";-;-;-;-;1;-;-;-;-;-;-;-;1
"211090 São Francisco do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"211120 São José de Ribamar";-;1;1;-;-;-;-;-;-;-;-;-;2
"211130 São Luís";2;7;4;1;2;2;2;2;2;1;3;2;30
"211150 São Mateus do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;1
"211176 Senador La Rocque";-;-;-;-;-;-;-;-;-;-;-;1;1
"211190 Sucupira do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";-;-;-;-;-;-;-;1;-;-;-;-;1
"211220 Timon";-;1;-;-;-;1;-;-;2;-;-;1;5
"211250 Tutóia";-;-;-;-;-;-;-;-;-;-;1;-;1
"211260 Urbano Santos";-;-;-;-;-;1;-;-;-;-;-;-;1
"211280 Viana";-;-;-;-;-;-;-;1;-;-;-;-;1
"211300 Vitorino Freire";1;-;-;-;-;-;-;-;-;-;-;-;1
"211400 Zé Doca";-;-;-;-;-;-;-;-;-;-;1;-;1
"220005 Acauã";-;-;-;-;-;-;-;-;-;1;-;-;1
"220020 Água Branca";1;-;-;-;-;-;-;-;-;-;-;-;1
"220030 Alto Longá";-;-;-;-;-;-;-;-;-;-;1;-;1
"220040 Altos";-;-;-;-;-;-;1;-;-;1;-;-;2
"220060 Angical do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220070 Anísio de Abreu";-;-;-;-;-;-;-;-;-;-;-;1;1
"220090 Aroazes";-;-;-;-;-;-;-;1;-;1;-;-;2
"220095 Aroeiras do Itaim";-;-;-;-;-;1;-;-;-;-;-;-;1
"220110 Avelino Lopes";-;-;1;-;1;-;-;-;-;-;-;-;2
"220120 Barras";-;-;1;-;-;-;-;1;-;-;-;1;3
"220140 Barro Duro";-;-;-;-;-;-;-;1;-;-;-;-;1
"220150 Batalha";-;-;-;-;-;1;-;-;1;-;-;-;2
"220160 Beneditinos";-;1;-;-;-;1;-;-;1;-;1;-;4
"220173 Betânia do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;-;-;-;-;-;-;-;-;2;-;-;2
"220202 Buriti dos Montes";-;-;-;-;-;-;-;1;-;-;-;-;1
"220205 Cabeceiras do Piauí";-;1;-;-;-;-;-;-;-;1;-;-;2
"220220 Campo Maior";-;1;-;-;-;-;-;-;-;-;-;-;1
"220230 Canto do Buriti";-;-;-;2;-;-;-;1;1;1;-;-;5
"220240 Capitão de Campos";-;1;-;-;-;-;-;-;-;-;-;-;1
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-;-;-;-;1;-;1
"220253 Caraúbas do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220260 Castelo do Piauí";-;-;-;-;1;-;-;-;-;-;-;1;2
"220270 Cocal";-;-;1;-;1;-;1;-;-;-;-;-;3
"220290 Corrente";-;-;1;-;-;-;1;-;-;-;-;-;2
"220310 Cristino Castro";1;-;-;1;-;-;-;-;-;-;-;-;2
"220320 Curimatá";-;-;-;-;-;1;-;-;-;-;-;-;1
"220330 Demerval Lobão";-;1;-;-;-;-;-;1;-;-;-;-;2
"220345 Dom Inocêncio";-;1;-;-;-;-;-;-;-;-;-;-;1
"220370 Esperantina";-;-;-;-;-;1;-;-;-;2;-;-;3
"220375 Fartura do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220430 Fronteiras";-;1;-;-;1;-;-;-;-;-;-;-;2
"220435 Geminiano";-;-;-;-;-;-;-;1;-;-;1;-;2
"220450 Guadalupe";-;1;-;-;-;-;-;-;-;-;-;-;1
"220455 Guaribas";-;-;-;-;-;-;-;1;-;-;-;-;1
"220470 Inhuma";-;-;-;-;-;2;-;-;-;2;-;-;4
"220480 Ipiranga do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220510 Itaueira";2;-;-;-;-;-;-;-;-;-;-;-;2
"220520 Jaicós";-;-;1;-;-;-;1;-;-;-;-;-;2
"220530 Jerumenha";-;-;1;-;-;-;-;-;-;-;-;-;1
"220540 Joaquim Pires";-;-;-;-;-;-;-;1;-;-;-;-;1
"220550 José de Freitas";1;-;-;-;-;-;-;-;1;-;-;-;2
"220556 Lagoa do Barro do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220560 Landri Sales";-;-;-;-;-;-;-;-;-;-;-;1;1
"220580 Luzilândia";-;-;-;-;-;-;-;-;-;-;-;1;1
"220585 Madeiro";-;-;-;-;-;-;-;-;1;-;-;-;1
"220610 Matias Olímpio";-;-;-;1;-;-;-;-;-;-;-;-;1
"220620 Miguel Alves";-;-;-;-;1;-;-;-;-;-;-;-;1
"220635 Milton Brandão";1;-;-;-;-;-;-;-;-;-;-;-;1
"220650 Monsenhor Hipólito";-;-;-;-;-;-;-;1;-;-;-;-;1
"220660 Monte Alegre do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220672 Nazária";-;-;-;-;-;-;-;-;-;1;-;-;1
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;-;1;-;-;1
"220695 Novo Santo Antônio";-;-;-;1;-;-;-;-;-;-;-;-;1
"220700 Oeiras";-;1;-;-;1;-;4;-;-;-;1;-;7
"220730 Paes Landim";-;-;-;-;1;-;-;-;-;-;-;-;1
"220735 Pajeú do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220750 Palmeirais";-;-;-;1;-;-;-;-;-;-;-;-;1
"220770 Parnaíba";-;-;-;-;1;1;-;3;-;1;-;-;6
"220775 Passagem Franca do Piauí";-;1;1;-;-;-;-;-;-;-;-;-;2
"220777 Patos do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220780 Paulistana";-;-;-;1;-;-;-;-;-;-;-;-;1
"220790 Pedro II";-;-;-;-;-;-;1;1;-;-;-;-;2
"220800 Picos";-;1;1;1;-;1;1;1;-;2;1;-;9
"220810 Pimenteiras";-;-;-;-;-;-;-;-;-;-;-;1;1
"220820 Pio IX";-;1;1;-;-;-;1;-;-;-;-;-;3
"220840 Piripiri";-;-;-;-;1;-;1;-;-;1;-;1;4
"220850 Porto";-;-;-;1;-;-;-;-;-;-;-;-;1
"220860 Prata do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220865 Queimada Nova";-;-;-;-;-;-;-;-;-;-;-;1;1
"220870 Redenção do Gurguéia";-;-;-;-;1;-;-;-;1;-;-;-;2
"220880 Regeneração";-;-;-;-;-;1;-;-;-;-;-;-;1
"220885 Riacho Frio";-;-;-;-;-;-;1;-;-;-;-;-;1
"220890 Ribeiro Gonçalves";-;-;-;-;-;-;-;-;1;-;-;-;1
"220900 Rio Grande do Piauí";-;-;-;-;-;-;-;-;-;1;-;1;2
"220910 Santa Cruz do Piauí";1;-;-;1;-;-;-;-;-;-;-;-;2
"220920 Santa Filomena";-;-;-;-;-;-;-;-;-;1;-;-;1
"220935 Santana do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220940 Santo Antônio de Lisboa";-;-;-;-;-;1;-;-;-;-;-;-;1
"220950 Santo Inácio do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220970 São Francisco do Piauí";-;-;-;-;-;-;2;-;-;-;-;-;2
"220975 São Gonçalo do Gurguéia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220980 São Gonçalo do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220990 São João da Serra";-;-;-;1;-;-;-;-;-;-;-;-;1
"220995 São João da Varjota";-;-;-;-;-;-;-;1;-;-;-;-;1
"221020 São José do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"221030 São Julião";-;-;-;1;-;-;-;-;-;-;-;-;1
"221040 São Miguel do Tapuio";-;1;-;-;-;-;-;-;1;-;-;-;2
"221060 São Raimundo Nonato";-;-;-;1;-;-;-;-;-;1;-;-;2
"221070 Simões";-;-;-;-;-;-;-;-;1;-;-;-;1
"221080 Simplício Mendes";-;-;1;-;-;-;-;-;-;-;-;-;1
"221100 Teresina";4;3;1;2;2;5;4;8;2;4;4;5;44
"221110 União";-;-;-;-;-;-;-;1;1;-;-;-;2
"221120 Uruçuí";-;1;-;-;-;1;-;-;-;-;1;-;3
"221130 Valença do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"221135 Várzea Branca";-;-;-;-;-;-;-;-;-;-;1;-;1
"221140 Várzea Grande";-;1;-;-;-;-;-;-;-;-;-;-;1
"221170 Wall Ferraz";1;-;-;-;-;-;-;-;-;-;-;-;1
"230015 Acarape";-;-;-;-;-;1;-;-;-;-;-;-;1
"230020 Acaraú";1;-;-;2;1;1;-;1;-;-;-;-;6
"230030 Acopiara";-;-;-;1;-;1;-;-;-;1;1;-;4
"230050 Alcântaras";-;-;-;-;-;-;-;-;1;-;-;1;2
"230060 Altaneira";-;-;-;-;-;-;-;-;-;-;1;-;1
"230100 Aquiraz";1;-;1;-;1;1;1;-;-;1;-;-;6
"230110 Aracati";1;1;-;-;-;-;-;1;-;-;1;-;4
"230120 Aracoiaba";-;-;-;-;-;-;-;-;1;-;-;-;1
"230125 Ararendá";-;-;1;-;-;-;1;-;-;-;-;-;2
"230130 Araripe";-;-;-;-;1;-;-;-;1;-;-;-;2
"230140 Aratuba";-;-;1;-;2;-;-;-;-;-;-;-;3
"230150 Arneiroz";-;-;-;-;-;-;-;1;-;-;-;-;1
"230170 Aurora";2;-;-;1;-;-;-;-;-;-;-;1;4
"230185 Banabuiú";-;-;-;-;-;-;-;-;1;-;-;-;1
