"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"221060 São Raimundo Nonato";-;-;-;-;1;-;-;-;-;-;-;-;1
"221062 Sebastião Barros";-;-;1;-;1;-;-;-;-;-;-;-;2
"221065 Sigefredo Pacheco";-;-;-;-;-;-;-;1;-;1;-;-;2
"221070 Simões";-;-;-;-;-;1;-;-;-;-;1;-;2
"221090 Socorro do Piauí";-;-;-;1;-;-;-;-;1;-;-;-;2
"221095 Tamboril do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"221100 Teresina";2;2;11;1;2;6;-;2;6;3;6;5;46
"221110 União";-;-;-;-;-;-;-;-;-;-;-;2;2
"221130 Valença do Piauí";-;-;1;-;-;-;-;-;-;-;1;-;2
"221160 Vila Nova do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"230015 Acarape";-;1;-;-;-;-;-;-;-;-;-;-;1
"230020 Acaraú";-;-;1;1;-;-;-;-;-;-;-;-;2
"230030 Acopiara";-;-;1;-;-;-;-;1;-;-;-;-;2
"230040 Aiuaba";-;-;-;-;-;1;-;1;-;-;-;-;2
"230060 Altaneira";-;-;-;-;-;-;-;-;-;1;-;-;1
"230075 Amontada";-;-;-;-;-;-;-;1;-;-;-;-;1
"230100 Aquiraz";1;1;-;-;-;-;-;-;-;-;-;-;2
"230110 Aracati";-;1;-;1;1;-;-;2;2;-;1;-;8
"230120 Aracoiaba";-;-;-;-;-;-;-;-;-;-;1;-;1
"230130 Araripe";-;-;-;-;-;-;-;1;-;-;-;-;1
"230160 Assaré";-;-;-;-;-;-;-;-;1;-;1;-;2
"230170 Aurora";-;-;1;-;-;-;-;-;-;-;-;-;1
"230190 Barbalha";-;-;-;-;-;-;-;-;1;-;-;-;1
"230195 Barreira";-;-;-;-;-;1;-;-;-;1;-;-;2
"230210 Baturité";-;-;-;-;-;-;-;-;-;1;2;-;3
"230220 Beberibe";-;-;-;-;-;-;-;-;1;1;-;1;3
"230240 Boa Viagem";-;2;1;-;1;-;1;-;-;-;-;-;5
"230250 Brejo Santo";1;-;-;-;-;1;1;-;-;-;-;-;3
"230260 Camocim";-;-;-;-;2;-;3;-;-;-;-;-;5
"230270 Campos Sales";-;-;-;-;-;-;1;-;-;-;-;-;1
"230280 Canindé";-;1;1;-;-;-;-;-;-;2;-;2;6
"230300 Caridade";-;-;-;-;-;-;1;-;-;-;-;-;1
"230320 Caririaçu";1;1;1;-;-;-;-;-;-;-;1;-;4
"230330 Cariús";-;-;-;1;-;-;-;-;-;-;-;2;3
"230340 Carnaubal";-;-;2;-;1;-;-;-;-;1;-;-;4
"230350 Cascavel";-;-;-;1;-;1;-;-;-;-;-;-;2
"230360 Catarina";-;-;-;1;-;1;-;-;-;-;1;-;3
"230365 Catunda";-;-;-;-;-;-;-;-;1;-;-;-;1
"230370 Caucaia";2;1;-;1;2;-;2;-;3;-;1;1;13
"230393 Choró";-;-;-;-;-;-;1;-;-;-;-;-;1
"230395 Chorozinho";-;-;-;-;-;-;-;1;-;-;-;-;1
"230400 Coreaú";-;-;-;-;1;-;-;-;1;-;-;-;2
"230410 Crateús";-;-;-;1;-;-;-;2;2;1;-;1;7
"230420 Crato";-;1;-;1;1;3;-;-;1;-;1;2;10
"230423 Croatá";-;1;-;-;-;-;-;-;-;-;-;-;1
"230425 Cruz";-;-;-;-;-;-;-;1;1;1;1;-;4
"230430 Farias Brito";-;-;-;-;-;-;1;-;-;-;-;-;1
"230435 Forquilha";-;-;-;-;-;-;-;-;-;-;1;-;1
"230440 Fortaleza";13;12;5;12;8;11;12;7;9;10;8;6;113
"230465 Graça";-;-;-;-;-;-;1;-;-;-;-;-;1
"230470 Granja";-;-;-;-;1;-;-;1;-;-;-;-;2
"230480 Granjeiro";-;-;-;-;-;-;-;-;1;-;-;-;1
"230495 Guaiúba";-;-;-;-;-;-;-;1;-;2;-;-;3
"230500 Guaraciaba do Norte";1;-;-;-;-;-;1;-;2;-;-;-;4
"230523 Horizonte";-;-;-;1;-;-;-;-;-;-;1;-;2
"230530 Ibiapina";-;1;-;-;-;-;-;2;-;1;-;-;4
"230533 Ibicuitinga";-;-;-;-;-;-;-;-;-;1;-;-;1
"230540 Icó";1;-;-;1;1;-;-;-;-;-;-;-;3
"230550 Iguatu";2;1;-;-;-;3;-;-;1;1;-;-;8
"230560 Independência";-;-;-;1;-;-;2;-;-;1;-;-;4
"230565 Ipaporanga";1;1;-;-;-;-;-;-;-;-;-;-;2
"230570 Ipaumirim";-;-;1;-;-;-;-;-;-;-;-;-;1
"230580 Ipu";-;-;1;-;-;-;1;-;-;-;-;-;2
"230590 Ipueiras";-;-;-;-;2;-;-;1;-;-;-;-;3
"230600 Iracema";-;-;-;-;-;-;-;-;-;1;-;-;1
"230610 Irauçuba";-;-;-;-;1;-;-;-;-;-;1;1;3
"230625 Itaitinga";-;-;2;-;-;-;-;-;-;-;-;-;2
"230630 Itapagé";-;1;1;-;1;-;-;1;-;-;-;1;5
"230640 Itapipoca";-;-;-;1;1;-;-;-;-;-;-;-;2
"230650 Itapiúna";-;-;-;-;-;1;-;-;-;-;-;-;1
"230655 Itarema";1;-;-;-;-;-;-;-;-;-;-;-;1
"230660 Itatira";-;-;-;-;-;1;-;1;1;-;-;-;3
"230670 Jaguaretama";-;-;-;-;-;-;1;-;-;-;-;-;1
"230690 Jaguaribe";-;-;-;1;-;-;-;-;-;-;-;-;1
"230700 Jaguaruana";-;-;1;-;-;-;-;-;-;1;-;-;2
"230710 Jardim";-;-;-;-;-;-;-;-;-;1;-;-;1
"230725 Jijoca de Jericoacoara";1;1;-;-;-;2;-;-;-;-;-;-;4
"230730 Juazeiro do Norte";-;-;-;-;1;1;-;-;1;1;-;-;4
"230760 Limoeiro do Norte";-;2;-;-;-;-;1;2;-;-;-;-;5
"230765 Maracanaú";2;2;-;-;-;-;-;1;1;2;1;-;9
"230770 Maranguape";-;1;-;-;-;1;-;-;-;-;2;-;4
"230780 Marco";-;-;-;1;-;-;-;1;-;-;-;-;2
"230800 Massapê";-;-;-;-;-;-;-;-;1;-;-;-;1
"230810 Mauriti";-;-;-;-;-;-;-;1;1;-;-;-;2
"230830 Milagres";-;1;-;-;-;-;-;-;-;-;-;1;2
"230835 Milhã";1;-;-;-;-;-;-;-;-;-;-;-;1
"230837 Miraíma";-;-;-;-;1;-;-;-;-;-;-;-;1
"230850 Mombaça";-;-;-;1;-;-;-;-;-;-;1;-;2
"230860 Monsenhor Tabosa";-;-;-;-;-;-;-;-;-;-;-;1;1
"230870 Morada Nova";-;-;-;1;-;-;1;-;-;1;-;1;4
"230890 Morrinhos";-;1;-;-;-;-;-;-;-;-;-;-;1
"230900 Mucambo";-;-;-;-;-;-;1;-;-;-;-;-;1
"230910 Mulungu";-;-;-;-;-;-;-;-;-;1;-;-;1
"230920 Nova Olinda";1;-;-;-;-;-;-;-;-;-;-;-;1
"230930 Nova Russas";-;-;2;-;2;1;-;-;-;1;-;1;7
"230940 Novo Oriente";-;-;-;-;1;-;-;-;-;-;-;1;2
"230945 Ocara";1;-;-;-;-;-;-;-;-;-;-;-;1
"230950 Orós";-;-;-;-;1;1;-;-;1;-;-;-;3
"230960 Pacajus";-;-;1;-;-;-;-;-;-;-;-;-;1
"230970 Pacatuba";-;1;2;-;-;-;-;-;-;1;-;-;4
"230980 Pacoti";1;-;-;-;-;-;-;-;-;-;-;-;1
"231010 Palmácia";-;-;1;-;-;-;-;-;-;-;-;1;2
"231020 Paracuru";1;-;1;1;-;-;1;-;1;-;-;-;5
"231025 Paraipaba";-;-;-;-;-;-;-;-;-;1;-;-;1
"231030 Parambu";1;1;-;-;-;-;-;1;-;-;-;-;3
"231050 Pedra Branca";1;3;-;-;1;-;-;1;-;1;-;1;8
"231070 Pentecoste";-;-;-;-;-;-;-;-;-;-;1;-;1
"231080 Pereiro";-;-;-;-;-;1;-;-;-;-;-;-;1
"231095 Pires Ferreira";-;-;1;-;-;-;-;-;-;-;-;-;1
"231100 Poranga";-;-;-;-;-;-;2;-;-;-;1;1;4
"231120 Potengi";-;-;-;-;1;-;-;-;-;-;-;-;1
"231123 Potiretama";-;-;-;-;-;-;-;-;-;-;1;-;1
"231130 Quixadá";1;1;-;1;-;-;1;1;2;1;-;1;9
"231135 Quixelô";-;-;-;1;-;-;-;-;-;-;1;-;2
"231140 Quixeramobim";1;-;-;-;1;-;-;3;2;1;-;-;8
"231160 Redenção";1;-;-;-;-;-;-;1;-;1;-;-;3
"231170 Reriutaba";-;-;-;-;-;2;1;-;-;-;-;-;3
"231180 Russas";-;-;1;2;-;-;1;-;-;3;-;-;7
"231220 Santa Quitéria";-;-;-;-;1;-;-;1;1;-;-;-;3
"231200 Santana do Acaraú";-;-;-;-;-;-;-;-;-;1;-;1;2
"231210 Santana do Cariri";-;-;-;-;-;1;-;-;-;1;-;-;2
"231230 São Benedito";1;-;-;1;1;2;1;3;-;-;-;-;9
"231240 São Gonçalo do Amarante";-;-;-;-;-;-;-;-;-;-;2;-;2
"231260 São Luís do Curu";-;-;-;-;-;-;-;1;-;-;-;-;1
"231270 Senador Pompeu";-;1;-;-;-;-;-;1;-;-;-;-;2
"231290 Sobral";1;1;-;-;-;2;-;2;1;1;3;2;13
"231310 Tabuleiro do Norte";-;-;-;-;-;1;-;-;1;-;-;-;2
"231320 Tamboril";-;-;-;-;-;-;-;-;-;-;-;1;1
"231330 Tauá";1;1;1;-;-;-;1;-;-;3;-;1;8
"231335 Tejuçuoca";-;-;-;-;1;-;-;-;-;-;-;-;1
"231340 Tianguá";-;1;-;2;-;-;2;-;-;-;-;-;5
"231350 Trairi";1;-;-;-;1;-;-;-;-;2;-;-;4
"231355 Tururu";-;-;-;-;-;-;-;-;-;1;-;-;1
"231360 Ubajara";-;-;-;-;1;-;1;-;1;-;-;-;3
"231370 Umari";-;-;-;-;-;-;-;1;-;-;-;-;1
"231380 Uruburetama";-;-;-;-;-;-;1;1;-;-;-;1;3
"231395 Varjota";-;-;1;-;-;-;-;-;-;-;-;-;1
"231400 Várzea Alegre";-;-;-;-;-;-;-;-;1;1;-;-;2
"231410 Viçosa do Ceará";1;-;2;-;1;-;1;-;2;-;1;-;8
"240010 Acari";-;-;-;-;-;-;-;-;-;-;-;1;1
"240020 Açu";-;-;-;-;-;-;1;1;-;-;-;-;2
"240050 Alexandria";-;1;-;-;-;-;-;-;-;-;-;-;1
"240100 Apodi";1;-;1;-;1;-;-;-;-;-;-;-;3
"240110 Areia Branca";-;-;-;-;-;1;-;-;-;-;1;-;2
"240145 Baraúna";-;-;-;-;1;-;-;-;-;-;-;-;1
"240150 Barcelona";-;-;-;-;-;-;-;1;-;-;-;-;1
"240200 Caicó";1;1;-;-;-;1;-;2;-;-;-;-;5
"240220 Canguaretama";-;-;-;-;-;-;-;-;-;-;-;1;1
"240230 Caraúbas";-;-;-;-;1;-;-;-;-;-;-;-;1
"240240 Carnaúba dos Dantas";-;-;-;-;-;-;-;1;-;-;-;-;1
"240250 Carnaubais";-;-;-;1;-;-;-;-;-;-;-;-;1
"240300 Cruzeta";-;-;-;-;-;1;-;-;-;-;-;-;1
"240310 Currais Novos";-;-;2;-;-;-;-;1;-;-;-;1;4
"240340 Equador";-;-;-;1;-;-;-;-;-;-;-;-;1
"240360 Extremoz";-;-;-;1;-;-;-;-;-;-;-;-;1
"240380 Florânia";-;-;-;1;-;-;1;1;-;-;-;-;3
"240430 Governador Dix-Sept Rosado";-;-;-;-;-;1;-;-;-;-;-;-;1
"240450 Guamaré";-;-;-;-;-;1;1;-;-;-;-;-;2
"240460 Ielmo Marinho";-;1;-;-;-;-;-;-;-;-;-;-;1
"240520 Janduís";-;1;-;-;-;-;-;-;-;-;-;-;1
"240560 Jardim de Piranhas";-;-;-;1;-;-;-;-;2;-;-;-;3
"240580 João Câmara";-;1;-;-;1;-;-;-;-;-;-;-;2
"240610 Jucurutu";-;-;-;-;-;-;-;1;-;-;-;-;1
"240670 Lajes";-;-;-;-;-;-;-;-;1;-;-;-;1
"240710 Macaíba";-;-;-;-;-;-;-;-;-;1;-;-;1
"240720 Macau";-;-;-;-;-;-;-;1;-;-;-;-;1
"240725 Major Sales";-;-;-;1;-;-;-;-;-;-;-;-;1
"240780 Monte Alegre";-;-;1;-;-;-;-;-;-;-;-;-;1
"240800 Mossoró";1;-;-;1;1;1;1;4;2;2;1;1;15
"240810 Natal";5;1;3;1;3;1;2;3;-;4;4;3;30
"240820 Nísia Floresta";-;-;-;-;-;-;-;-;1;-;-;-;1
"240850 Ouro Branco";1;-;-;-;1;-;-;1;-;-;-;-;3
"240870 Paraú";-;-;-;-;1;-;-;-;-;-;-;-;1
"240890 Parelhas";-;-;-;1;-;-;-;-;-;-;-;-;1
"240325 Parnamirim";-;-;-;-;-;-;-;1;-;1;-;-;2
"240940 Pau dos Ferros";-;-;-;-;-;-;-;-;-;2;1;1;4
"241000 Pilões";-;-;-;-;-;1;-;-;-;-;-;-;1
"241020 Portalegre";-;-;-;-;-;-;-;-;-;-;1;-;1
"241080 Riacho de Santana";-;-;-;-;-;-;1;-;-;-;-;-;1
"240895 Rio do Fogo";-;-;1;-;-;-;-;-;-;-;-;-;1
"241100 Rodolfo Fernandes";-;-;-;-;1;1;-;-;-;-;-;-;2
"241120 Santa Cruz";-;1;1;-;-;1;-;-;-;-;-;-;3
"241180 São Fernando";-;-;-;-;-;1;-;-;-;-;-;-;1
"241200 São Gonçalo do Amarante";-;-;1;-;-;-;-;-;-;-;-;-;1
"241220 São José de Mipibu";-;-;-;-;-;-;1;-;-;-;-;-;1
"241230 São José do Campestre";1;-;-;-;-;-;1;-;-;-;1;-;3
"241250 São Miguel";-;-;-;2;-;-;-;-;-;-;1;1;4
"241290 São Tomé";-;-;1;-;-;-;-;-;-;-;-;-;1
"241300 São Vicente";-;-;-;-;-;-;-;-;-;1;-;-;1
"241030 Serra Caiada";-;-;-;1;-;-;-;-;-;-;-;-;1
"241335 Serra do Mel";-;-;1;-;-;-;-;-;-;-;-;-;1
"241355 Serrinha dos Pintos";-;-;-;-;-;-;-;-;-;-;-;1;1
"241360 Severiano Melo";-;-;-;1;-;-;-;-;-;-;-;-;1
"241400 Tangará";-;-;-;-;1;-;-;-;-;-;-;-;1
"241410 Tenente Ananias";-;-;-;-;-;-;-;-;-;1;-;-;1
"241105 Tibau";-;-;-;-;-;-;-;-;1;-;-;-;1
"241450 Umarizal";1;-;-;-;1;-;-;-;-;-;-;-;2
"241460 Upanema";-;-;-;-;-;-;-;-;-;1;1;1;3
"241480 Vera Cruz";-;-;-;-;-;-;-;1;-;-;-;-;1
"250020 Aguiar";-;-;-;-;-;-;-;-;-;-;1;-;1
"250030 Alagoa Grande";-;-;-;-;-;-;-;-;-;1;-;-;1
"250040 Alagoa Nova";-;-;-;-;1;-;-;-;-;-;-;-;1
"250077 Aparecida";-;-;-;-;-;-;1;-;-;-;-;-;1
"250090 Arara";-;-;-;-;-;-;-;-;1;-;-;-;1
"250110 Areia";-;-;-;-;-;-;-;-;-;-;-;1;1
"250120 Areial";-;-;-;-;-;1;-;-;-;-;-;-;1
"250160 Barra de Santa Rosa";-;-;-;-;-;1;-;-;-;-;-;-;1
"250170 Barra de São Miguel";-;-;-;-;-;-;-;-;1;-;-;-;1
"250180 Bayeux";1;-;-;-;-;-;-;1;-;-;-;-;2
"250190 Belém";-;-;1;-;-;-;-;-;-;-;1;-;2
"250215 Boa Vista";-;-;-;-;-;-;-;1;-;-;-;-;1
"250240 Bonito de Santa Fé";-;-;1;-;1;-;-;-;-;-;-;-;2
"250250 Boqueirão";-;-;-;-;-;1;-;-;-;-;-;-;1
"250280 Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;1;-;1
"250320 Cabedelo";-;1;-;-;1;-;-;-;-;-;-;-;2
"250350 Cacimba de Dentro";-;-;-;-;-;-;-;1;-;-;-;-;1
"250370 Cajazeiras";-;-;1;-;1;2;-;-;-;-;-;1;5
"250390 Camalaú";-;-;-;-;-;-;-;-;-;1;-;-;1
"250400 Campina Grande";1;1;5;1;1;-;-;-;2;1;1;-;13
"250403 Capim";-;-;1;-;-;-;-;-;-;-;-;-;1
"250420 Catingueira";-;1;-;-;-;-;-;-;-;-;-;1;2
"250430 Catolé do Rocha";-;-;1;-;-;1;-;-;-;-;-;-;2
"250440 Conceição";-;-;-;1;-;-;-;-;-;-;-;-;1
"250460 Conde";-;1;-;-;1;-;1;-;-;-;-;-;3
"250480 Coremas";-;-;-;-;-;-;-;-;-;-;-;1;1
"250490 Cruz do Espírito Santo";-;-;-;-;-;-;-;-;-;1;-;-;1
"250540 Desterro";1;-;-;-;-;-;-;-;-;-;-;-;1
"250590 Emas";-;-;-;-;-;-;-;1;-;-;-;-;1
"250600 Esperança";-;-;-;-;-;-;-;-;-;1;1;-;2
"250630 Guarabira";-;-;-;-;-;-;-;-;-;-;1;-;1
"250260 Igaracy";-;-;-;-;-;-;-;-;-;-;1;-;1
"250690 Itabaiana";-;-;1;-;-;-;-;-;-;-;-;-;1
"250710 Itapororoca";-;-;1;-;-;-;-;-;-;-;-;-;1
"250720 Itatuba";-;-;-;1;-;-;-;-;-;-;-;-;1
"250750 João Pessoa";1;2;1;4;1;-;5;2;1;-;3;3;23
"250760 Juarez Távora";-;-;-;-;-;-;-;-;-;-;-;1;1
"250790 Juripiranga";-;-;-;1;-;-;-;-;-;-;-;-;1
"250830 Lagoa Seca";-;-;-;-;-;-;-;-;1;-;-;-;1
"250860 Lucena";-;-;-;-;-;-;-;-;1;-;-;-;1
"250890 Mamanguape";-;1;-;-;-;-;-;1;-;-;-;-;2
"250915 Marizópolis";-;-;-;-;-;-;-;1;-;-;-;-;1
"250930 Mataraca";1;-;-;-;-;-;-;-;-;-;-;-;1
"250940 Mogeiro";-;-;-;-;-;-;-;-;1;-;-;-;1
"250970 Monteiro";-;-;-;-;-;-;-;1;-;-;-;-;1
"250980 Mulungu";-;-;1;-;-;-;-;-;-;-;-;-;1
"250990 Natuba";-;-;-;-;1;-;-;-;1;-;-;-;2
"251010 Nova Floresta";-;1;-;-;-;-;1;-;-;-;-;-;2
"251040 Olho d'Água";-;-;-;-;-;-;-;-;-;1;-;1;2
"251060 Ouro Velho";-;1;-;-;-;-;-;-;-;-;-;-;1
"251080 Patos";1;1;1;-;-;1;1;3;1;1;-;-;10
"251120 Pedras de Fogo";-;-;-;2;-;-;-;2;-;-;-;-;4
"251150 Pilar";-;-;-;1;1;-;1;-;-;-;-;-;3
"251160 Pilões";-;-;-;-;-;-;-;-;-;-;1;-;1
"251180 Pirpirituba";-;-;-;1;-;-;-;-;-;-;-;-;1
"251190 Pitimbu";-;-;-;-;-;-;-;1;-;-;-;-;1
"251200 Pocinhos";-;-;-;1;1;-;1;-;-;-;-;-;3
"251220 Prata";-;-;-;-;-;-;1;-;-;-;-;-;1
"251240 Puxinanã";-;-;-;-;-;-;-;-;-;-;-;1;1
"251250 Queimadas";-;-;-;-;-;-;-;-;1;-;-;1;2
"251270 Remígio";-;-;1;-;-;-;-;-;-;-;-;-;1
"251276 Riachão do Poço";-;-;1;-;-;-;-;-;-;-;-;-;1
"251310 Salgado de São Félix";-;-;-;-;-;-;-;-;-;-;-;1;1
"251370 Santa Rita";-;-;1;-;-;-;-;-;-;-;-;-;1
"251390 São Bento";-;-;-;-;-;-;-;-;-;1;-;1;2
"250070 São João do Rio do Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"251450 São José de Piranhas";-;-;-;-;-;-;-;1;-;1;-;-;2
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;1;-;-;-;-;-;1
"251530 Sapé";-;-;3;-;-;-;1;-;-;-;1;-;5
"251550 Serra Branca";-;1;-;-;-;-;-;-;-;-;-;-;1
"251600 Solânea";1;-;1;-;-;-;-;-;-;-;-;-;2
"251610 Soledade";-;-;1;-;-;-;-;-;-;-;1;1;3
"251620 Sousa";-;-;-;-;-;-;-;-;-;1;-;1;2
"251640 Tacima";-;-;1;-;-;-;-;-;-;-;-;-;1
"251650 Taperoá";-;-;1;-;-;-;-;-;-;-;-;-;1
"251660 Tavares";1;-;-;-;-;1;-;-;-;-;-;-;2
"251700 Umbuzeiro";-;-;-;-;-;-;-;-;-;-;-;1;1
"251710 Várzea";-;-;-;-;1;-;-;-;-;-;1;-;2
"260010 Afogados da Ingazeira";-;-;-;-;1;1;-;-;-;-;-;-;2
"260020 Afrânio";-;-;-;-;-;-;-;-;-;-;-;1;1
"260050 Águas Belas";1;-;-;-;-;-;-;-;-;-;-;-;1
"260070 Aliança";1;-;1;-;-;-;1;-;-;-;-;-;3
"260080 Altinho";-;1;-;1;-;-;-;-;-;-;-;-;2
"260090 Amaraji";-;-;-;-;-;-;1;-;1;-;1;1;4
"260110 Araripina";-;-;-;-;-;-;-;-;1;-;-;1;2
"260120 Arcoverde";-;-;1;-;-;-;-;-;-;-;-;-;1
"260140 Barreiros";-;1;-;-;-;-;-;-;-;-;-;1;2
"260150 Belém de Maria";-;-;-;-;1;1;-;-;-;-;-;-;2
"260160 Belém do São Francisco";-;-;-;-;-;-;-;-;-;1;-;-;1
"260190 Bezerros";-;-;-;2;-;-;1;-;-;1;-;-;4
"260200 Bodocó";-;-;-;-;-;-;-;1;-;-;-;-;1
"260210 Bom Conselho";-;-;-;-;2;-;-;-;1;-;-;-;3
"260230 Bonito";-;-;-;-;-;-;1;-;-;-;-;-;1
"260240 Brejão";-;-;-;-;-;-;-;-;1;-;-;-;1
"260250 Brejinho";-;-;-;-;-;-;1;-;-;1;-;-;2
"260260 Brejo da Madre de Deus";-;-;1;-;-;-;-;-;-;-;-;-;1
"260270 Buenos Aires";-;-;-;-;1;-;-;-;-;-;-;-;1
"260280 Buíque";1;-;-;-;-;-;-;1;-;-;-;-;2
"260290 Cabo de Santo Agostinho";-;-;-;-;1;-;-;-;1;-;1;2;5
"260300 Cabrobó";-;-;-;-;-;1;-;-;-;-;-;-;1
"260310 Cachoeirinha";-;-;-;-;-;2;-;-;-;-;-;1;3
"260320 Caetés";-;-;1;-;-;-;-;-;-;-;-;-;1
"260345 Camaragibe";-;-;-;1;1;-;-;-;1;-;-;1;4
"260370 Canhotinho";-;-;-;-;-;-;-;1;-;-;-;-;1
"260380 Capoeiras";-;-;-;-;-;-;-;1;-;1;-;1;3
"260392 Carnaubeira da Penha";-;-;-;-;-;-;-;-;-;1;-;-;1
"260410 Caruaru";-;1;-;1;3;2;-;1;1;2;3;-;14
"260415 Casinhas";-;-;-;-;-;-;-;-;-;1;-;-;1
"260420 Catende";-;-;-;-;-;-;-;-;-;1;-;-;1
"260450 Chã Grande";1;1;-;-;-;-;-;1;-;-;-;-;3
"260470 Correntes";-;-;-;-;-;-;-;-;-;1;-;-;1
"260490 Cumaru";-;-;-;1;-;-;1;-;-;-;-;-;2
"260500 Cupira";-;-;-;-;-;-;-;-;-;1;-;-;1
"260510 Custódia";-;-;-;1;-;-;-;1;-;-;-;-;2
"260520 Escada";-;-;-;-;-;-;1;1;-;-;-;-;2
"260540 Feira Nova";-;-;-;-;1;-;-;-;-;-;-;-;1
"260560 Flores";-;-;-;-;-;-;-;-;1;1;-;-;2
"260570 Floresta";-;-;-;-;-;-;-;1;1;-;-;-;2
"260600 Garanhuns";2;-;1;-;-;-;-;-;1;-;-;-;4
"260610 Glória do Goitá";-;-;-;-;-;1;-;-;1;-;-;-;2
"260620 Goiana";-;1;-;-;-;-;-;1;-;-;-;-;2
"260630 Granito";-;-;-;-;-;-;-;-;-;1;-;-;1
"260640 Gravatá";-;-;1;-;-;-;-;-;-;-;1;-;2
"260650 Iati";-;-;-;-;-;-;-;-;1;-;-;-;1
"260660 Ibimirim";-;-;-;1;-;-;1;-;-;1;-;-;3
"260680 Igarassu";-;-;-;-;-;-;-;-;-;-;1;-;1
"260760 Ilha de Itamaracá";-;-;-;-;-;-;1;-;-;-;-;-;1
"260720 Ipojuca";-;1;-;-;-;-;1;-;-;-;-;-;2
"260730 Ipubi";-;-;-;-;-;-;1;-;-;-;-;1;2
"260765 Itambé";-;-;-;-;-;-;-;-;-;-;-;1;1
"260790 Jaboatão dos Guararapes";1;1;1;-;-;1;-;1;2;2;2;-;11
"260800 Jataúba";-;-;-;-;-;-;-;-;-;-;-;1;1
"260810 João Alfredo";-;-;-;-;-;-;-;1;-;-;-;1;2
"260860 Lagoa do Ouro";-;-;-;-;-;-;-;-;-;-;-;1;1
"260875 Lagoa Grande";-;-;-;-;-;-;-;-;-;-;-;1;1
"260880 Lajedo";-;-;-;-;-;-;-;-;1;-;-;-;1
"260890 Limoeiro";-;-;-;-;-;-;-;-;-;-;1;-;1
"260900 Macaparana";-;-;-;1;1;-;-;-;-;1;-;-;3
"260910 Machados";-;-;-;1;-;-;-;-;-;-;-;-;1
"260915 Manari";-;-;-;-;-;-;-;-;1;-;-;-;1
"260940 Moreno";-;-;-;-;-;-;-;-;1;-;-;-;1
"260950 Nazaré da Mata";1;-;-;-;-;-;-;-;-;-;-;1;2
"260960 Olinda";-;2;3;1;1;2;-;1;2;2;3;1;18
"260970 Orobó";-;-;-;1;-;-;-;-;-;-;1;-;2
"260990 Ouricuri";2;-;-;-;-;-;-;-;-;-;1;-;3
"261000 Palmares";-;-;-;-;-;-;-;-;-;1;-;-;1
"261040 Parnamirim";-;-;1;-;1;-;-;1;-;-;1;-;4
"261070 Paulista";-;1;-;-;1;-;-;-;1;-;-;-;3
"261090 Pesqueira";1;-;1;-;-;1;-;-;-;-;-;1;4
"261100 Petrolândia";2;-;-;-;-;-;-;-;-;-;-;1;3
"261110 Petrolina";2;-;-;-;-;1;2;1;1;1;1;3;12
"261150 Quipapá";1;-;1;-;-;-;-;-;-;-;-;-;2
"261160 Recife";-;7;5;3;2;3;-;3;3;5;2;6;39
"261180 Ribeirão";-;-;-;-;1;-;-;-;-;-;-;1;2
"261245 Santa Cruz";-;-;-;-;-;-;-;-;1;-;-;-;1
"261247 Santa Cruz da Baixa Verde";-;-;-;-;2;1;-;1;-;1;-;-;5
"261250 Santa Cruz do Capibaribe";-;-;-;1;-;-;-;-;-;-;-;-;1
"261255 Santa Filomena";-;-;-;-;-;-;-;-;-;1;-;-;1
"261260 Santa Maria da Boa Vista";2;-;1;-;-;-;1;-;1;-;-;-;5
"261290 São Benedito do Sul";1;-;1;-;-;-;-;-;-;-;-;-;2
"261310 São Caitano";1;-;-;1;-;-;1;-;-;-;-;-;3
"261320 São João";-;1;-;-;1;-;-;1;-;1;-;-;4
"261350 São José do Belmonte";-;1;-;1;-;-;-;1;-;-;-;-;3
"261360 São José do Egito";1;-;-;-;-;-;-;-;-;-;-;-;1
"261390 Serra Talhada";1;1;-;1;1;-;-;-;-;-;-;-;4
"261410 Sertânia";-;-;1;-;-;-;-;-;-;-;-;-;1
"261450 Surubim";1;-;-;-;1;-;-;1;-;-;-;1;4
"261485 Tamandaré";1;-;-;-;-;-;-;-;-;-;-;-;1
"261500 Taquaritinga do Norte";-;1;-;-;-;1;-;-;-;-;-;-;2
"261510 Terezinha";-;-;-;-;-;-;-;-;-;2;-;-;2
"261530 Timbaúba";-;-;-;-;-;-;-;1;-;-;-;-;1
"261540 Toritama";-;-;-;-;1;-;-;-;-;-;-;-;1
"261600 Venturosa";-;-;-;1;-;-;-;1;-;-;-;-;2
"261640 Vitória de Santo Antão";-;-;2;-;1;2;1;1;-;-;2;-;9
"261650 Xexéu";-;1;-;-;-;-;-;-;-;-;-;-;1
"260000 Município ignorado - PE";-;1;-;-;-;-;-;-;-;1;-;-;2
"270030 Arapiraca";-;-;1;-;1;-;3;1;4;2;1;1;14
"270040 Atalaia";-;1;-;-;-;-;-;-;-;-;-;-;1
