"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"130190 Itacoatiara";-;1;-;-;-;-;-;-;-;-;-;-;1
"130220 Juruá";-;-;-;-;-;1;-;-;-;1;-;-;2
"130250 Manacapuru";1;-;-;-;-;-;-;1;1;-;1;1;5
"130255 Manaquiri";-;1;-;-;-;-;-;-;-;-;-;-;1
"130260 Manaus";4;7;8;12;10;10;5;5;8;5;9;7;90
"130270 Manicoré";-;-;-;-;-;-;-;-;-;-;-;2;2
"130300 Nhamundá";-;-;1;-;-;-;-;-;-;-;-;-;1
"130310 Nova Olinda do Norte";-;-;1;-;-;-;-;1;-;-;-;-;2
"130340 Parintins";-;-;-;1;-;-;-;-;-;-;1;-;2
"130370 Santo Antônio do Içá";-;-;-;-;-;1;-;-;1;-;-;-;2
"130380 São Gabriel da Cachoeira";-;-;1;1;1;4;4;1;-;2;1;-;15
"130390 São Paulo de Olivença";-;-;-;-;-;-;1;1;1;-;-;1;4
"130395 São Sebastião do Uatumã";-;-;-;-;-;1;-;-;-;-;-;-;1
"130406 Tabatinga";2;2;-;2;1;-;-;-;-;-;-;2;9
"130410 Tapauá";-;-;-;-;-;-;-;-;-;-;1;-;1
"130420 Tefé";-;2;-;1;1;-;-;-;-;-;1;1;6
"130423 Tonantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"130426 Uarini";-;-;-;-;-;1;-;-;-;-;-;-;1
"140005 Alto Alegre";1;-;-;-;1;-;-;-;-;-;-;1;3
"140002 Amajari";2;-;1;-;1;-;-;1;-;-;-;-;5
"140010 Boa Vista";4;2;2;2;-;3;4;2;7;4;2;4;36
"140017 Cantá";-;1;1;-;-;-;-;-;-;-;-;-;2
"140020 Caracaraí";-;-;-;-;1;-;-;-;1;1;1;-;4
"140023 Caroebe";1;-;-;-;-;-;-;-;-;-;-;-;1
"140040 Normandia";-;-;-;-;1;-;-;-;-;-;-;-;1
"140047 Rorainópolis";1;-;-;-;-;-;-;-;-;-;-;-;1
"140050 São João da Baliza";-;1;-;-;-;-;-;-;-;-;-;-;1
"140070 Uiramutã";1;-;-;-;1;-;1;-;-;1;1;-;5
"150010 Abaetetuba";-;-;-;-;-;-;2;1;-;-;-;-;3
"150013 Abel Figueiredo";-;-;-;-;1;-;-;-;-;-;-;-;1
"150020 Acará";-;-;-;1;-;-;-;-;-;-;-;-;1
"150030 Afuá";-;-;2;-;-;1;-;1;-;-;-;1;5
"150040 Alenquer";-;1;-;-;-;-;-;-;-;-;-;-;1
"150050 Almeirim";-;-;-;-;-;-;-;1;-;-;-;-;1
"150060 Altamira";-;-;-;-;-;2;-;-;1;-;1;2;6
"150080 Ananindeua";-;-;1;-;2;1;1;1;-;-;-;-;6
"150085 Anapu";-;-;1;-;-;-;-;-;1;-;1;-;3
"150095 Aurora do Pará";-;-;-;-;-;-;1;-;-;-;-;-;1
"150100 Aveiro";-;-;-;-;-;-;-;-;1;-;-;-;1
"150110 Bagre";-;-;-;-;-;1;-;-;-;-;-;-;1
"150120 Baião";-;-;-;-;1;1;-;-;-;-;-;1;3
"150125 Bannach";-;-;-;-;-;-;-;1;-;-;-;-;1
"150140 Belém";4;2;-;2;3;2;1;5;3;5;6;2;35
"150145 Belterra";-;-;-;-;-;-;1;-;-;-;-;-;1
"150157 Bom Jesus do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"150170 Bragança";-;1;1;-;-;2;-;-;-;-;-;1;5
"150178 Breu Branco";-;1;-;-;-;-;-;-;-;-;-;1;2
"150180 Breves";-;-;1;-;-;-;-;-;-;-;-;1;2
"150210 Cametá";-;-;-;-;-;-;-;-;-;-;1;-;1
"150215 Canaã dos Carajás";2;1;-;-;-;-;1;-;-;-;-;-;4
"150220 Capanema";-;-;-;-;-;-;-;1;-;-;-;-;1
"150230 Capitão Poço";-;-;-;-;-;1;-;-;-;-;-;-;1
"150240 Castanhal";-;-;1;1;-;-;-;-;-;-;-;1;3
"150250 Chaves";-;-;1;-;-;-;-;-;-;-;-;-;1
"150270 Conceição do Araguaia";-;-;-;3;-;-;-;-;-;-;-;1;4
"150275 Concórdia do Pará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150290 Curuçá";1;-;-;-;-;-;-;-;-;-;1;-;2
"150293 Dom Eliseu";-;1;-;-;-;-;-;-;1;-;-;-;2
"150295 Eldorado do Carajás";-;-;1;-;-;-;-;-;-;-;-;-;1
"150307 Garrafão do Norte";-;-;1;-;-;1;-;-;-;2;-;-;4
"150310 Gurupá";-;1;-;-;-;-;-;-;-;-;1;-;2
"150320 Igarapé-Açu";-;-;-;1;-;-;-;-;1;-;1;-;3
"150330 Igarapé-Miri";-;-;-;-;-;-;-;-;-;1;-;-;1
"150350 Irituia";-;-;-;-;-;-;-;1;-;-;-;-;1
"150360 Itaituba";1;1;2;-;1;-;1;1;1;1;-;-;9
"150370 Itupiranga";-;-;-;-;-;-;-;1;-;-;-;-;1
"150375 Jacareacanga";-;-;-;-;-;-;1;-;-;-;-;1;2
"150380 Jacundá";1;-;-;1;-;-;-;1;-;-;1;-;4
"150390 Juruti";-;1;1;-;-;-;-;-;1;-;1;-;4
"150400 Limoeiro do Ajuru";1;-;-;-;-;-;-;-;-;-;-;-;1
"150410 Magalhães Barata";-;-;-;-;-;-;-;-;1;-;-;-;1
"150420 Marabá";-;2;1;3;1;-;1;-;1;-;-;1;10
"150440 Marapanim";-;-;-;-;1;-;-;-;-;-;-;-;1
"150442 Marituba";-;-;-;-;1;-;1;-;-;-;-;1;3
"150470 Moju";-;-;-;-;-;-;-;-;1;-;-;-;1
"150475 Mojuí dos Campos";-;-;-;1;-;-;-;-;-;-;-;1;2
"150480 Monte Alegre";-;-;-;-;-;-;-;1;1;-;-;1;3
"150495 Nova Esperança do Piriá";-;-;-;1;-;-;-;-;-;-;-;-;1
"150503 Novo Progresso";1;-;-;-;-;-;-;-;-;-;1;1;3
"150506 Novo Repartimento";1;-;1;-;1;-;-;2;1;-;1;-;7
"150510 Óbidos";1;-;-;-;-;-;-;-;-;-;-;-;1
"150520 Oeiras do Pará";1;-;-;-;1;1;-;-;-;-;-;-;3
"150530 Oriximiná";-;1;-;-;-;-;-;-;-;-;-;-;1
"150540 Ourém";1;-;-;-;-;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";-;-;-;-;-;-;1;-;-;1;-;-;2
"150548 Pacajá";1;-;-;-;-;-;-;-;1;-;-;-;2
"150550 Paragominas";1;-;-;-;-;-;-;2;-;-;1;-;4
"150553 Parauapebas";-;-;3;-;2;1;-;1;2;2;1;3;15
"150570 Ponta de Pedras";-;-;-;-;1;-;-;-;-;-;-;-;1
"150580 Portel";-;-;1;-;1;-;-;-;-;-;2;-;4
"150590 Porto de Moz";1;-;-;-;-;-;-;-;-;-;-;-;1
"150600 Prainha";-;-;-;-;1;-;-;-;2;-;-;-;3
"150613 Redenção";-;2;-;-;-;-;-;-;-;-;1;-;3
"150616 Rio Maria";-;-;-;-;-;-;-;1;-;-;-;-;1
"150618 Rondon do Pará";-;-;-;-;1;-;-;-;-;-;-;-;1
"150619 Rurópolis";-;-;1;-;-;-;-;-;1;-;-;-;2
"150620 Salinópolis";-;-;-;-;1;-;-;-;-;1;-;-;2
"150630 Salvaterra";-;-;-;-;-;-;-;-;-;1;1;-;2
"150650 Santa Izabel do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150658 Santa Maria das Barreiras";-;-;-;-;-;-;-;-;-;-;1;-;1
"150660 Santa Maria do Pará";-;-;-;-;-;-;-;-;-;-;1;-;1
"150680 Santarém";1;1;1;-;2;4;4;2;3;1;3;-;22
"150690 Santarém Novo";-;-;-;-;-;-;1;-;-;-;-;-;1
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;1;-;-;-;-;1
"150720 São Domingos do Capim";1;-;-;-;-;-;-;-;-;-;1;-;2
"150730 São Félix do Xingu";-;-;1;-;-;-;-;-;-;-;-;-;1
"150745 São Geraldo do Araguaia";-;-;-;-;-;-;-;-;-;-;1;1;2
"150760 São Miguel do Guamá";1;-;-;-;1;-;1;-;-;2;1;-;6
"150770 São Sebastião da Boa Vista";-;-;-;-;-;1;-;-;-;1;-;-;2
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;-;-;1;1
"150795 Tailândia";2;-;-;-;-;1;-;-;-;-;-;-;3
"150800 Tomé-Açu";-;-;-;1;-;-;-;-;1;2;-;-;4
"150808 Tucumã";-;1;-;-;-;-;1;-;-;-;-;-;2
"150810 Tucuruí";-;-;-;-;-;-;1;-;-;1;1;2;5
"150815 Uruará";-;1;-;-;-;-;-;-;-;-;1;-;2
"150830 Viseu";1;-;-;-;-;-;1;-;-;-;-;-;2
"150835 Vitória do Xingu";-;-;3;-;-;-;-;-;1;-;-;-;4
"160023 Ferreira Gomes";-;-;-;-;1;-;-;-;-;-;-;-;1
"160027 Laranjal do Jari";-;-;-;-;2;1;-;-;-;-;-;-;3
"160030 Macapá";1;2;4;1;4;1;2;2;1;1;2;3;24
"160040 Mazagão";-;-;-;-;-;-;-;-;1;-;-;-;1
"160015 Pedra Branca do Amapari";1;-;-;-;-;-;-;-;-;-;-;-;1
"160060 Santana";-;-;-;-;2;-;-;-;1;3;-;-;6
"170030 Aguiarnópolis";-;-;-;-;-;-;-;1;-;-;-;-;1
"170040 Almas";-;-;-;-;-;-;1;-;-;-;-;1;2
"170070 Alvorada";-;-;-;-;-;-;-;1;-;-;-;-;1
"170130 Aragominas";-;-;-;-;-;-;-;-;-;1;1;-;2
"170190 Araguacema";-;-;-;-;-;1;1;-;-;-;-;1;3
"170210 Araguaína";1;2;1;-;-;1;3;-;1;1;1;-;11
"170220 Araguatins";-;-;-;1;-;-;-;-;-;-;-;-;1
"170240 Arraias";-;-;-;-;-;1;-;-;-;-;-;-;1
"170255 Augustinópolis";1;-;1;-;-;-;-;-;-;-;-;-;2
"170290 Axixá do Tocantins";1;-;-;-;1;-;-;-;-;-;-;-;2
"170310 Barrolândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"170380 Buriti do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170386 Cariri do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"170390 Caseara";-;-;-;-;-;-;-;-;-;-;1;-;1
"170550 Colinas do Tocantins";1;-;-;-;1;-;-;-;-;-;-;1;3
"170610 Cristalândia";-;-;1;1;-;-;-;-;-;-;-;-;2
"170700 Dianópolis";-;-;-;-;-;-;-;-;-;-;1;-;1
"170720 Dois Irmãos do Tocantins";-;-;-;-;1;-;-;-;-;-;-;1;2
"170755 Fátima";-;-;-;-;-;-;-;-;1;-;-;-;1
"170820 Formoso do Araguaia";-;-;-;-;-;-;-;-;-;-;-;1;1
"170825 Fortaleza do Tabocão";-;1;-;-;-;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;-;-;-;-;-;1;-;-;-;1
"170930 Guaraí";1;-;-;-;1;-;-;-;-;-;-;-;2
"170950 Gurupi";-;-;-;-;-;1;-;-;-;-;2;1;4
"171050 Itacajá";-;-;-;-;-;-;-;-;-;-;1;-;1
"171110 Itaporã do Tocantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"171150 Jaú do Tocantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"171190 Lagoa da Confusão";-;-;-;1;-;2;-;-;1;-;-;1;5
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171200 Lajeado";-;-;-;-;-;-;-;-;-;1;-;-;1
"171320 Miracema do Tocantins";1;-;-;-;-;1;-;-;-;1;-;-;3
"171330 Miranorte";-;-;-;-;-;-;-;-;-;1;1;1;3
"172100 Palmas";1;1;-;-;1;1;1;1;-;2;2;2;12
"171380 Palmeiras do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171610 Paraíso do Tocantins";-;-;-;-;1;2;-;1;-;-;-;-;4
"171620 Paranã";-;-;-;-;-;1;-;-;-;-;1;-;2
"171650 Pedro Afonso";-;-;-;-;-;-;1;-;-;-;-;-;1
"171720 Piraquê";-;-;-;-;-;-;-;-;-;-;-;1;1
"171750 Pium";-;-;-;1;-;-;-;1;-;-;-;-;2
"171780 Ponte Alta do Bom Jesus";1;-;-;-;-;-;1;-;-;-;-;-;2
"171820 Porto Nacional";-;-;1;1;-;-;-;-;1;-;-;-;3
"172010 São Bento do Tocantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"172020 São Miguel do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"172049 São Valério";-;-;-;-;-;-;1;-;-;-;-;-;1
"172090 Taguatinga";-;-;1;1;-;-;-;-;1;-;-;-;3
"172120 Tocantinópolis";-;-;-;-;-;-;1;-;-;1;-;-;2
"172210 Xambioá";1;-;-;-;-;-;-;-;-;-;-;-;1
"210005 Açailândia";1;2;-;2;-;1;-;1;-;1;-;-;8
"210010 Afonso Cunha";-;-;-;-;-;-;-;-;-;1;-;-;1
"210043 Alto Alegre do Maranhão";-;-;-;1;-;-;1;-;1;-;-;-;3
"210055 Amapá do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210060 Amarante do Maranhão";-;-;-;-;1;-;-;1;-;-;-;-;2
"210070 Anajatuba";-;-;-;-;-;-;-;-;-;-;1;-;1
"210080 Anapurus";-;1;-;1;-;1;-;-;-;-;-;-;3
"210090 Araioses";-;-;-;-;-;-;-;-;-;1;-;-;1
"210095 Arame";-;-;-;-;-;-;-;-;-;1;-;-;1
"210100 Arari";-;-;-;-;-;-;-;-;-;-;1;-;1
"210110 Axixá";-;-;-;-;-;-;-;1;-;-;-;-;1
"210120 Bacabal";1;1;1;-;-;1;-;-;2;-;-;1;7
"210130 Bacuri";-;-;-;-;-;-;2;-;-;-;-;-;2
"210140 Balsas";-;1;4;1;-;1;1;1;2;2;-;-;13
"210160 Barra do Corda";-;-;-;1;-;-;-;-;1;-;1;-;3
"210170 Barreirinhas";-;1;-;-;-;1;1;-;1;-;1;-;5
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210193 Bernardo do Mearim";-;-;-;-;-;-;-;-;-;1;-;-;1
"210203 Bom Jesus das Selvas";-;-;-;-;-;1;-;1;-;-;1;1;4
"210207 Bom Lugar";-;1;-;-;-;-;-;-;-;-;-;-;1
"210210 Brejo";-;-;-;-;-;-;1;-;-;-;-;1;2
"210215 Brejo de Areia";-;-;-;-;-;-;-;-;1;-;-;-;1
"210230 Buriti Bravo";1;-;-;-;-;-;-;-;-;-;-;1;2
"210232 Buriticupu";-;-;-;-;-;-;-;-;-;1;-;-;1
"210240 Cajapió";-;-;-;-;1;-;-;-;-;-;-;-;1
"210255 Campestre do Maranhão";-;-;-;-;2;-;-;-;-;-;-;-;2
"210275 Capinzal do Norte";-;-;-;-;-;-;-;-;-;-;1;-;1
"210280 Carolina";-;-;-;-;1;-;-;-;-;-;-;2;3
"210290 Carutapera";1;-;-;-;-;-;-;-;-;-;-;-;1
"210300 Caxias";-;-;2;1;2;2;1;2;-;1;-;2;13
"210320 Chapadinha";-;-;-;-;1;1;1;-;-;1;1;-;5
"210330 Codó";-;-;-;-;2;1;-;-;-;1;-;-;4
"210340 Coelho Neto";2;-;-;-;-;1;-;-;-;-;-;-;3
"210350 Colinas";-;1;-;-;1;1;1;-;-;1;-;-;5
"210355 Conceição do Lago-Açu";-;-;-;-;-;-;-;-;-;1;-;-;1
"210360 Coroatá";-;-;-;-;-;1;-;1;-;-;-;1;3
"210370 Cururupu";1;-;-;-;-;-;-;-;-;1;1;-;3
"210380 Dom Pedro";-;-;-;-;-;-;1;-;-;-;-;-;1
"210400 Esperantinópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"210405 Estreito";-;-;-;-;1;-;-;-;1;-;1;-;3
"210420 Fortuna";-;-;-;-;1;-;1;-;-;-;-;-;2
"210430 Godofredo Viana";-;-;1;-;-;-;-;-;-;-;-;-;1
"210440 Gonçalves Dias";-;-;-;1;-;-;-;-;-;-;-;-;1
"210460 Governador Eugênio Barros";-;-;-;-;-;1;-;-;-;-;-;-;1
"210467 Governador Nunes Freire";-;-;-;-;-;-;-;1;1;-;-;-;2
"210470 Graça Aranha";-;-;-;-;1;-;-;-;-;-;-;-;1
"210480 Grajaú";-;-;-;-;-;-;-;-;-;-;-;1;1
"210530 Imperatriz";1;1;1;2;-;1;2;1;2;1;-;-;12
"210540 Itapecuru Mirim";-;-;-;-;-;-;-;-;-;1;-;-;1
"210545 Jatobá";-;1;-;1;-;-;-;-;-;-;-;-;2
"210547 Jenipapo dos Vieiras";-;-;-;-;-;-;-;-;-;-;1;-;1
"210550 João Lisboa";-;-;-;-;1;-;1;-;-;-;-;-;2
"210560 Joselândia";1;-;-;-;-;-;-;1;-;-;-;-;2
"210570 Lago da Pedra";-;-;-;-;-;-;-;-;-;-;-;1;1
"210580 Lago do Junco";-;-;-;-;-;-;-;-;1;-;-;-;1
"210590 Lago Verde";-;-;-;1;-;-;-;-;-;-;-;-;1
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210598 Lajeado Novo";-;-;-;1;-;-;-;-;-;-;-;1;2
"210650 Matinha";-;-;-;-;-;1;-;-;-;-;-;-;1
"210660 Matões";-;-;-;1;1;-;1;-;-;-;-;-;3
"210670 Mirador";-;-;-;-;1;-;-;-;-;-;-;-;1
"210680 Mirinzal";-;1;-;-;1;-;-;-;-;-;1;-;3
"210690 Monção";-;-;-;-;-;-;-;-;-;-;1;-;1
"210700 Montes Altos";1;-;-;-;-;-;-;-;-;1;-;-;2
"210750 Paço do Lumiar";-;-;-;-;-;-;1;-;-;1;-;-;2
"210770 Paraibano";-;-;-;-;-;-;-;-;-;-;1;-;1
"210780 Parnarama";-;-;-;1;-;-;-;-;-;-;-;-;1
"210800 Pastos Bons";-;-;-;-;-;-;1;1;1;-;-;-;3
"210810 Paulo Ramos";-;-;-;-;-;1;-;-;-;-;-;-;1
"210820 Pedreiras";-;1;-;-;-;-;1;-;-;-;-;-;2
"210825 Pedro do Rosário";-;-;-;-;-;-;-;-;-;-;1;-;1
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;-;-;-;-;1;1
"210860 Pinheiro";-;-;1;-;-;-;-;-;-;1;-;2;4
"210870 Pio XII";-;-;-;1;-;-;-;-;-;-;-;-;1
"210900 Porto Franco";-;-;-;-;1;-;1;-;-;-;-;1;3
"210910 Presidente Dutra";-;-;-;-;-;-;-;1;-;-;-;-;1
"210923 Presidente Médici";-;-;-;-;-;-;1;-;-;-;-;-;1
"210927 Presidente Sarney";-;-;-;-;-;-;1;-;-;-;-;-;1
"210940 Primeira Cruz";-;-;-;-;-;-;-;-;-;1;-;-;1
"210945 Raposa";-;-;-;-;-;-;2;-;-;-;1;-;3
"210950 Riachão";-;1;-;-;-;-;-;-;-;-;1;-;2
"210960 Rosário";-;-;-;-;-;-;-;-;1;-;-;-;1
"210975 Santa Filomena do Maranhão";-;-;1;-;-;-;-;-;-;1;-;-;2
"210980 Santa Helena";-;-;-;1;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;-;-;-;-;-;-;-;1;-;-;-;1
"211000 Santa Luzia";-;1;1;-;1;-;-;-;1;-;-;1;5
"211003 Santa Luzia do Paruá";-;1;-;-;-;-;-;-;-;-;-;-;1
"211020 Santa Rita";-;-;-;-;1;-;-;-;-;-;1;-;2
"211050 São Bento";1;-;-;-;1;-;-;1;-;-;-;-;3
"211070 São Domingos do Maranhão";1;-;-;-;-;-;-;1;-;-;-;-;2
"211100 São João Batista";1;-;-;-;-;1;-;-;-;-;-;-;2
"211102 São João do Carú";1;-;-;-;-;-;-;-;-;-;-;-;1
"211105 São João do Paraíso";-;1;-;-;-;1;-;-;-;1;-;-;3
"211110 São João dos Patos";-;-;-;-;-;1;-;-;-;-;-;-;1
"211120 São José de Ribamar";1;1;-;-;-;-;-;-;1;1;-;-;4
"211130 São Luís";1;1;5;2;4;3;4;1;2;3;2;8;36
"211150 São Mateus do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"211170 São Vicente Ferrer";-;-;-;-;-;-;-;1;-;-;1;-;2
"211176 Senador La Rocque";-;-;-;1;-;-;-;-;-;-;-;-;1
"211180 Sítio Novo";-;-;-;-;1;-;-;-;-;-;-;-;1
"211190 Sucupira do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";-;-;-;1;-;-;-;-;-;-;-;-;1
"211210 Timbiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"211220 Timon";2;1;2;2;3;-;-;2;-;2;1;1;16
"211223 Trizidela do Vale";-;-;2;-;-;-;-;-;-;-;2;-;4
"211230 Tuntum";-;-;-;1;-;-;-;-;-;-;-;1;2
"211290 Vitória do Mearim";-;-;1;-;2;-;-;-;-;-;-;-;3
"211300 Vitorino Freire";-;-;-;-;-;-;-;-;1;1;1;-;3
"211400 Zé Doca";-;-;-;1;-;-;-;-;-;-;-;-;1
"210000 Município ignorado - MA";-;-;-;-;-;-;-;-;-;-;1;-;1
"220005 Acauã";-;-;-;-;-;-;1;-;-;-;-;-;1
"220010 Agricolândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"220020 Água Branca";-;1;-;1;-;-;-;-;-;-;1;-;3
"220025 Alagoinha do Piauí";-;-;-;-;-;-;1;1;-;1;-;-;3
"220030 Alto Longá";-;-;-;-;-;1;-;-;-;-;-;1;2
"220040 Altos";-;1;-;-;-;-;-;-;1;-;-;-;2
"220050 Amarante";-;-;-;-;1;-;-;-;-;-;-;-;1
"220060 Angical do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220080 Antônio Almeida";-;-;-;-;1;-;-;-;-;-;-;-;1
"220105 Assunção do Piauí";-;-;-;-;-;1;-;-;-;-;-;1;2
"220110 Avelino Lopes";1;-;-;-;-;-;-;-;-;-;-;-;1
"220115 Baixa Grande do Ribeiro";-;-;-;-;-;-;-;1;-;-;-;-;1
"220120 Barras";-;-;-;-;-;-;-;-;1;-;1;-;2
"220130 Barreiras do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220150 Batalha";1;2;1;-;-;-;-;-;-;-;1;-;5
"220155 Bela Vista do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220160 Beneditinos";-;-;-;-;1;-;1;-;-;-;-;1;3
"220170 Bertolínia";-;-;-;-;-;-;1;-;-;-;-;-;1
"220190 Bom Jesus";-;-;-;1;-;-;-;-;-;-;-;-;1
"220191 Bom Princípio do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220192 Bonfim do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220198 Brejo do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
