"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"130260 Manaus";5;9;8;14;7;8;5;8;8;6;14;11;103
"130280 Maraã";-;-;-;-;-;-;1;2;-;-;-;-;3
"130290 Maués";-;-;-;-;-;-;-;-;-;1;-;-;1
"130300 Nhamundá";-;-;-;-;-;-;-;-;-;-;-;1;1
"130310 Nova Olinda do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"130340 Parintins";1;1;-;-;-;1;1;1;1;-;-;-;6
"130350 Pauini";-;1;-;-;-;-;-;-;-;-;-;-;1
"130370 Santo Antônio do Içá";-;1;-;-;-;-;1;-;-;1;-;1;4
"130380 São Gabriel da Cachoeira";1;1;-;3;-;-;-;1;-;2;1;1;10
"130390 São Paulo de Olivença";1;-;1;-;3;-;-;2;-;-;-;1;8
"130395 São Sebastião do Uatumã";-;-;-;-;-;-;-;-;1;-;-;-;1
"130406 Tabatinga";3;4;1;1;1;1;1;3;2;1;-;1;19
"130420 Tefé";1;-;2;1;1;-;-;1;1;2;-;-;9
"130426 Uarini";-;-;-;-;-;-;-;-;-;-;1;-;1
"130430 Urucará";-;-;-;-;-;-;-;-;-;1;-;-;1
"140005 Alto Alegre";1;-;-;-;-;-;1;-;-;-;-;-;2
"140002 Amajari";-;-;-;-;-;2;-;-;-;-;-;-;2
"140010 Boa Vista";3;2;1;2;1;2;2;1;2;2;2;1;21
"140015 Bonfim";-;-;-;-;-;-;-;-;-;1;-;-;1
"140017 Cantá";-;-;1;-;1;-;-;1;-;-;-;1;4
"140020 Caracaraí";-;-;-;-;-;-;-;-;-;1;-;1;2
"140028 Iracema";-;-;-;-;-;-;-;1;-;-;-;-;1
"140030 Mucajaí";-;-;1;-;1;-;-;-;-;-;-;-;2
"140060 São Luiz";-;-;-;-;-;-;-;1;-;-;-;-;1
"140070 Uiramutã";-;-;-;-;1;-;-;-;-;-;-;-;1
"150010 Abaetetuba";-;-;-;-;-;1;-;-;-;-;2;1;4
"150040 Alenquer";-;-;-;-;-;-;2;-;-;-;-;-;2
"150050 Almeirim";-;-;-;-;1;-;1;-;-;-;1;-;3
"150060 Altamira";3;1;-;1;-;1;1;1;-;-;2;2;12
"150070 Anajás";-;-;1;1;-;-;1;-;-;-;-;-;3
"150080 Ananindeua";1;1;-;3;3;-;3;2;3;2;1;4;23
"150085 Anapu";-;-;-;-;-;1;-;-;1;1;-;-;3
"150090 Augusto Corrêa";-;-;-;-;-;-;1;-;-;-;-;-;1
"150120 Baião";-;-;-;-;-;-;2;-;-;-;-;-;2
"150130 Barcarena";1;-;1;-;-;2;-;-;1;3;1;-;9
"150140 Belém";5;3;3;3;5;6;2;7;3;8;6;4;55
"150145 Belterra";-;-;-;-;-;-;-;1;-;-;-;-;1
"150150 Benevides";-;-;-;-;1;-;-;-;-;-;-;-;1
"150170 Bragança";-;-;1;-;-;1;1;-;-;-;-;1;4
"150178 Breu Branco";-;-;-;1;-;-;-;-;1;1;-;-;3
"150180 Breves";-;-;-;-;1;-;-;-;-;1;2;-;4
"150210 Cametá";-;-;-;2;-;-;1;3;-;-;1;-;7
"150215 Canaã dos Carajás";-;-;-;1;-;-;-;-;1;-;-;-;2
"150220 Capanema";-;1;-;-;-;-;-;-;-;-;-;-;1
"150230 Capitão Poço";-;1;-;-;-;-;-;-;1;1;-;-;3
"150240 Castanhal";1;1;1;-;1;-;2;2;-;-;1;2;11
"150260 Colares";-;-;1;-;1;-;-;-;-;-;-;-;2
"150275 Concórdia do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150280 Curralinho";-;-;-;-;-;1;-;-;-;-;-;-;1
"150285 Curuá";-;-;-;-;2;-;-;-;-;-;-;-;2
"150290 Curuçá";-;2;-;-;-;-;-;-;-;-;-;-;2
"150293 Dom Eliseu";-;-;-;-;-;-;-;-;-;1;-;-;1
"150295 Eldorado do Carajás";-;-;-;1;-;1;-;-;-;1;-;-;3
"150300 Faro";-;1;-;-;-;-;-;-;-;-;-;-;1
"150304 Floresta do Araguaia";-;-;-;-;-;-;1;-;-;-;-;-;1
"150307 Garrafão do Norte";-;-;-;-;-;-;1;-;-;1;-;-;2
"150310 Gurupá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150320 Igarapé-Açu";-;-;-;-;-;-;-;-;-;1;-;1;2
"150330 Igarapé-Miri";-;-;-;-;-;-;-;1;-;-;-;-;1
"150360 Itaituba";1;1;1;1;3;1;-;-;2;1;-;2;13
"150370 Itupiranga";-;-;-;-;1;-;-;-;-;-;-;1;2
"150375 Jacareacanga";-;-;-;-;-;-;-;-;2;-;-;-;2
"150380 Jacundá";-;-;1;-;1;-;-;-;-;-;-;-;2
"150390 Juruti";-;-;-;-;1;-;-;-;-;-;-;-;1
"150405 Mãe do Rio";-;-;-;-;1;1;-;-;-;2;-;1;5
"150420 Marabá";-;3;-;1;3;1;1;1;1;1;1;-;13
"150442 Marituba";-;-;1;-;-;-;-;-;-;-;-;-;1
"150450 Melgaço";-;-;-;-;-;-;1;-;-;-;-;-;1
"150470 Moju";-;-;-;1;1;1;-;-;-;-;-;-;3
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;-;-;-;-;1;1
"150480 Monte Alegre";2;-;-;-;2;-;-;-;-;-;-;-;4
"150490 Muaná";-;-;-;-;-;1;-;-;-;-;-;-;1
"150495 Nova Esperança do Piriá";-;-;-;-;-;-;-;2;-;-;-;-;2
"150503 Novo Progresso";-;-;-;-;1;-;-;-;-;2;-;-;3
"150506 Novo Repartimento";-;-;-;-;1;-;-;-;-;-;1;-;2
"150510 Óbidos";-;-;-;-;-;-;-;-;1;-;-;-;1
"150520 Oeiras do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150530 Oriximiná";-;-;-;1;1;-;-;-;-;-;-;-;2
"150548 Pacajá";-;-;-;1;-;-;-;1;-;1;-;1;4
"150550 Paragominas";-;-;1;-;-;2;1;-;-;1;-;-;5
"150553 Parauapebas";1;1;3;-;-;4;1;2;2;1;2;-;17
"150555 Pau D'Arco";-;-;-;-;-;-;1;-;-;-;-;-;1
"150565 Placas";-;-;-;-;-;-;-;1;-;-;-;1;2
"150570 Ponta de Pedras";-;-;-;-;-;-;-;-;1;-;-;-;1
"150580 Portel";-;1;-;1;-;-;2;1;-;-;-;-;5
"150590 Porto de Moz";-;-;-;-;-;-;-;-;-;-;1;-;1
"150600 Prainha";-;-;-;-;1;-;-;2;-;1;1;-;5
"150610 Primavera";-;-;-;-;-;-;-;-;1;-;-;-;1
"150613 Redenção";-;1;1;1;-;1;-;-;-;-;1;1;6
"150616 Rio Maria";1;-;-;1;-;-;-;-;-;-;-;-;2
"150618 Rondon do Pará";-;-;-;-;-;1;-;-;-;1;-;-;2
"150619 Rurópolis";-;-;-;-;1;-;-;1;-;-;1;-;3
"150620 Salinópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"150630 Salvaterra";-;-;1;-;-;-;-;-;-;-;-;-;1
"150635 Santa Bárbara do Pará";-;-;-;-;-;-;-;-;-;1;-;-;1
"150650 Santa Izabel do Pará";-;-;-;-;-;-;-;1;-;-;-;1;2
"150658 Santa Maria das Barreiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"150680 Santarém";2;2;-;4;-;1;1;2;1;1;2;1;17
"150710 São Caetano de Odivelas";-;-;-;-;-;-;1;-;-;1;-;-;2
"150720 São Domingos do Capim";-;-;-;-;-;-;-;1;-;-;-;-;1
"150730 São Félix do Xingu";-;-;2;-;-;-;-;-;-;-;-;-;2
"150740 São Francisco do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150760 São Miguel do Guamá";-;-;-;-;-;-;1;-;-;-;-;-;1
"150795 Tailândia";-;-;1;-;-;-;1;-;1;-;1;-;4
"150796 Terra Alta";-;-;-;-;-;-;-;-;-;-;-;1;1
"150797 Terra Santa";-;-;-;-;1;-;-;-;-;-;-;1;2
"150800 Tomé-Açu";-;-;-;-;-;1;-;-;-;1;-;1;3
"150805 Trairão";-;-;-;-;-;-;-;1;-;-;-;-;1
"150808 Tucumã";-;-;-;1;-;1;1;-;-;-;-;-;3
"150810 Tucuruí";-;1;-;-;1;1;-;1;1;-;-;-;5
"150812 Ulianópolis";-;-;-;-;-;-;-;-;1;-;-;-;1
"150815 Uruará";-;-;-;-;-;-;-;-;-;3;-;-;3
"150830 Viseu";1;2;-;-;1;-;-;-;-;-;-;-;4
"150840 Xinguara";-;1;-;-;-;-;-;1;1;-;-;-;3
"150000 Município ignorado - PA";-;-;-;-;-;1;-;-;-;-;-;-;1
"160020 Calçoene";-;-;-;-;-;-;-;-;1;-;-;-;1
"160021 Cutias";-;-;-;-;-;1;-;-;-;-;-;-;1
"160027 Laranjal do Jari";1;-;1;-;-;1;1;-;-;-;-;-;4
"160030 Macapá";3;2;3;3;3;6;1;6;4;4;4;3;42
"160040 Mazagão";-;1;-;-;-;1;-;-;-;-;-;1;3
"160050 Oiapoque";-;-;-;-;-;-;-;1;-;-;-;-;1
"160015 Pedra Branca do Amapari";-;-;-;1;-;-;-;-;-;1;-;1;3
"160053 Porto Grande";1;-;-;-;-;-;-;-;1;-;-;-;2
"160060 Santana";1;-;-;1;-;2;-;-;-;-;-;1;5
"170025 Abreulândia";-;-;-;-;-;-;-;-;1;-;-;-;1
"170070 Alvorada";-;-;-;-;-;-;-;-;-;-;-;1;1
"170100 Ananás";-;-;-;-;-;-;-;-;1;1;-;-;2
"170110 Aparecida do Rio Negro";-;-;1;-;-;-;-;-;-;-;-;-;1
"170130 Aragominas";-;-;-;-;-;-;-;-;-;-;1;-;1
"170200 Araguaçu";-;-;-;1;-;-;-;-;-;-;-;-;1
"170210 Araguaína";-;1;1;1;1;-;1;6;-;-;-;-;11
"170220 Araguatins";1;-;1;1;-;-;-;-;1;-;1;-;5
"170240 Arraias";-;-;-;-;-;1;-;-;-;-;-;-;1
"170255 Augustinópolis";-;-;-;1;1;-;-;-;-;-;-;-;2
"170310 Barrolândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"170330 Bom Jesus do Tocantins";-;1;-;-;-;-;-;1;-;-;-;-;2
"170460 Chapada de Areia";-;-;-;-;-;-;1;-;-;-;-;1;2
"170550 Colinas do Tocantins";-;-;1;1;-;-;1;1;-;-;-;-;4
"171670 Colméia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170700 Dianópolis";-;1;-;-;-;-;-;1;-;1;-;-;3
"170740 Esperantina";-;-;-;1;1;-;-;-;1;-;-;-;3
"170765 Figueirópolis";-;-;-;-;-;-;-;-;-;-;1;-;1
"170820 Formoso do Araguaia";-;-;-;-;-;-;1;1;-;-;-;-;2
"170930 Guaraí";-;1;-;1;-;-;-;-;-;-;-;1;3
"170950 Gurupi";1;-;-;1;-;2;-;-;-;-;-;1;5
"171050 Itacajá";-;-;-;-;1;-;-;-;-;-;-;1;2
"171190 Lagoa da Confusão";-;1;-;-;-;-;-;-;-;-;-;-;1
"171240 Lizarda";-;1;-;-;-;-;-;-;-;-;-;-;1
"171320 Miracema do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171330 Miranorte";-;-;-;-;-;-;-;2;-;-;-;-;2
"171420 Natividade";1;-;1;-;1;-;-;-;-;-;1;1;5
"171430 Nazaré";-;-;-;-;-;1;-;-;-;-;-;-;1
"171488 Nova Olinda";-;1;-;-;-;-;-;-;-;-;1;1;3
"172100 Palmas";2;2;1;3;2;1;2;3;2;2;1;3;24
"171570 Palmeirante";-;-;-;-;1;-;-;-;1;1;-;-;3
"171610 Paraíso do Tocantins";1;-;-;1;-;-;-;-;2;-;-;1;5
"171650 Pedro Afonso";-;-;-;-;-;-;-;-;1;-;-;-;1
"171660 Peixe";-;-;-;-;-;-;-;-;-;1;-;-;1
"171665 Pequizeiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"171750 Pium";-;-;-;-;1;-;-;-;-;-;-;-;1
"171820 Porto Nacional";-;-;1;-;2;-;2;-;-;-;-;-;5
"171830 Praia Norte";-;-;-;-;-;-;-;-;-;1;-;-;1
"171880 Sampaio";-;1;-;-;-;-;-;-;-;-;-;-;1
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;-;-;-;-;1;1
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"172020 São Miguel do Tocantins";1;-;-;-;-;-;-;-;-;-;1;-;2
"172049 São Valério";-;1;-;-;-;-;-;-;-;-;-;-;1
"172080 Sítio Novo do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"172120 Tocantinópolis";-;-;-;-;-;1;-;-;1;-;-;-;2
"172130 Tupiratins";1;1;-;-;-;-;-;-;-;-;-;-;2
"172208 Wanderlândia";-;-;-;-;-;-;-;-;-;-;-;1;1
"210005 Açailândia";-;1;2;2;1;-;1;-;1;-;1;2;11
"210030 Aldeias Altas";-;-;-;-;-;-;-;-;-;-;1;-;1
"210043 Alto Alegre do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210050 Alto Parnaíba";-;-;-;-;-;-;1;-;-;-;-;-;1
"210055 Amapá do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210095 Arame";-;-;-;1;-;-;-;-;-;1;2;-;4
"210100 Arari";1;1;-;-;-;-;-;-;-;-;-;-;2
"210110 Axixá";-;-;-;1;-;-;-;-;-;-;-;-;1
"210120 Bacabal";1;-;-;-;-;2;-;1;2;1;-;1;8
"210130 Bacuri";-;-;-;-;-;-;-;-;-;-;-;1;1
"210140 Balsas";2;1;-;-;-;-;1;-;1;-;-;1;6
"210160 Barra do Corda";-;-;-;-;2;-;1;2;-;1;1;-;7
"210170 Barreirinhas";-;-;1;1;-;-;-;-;-;-;-;-;2
"210173 Belágua";1;-;-;-;-;-;-;-;-;-;-;-;1
"210200 Bom Jardim";-;-;-;-;1;-;-;-;-;-;-;-;1
"210203 Bom Jesus das Selvas";-;-;-;-;-;-;-;-;-;-;1;1;2
"210210 Brejo";-;-;1;-;-;-;-;-;-;-;-;-;1
"210215 Brejo de Areia";-;-;-;-;-;-;-;-;-;1;-;-;1
"210220 Buriti";-;1;-;-;-;-;-;1;-;-;-;-;2
"210232 Buriticupu";1;-;-;-;-;-;-;-;-;-;-;-;1
"210235 Buritirana";-;-;-;-;-;-;-;-;-;-;-;2;2
"210255 Campestre do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;1
"210270 Cantanhede";-;-;-;-;-;-;-;1;-;1;-;-;2
"210275 Capinzal do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"210300 Caxias";-;1;1;1;3;2;7;1;1;1;-;-;18
"210315 Centro do Guilherme";-;-;-;-;-;-;-;1;-;-;-;-;1
"210317 Centro Novo do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210320 Chapadinha";-;-;-;1;-;-;-;-;-;1;-;-;2
"210330 Codó";-;-;-;-;1;-;-;1;-;-;2;-;4
"210340 Coelho Neto";-;-;-;-;-;1;1;-;-;1;-;-;3
"210350 Colinas";-;1;-;-;1;-;1;-;-;-;-;-;3
"210355 Conceição do Lago-Açu";-;-;-;-;-;-;-;1;-;-;-;-;1
"210360 Coroatá";1;2;-;-;1;-;-;-;-;-;-;-;4
"210370 Cururupu";2;-;-;-;-;-;1;1;-;-;-;-;4
"210375 Davinópolis";-;-;-;-;-;-;-;-;-;1;-;-;1
"210390 Duque Bacelar";-;-;-;-;-;1;-;-;-;-;-;-;1
"210400 Esperantinópolis";-;-;-;-;-;-;-;-;-;-;1;-;1
"210405 Estreito";-;1;-;-;2;-;-;-;-;-;1;-;4
"210420 Fortuna";-;-;-;-;-;-;1;-;-;-;-;-;1
"210455 Governador Edison Lobão";-;-;-;-;-;1;1;-;-;-;-;-;2
"210460 Governador Eugênio Barros";-;-;-;-;-;-;-;-;-;-;1;-;1
"210462 Governador Luiz Rocha";-;-;-;-;-;1;-;-;-;-;-;-;1
"210480 Grajaú";1;-;-;-;-;-;1;1;-;1;-;1;5
"210490 Guimarães";1;-;-;-;-;-;-;-;-;-;-;-;1
"210500 Humberto de Campos";-;-;-;-;-;-;-;-;-;1;-;-;1
"210515 Igarapé do Meio";-;-;1;-;-;-;-;-;-;-;-;-;1
"210520 Igarapé Grande";-;1;-;-;-;-;1;-;-;-;-;-;2
"210530 Imperatriz";1;1;1;4;-;1;-;-;2;3;2;2;17
"210540 Itapecuru Mirim";-;-;-;-;-;-;1;-;-;1;-;-;2
"210542 Itinga do Maranhão";1;-;-;-;-;-;-;-;-;1;-;-;2
"210550 João Lisboa";-;-;-;-;1;-;-;-;-;-;-;-;1
"210560 Joselândia";-;-;-;-;-;-;-;-;1;-;-;-;1
"210570 Lago da Pedra";-;-;-;-;-;-;-;-;-;-;1;1;2
"210590 Lago Verde";-;-;-;-;-;1;-;-;-;-;-;-;1
"210592 Lagoa do Mato";-;-;-;1;-;-;-;-;-;-;-;-;1
"210600 Lima Campos";-;-;-;-;1;-;-;-;-;-;-;-;1
"210610 Loreto";-;-;1;-;-;-;-;-;-;-;-;-;1
"210640 Mata Roma";-;-;1;1;-;-;-;-;-;-;-;-;2
"210650 Matinha";-;-;-;-;-;-;-;1;1;-;-;-;2
"210660 Matões";-;-;-;1;-;1;-;1;-;-;-;-;3
"210663 Matões do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"210670 Mirador";-;-;-;1;-;-;2;-;-;-;-;-;3
"210675 Miranda do Norte";1;1;-;-;-;-;-;-;-;-;-;-;2
"210680 Mirinzal";-;1;-;-;-;-;-;-;-;-;-;-;1
"210690 Monção";-;-;-;-;1;1;-;-;-;-;-;-;2
"210720 Nina Rodrigues";-;-;-;-;-;1;-;-;-;-;-;-;1
"210725 Nova Colinas";-;-;-;-;-;-;-;-;-;-;1;-;1
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;-;-;1;-;-;1
"210750 Paço do Lumiar";1;-;-;-;-;1;-;-;-;1;-;1;4
"210770 Paraibano";-;-;-;1;1;-;-;-;-;-;-;-;2
"210780 Parnarama";-;-;-;1;-;-;-;-;-;-;-;-;1
"210790 Passagem Franca";-;1;-;-;-;-;1;-;-;-;-;-;2
"210845 Peritoró";-;-;-;-;-;-;-;-;1;-;-;-;1
"210850 Pindaré-Mirim";-;-;-;1;-;-;-;-;-;1;-;-;2
"210860 Pinheiro";-;-;1;-;-;1;1;-;1;1;1;-;6
"210880 Pirapemas";-;-;1;-;-;-;-;-;-;-;-;-;1
"210890 Poção de Pedras";-;-;-;-;-;-;-;-;-;-;-;1;1
"210900 Porto Franco";-;3;-;-;-;-;-;-;-;-;-;-;3
"210910 Presidente Dutra";-;-;1;-;-;1;-;-;-;-;2;1;5
"210940 Primeira Cruz";-;-;-;-;-;-;-;-;1;-;-;-;1
"210950 Riachão";1;-;-;-;1;-;-;-;2;-;1;-;5
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;-;1;-;-;-;1
"210960 Rosário";-;-;-;-;-;-;-;-;1;-;-;-;1
"210975 Santa Filomena do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;1
"211000 Santa Luzia";2;-;-;-;1;-;1;-;-;1;1;-;6
"211003 Santa Luzia do Paruá";-;-;1;-;1;-;1;-;-;-;-;1;4
"211020 Santa Rita";-;1;-;-;-;-;-;-;-;-;-;-;1
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;1;1
"211050 São Bento";-;-;-;1;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";-;-;-;-;-;-;-;-;-;-;1;-;1
"211070 São Domingos do Maranhão";1;-;-;-;1;-;-;-;-;-;-;-;2
"211100 São João Batista";-;-;-;-;-;-;-;-;-;1;-;-;1
"211107 São João do Soter";-;-;-;-;-;1;-;-;-;-;-;-;1
"211110 São João dos Patos";-;-;-;1;1;-;-;1;-;-;-;-;3
"211120 São José de Ribamar";1;-;-;-;-;-;-;1;-;3;-;-;5
"211130 São Luís";3;3;6;-;1;2;4;2;3;4;4;5;37
"211140 São Luís Gonzaga do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"211150 São Mateus do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;1;-;-;-;-;-;1
"211176 Senador La Rocque";-;-;-;-;-;-;1;-;-;-;-;1;2
"211190 Sucupira do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";-;1;-;-;-;-;-;-;-;-;1;-;2
"211220 Timon";2;1;-;2;-;-;2;-;2;2;2;1;14
"211230 Tuntum";1;1;1;-;-;1;-;-;-;1;-;-;5
"211240 Turiaçu";1;-;-;-;-;-;-;-;-;1;-;-;2
"211250 Tutóia";-;-;-;-;-;-;-;-;-;1;-;-;1
"211270 Vargem Grande";-;-;-;-;-;-;1;-;-;-;1;-;2
"211280 Viana";-;-;-;-;-;-;-;-;-;1;-;1;2
"211285 Vila Nova dos Martírios";1;-;-;-;-;-;-;-;1;-;-;-;2
"211290 Vitória do Mearim";-;-;-;-;-;-;-;1;-;-;-;-;1
"211300 Vitorino Freire";1;-;-;-;-;-;-;1;-;-;-;-;2
"211400 Zé Doca";-;-;-;-;-;-;-;1;1;-;-;-;2
"220010 Agricolândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"220020 Água Branca";-;-;1;-;-;1;1;-;-;-;-;-;3
"220025 Alagoinha do Piauí";-;-;-;-;-;-;1;1;-;-;-;-;2
"220030 Alto Longá";1;-;-;-;-;-;1;1;-;-;-;-;3
"220040 Altos";1;-;-;-;-;-;-;1;1;1;-;1;5
"220050 Amarante";-;-;-;-;1;-;-;-;-;-;1;-;2
"220090 Aroazes";-;-;-;-;-;1;-;-;-;-;-;-;1
"220095 Aroeiras do Itaim";-;-;-;-;-;1;-;-;-;-;-;-;1
"220105 Assunção do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220120 Barras";-;1;-;-;-;-;-;-;-;-;-;-;1
"220130 Barreiras do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
