"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"150240 Castanhal";-;3;-;-;-;1;-;-;-;-;-;2;6
"150270 Conceição do Araguaia";1;-;-;-;-;-;-;-;-;2;-;-;3
"150276 Cumaru do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"150277 Curionópolis";-;-;-;-;-;-;-;-;1;-;-;-;1
"150293 Dom Eliseu";-;-;1;1;-;-;1;-;-;-;-;-;3
"150300 Faro";-;-;-;-;-;-;-;-;-;-;-;1;1
"150307 Garrafão do Norte";-;-;-;-;-;-;-;-;-;-;1;-;1
"150309 Goianésia do Pará";-;-;-;-;-;-;1;-;-;-;1;-;2
"150320 Igarapé-Açu";-;-;-;2;-;-;-;1;-;1;-;-;4
"150330 Igarapé-Miri";-;-;-;-;-;-;-;-;-;1;-;-;1
"150345 Ipixuna do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150360 Itaituba";-;-;-;1;-;1;-;-;-;-;-;-;2
"150370 Itupiranga";-;-;-;-;-;1;-;1;-;-;1;-;3
"150380 Jacundá";-;-;-;-;1;-;-;-;-;-;-;-;1
"150420 Marabá";-;2;2;1;2;-;1;-;2;1;1;1;13
"150442 Marituba";-;-;1;-;-;-;1;-;-;-;-;-;2
"150470 Moju";-;-;-;-;-;-;-;1;-;1;-;-;2
"150480 Monte Alegre";-;-;-;-;-;-;-;-;-;-;-;1;1
"150506 Novo Repartimento";-;-;-;-;1;-;-;-;-;1;-;-;2
"150520 Oeiras do Pará";-;-;-;1;-;-;1;1;-;-;-;-;3
"150530 Oriximiná";-;-;-;-;-;-;-;1;-;-;-;1;2
"150543 Ourilândia do Norte";-;-;1;-;-;-;-;-;-;-;-;-;1
"150548 Pacajá";-;-;-;-;1;-;-;1;-;-;-;-;2
"150549 Palestina do Pará";-;-;-;-;-;-;1;-;-;-;-;-;1
"150550 Paragominas";-;-;-;-;2;1;1;-;-;1;1;-;6
"150553 Parauapebas";1;-;-;-;1;-;-;2;-;-;-;1;5
"150600 Prainha";-;-;-;-;-;1;-;-;1;-;-;-;2
"150613 Redenção";-;-;-;-;-;1;1;1;-;-;1;-;4
"150616 Rio Maria";-;-;-;1;-;1;-;-;-;-;-;-;2
"150618 Rondon do Pará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150619 Rurópolis";-;-;-;-;-;-;-;-;-;1;-;-;1
"150650 Santa Izabel do Pará";-;-;-;-;-;-;-;-;1;1;1;-;3
"150670 Santana do Araguaia";-;-;-;1;1;-;-;-;-;-;1;-;3
"150680 Santarém";-;2;-;-;1;1;6;2;1;2;-;-;15
"150730 São Félix do Xingu";-;-;-;-;-;-;1;-;-;-;-;-;1
"150740 São Francisco do Pará";-;-;-;-;-;-;-;-;-;-;1;-;1
"150795 Tailândia";-;1;-;-;1;-;1;-;-;-;-;-;3
"150800 Tomé-Açu";-;-;-;-;-;-;-;-;-;1;-;-;1
"150808 Tucumã";-;-;-;-;-;-;-;-;1;-;-;-;1
"150810 Tucuruí";-;-;1;-;1;-;-;1;-;1;1;-;5
"150812 Ulianópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"150815 Uruará";-;1;-;-;1;-;1;1;-;-;-;-;4
"150820 Vigia";-;-;-;-;-;-;-;1;-;-;-;-;1
"150830 Viseu";-;-;-;-;-;-;1;1;-;-;-;-;2
"150835 Vitória do Xingu";-;-;-;1;-;-;-;-;-;-;-;-;1
"150840 Xinguara";-;-;-;-;-;1;-;-;-;-;-;-;1
"160020 Calçoene";-;-;-;-;-;1;-;-;-;-;1;-;2
"160027 Laranjal do Jari";-;-;-;1;-;-;-;-;-;1;1;-;3
"160030 Macapá";3;2;-;2;3;1;3;-;2;2;2;2;22
"160040 Mazagão";1;1;-;-;-;-;-;-;-;-;1;-;3
"160050 Oiapoque";-;-;1;-;-;-;-;-;-;-;-;1;2
"160015 Pedra Branca do Amapari";1;-;-;-;-;-;-;-;-;-;-;-;1
"160060 Santana";1;-;1;-;-;-;1;-;-;1;-;-;4
"170100 Ananás";1;-;-;-;-;-;-;-;-;-;-;-;1
"170110 Aparecida do Rio Negro";-;-;-;1;-;-;-;-;-;-;-;-;1
"170130 Aragominas";-;-;-;-;-;-;-;-;-;-;-;1;1
"170210 Araguaína";-;2;-;-;-;-;1;-;-;-;1;1;5
"170220 Araguatins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170230 Arapoema";-;-;-;-;-;-;-;-;1;-;-;-;1
"170290 Axixá do Tocantins";1;-;-;-;1;-;-;-;-;-;-;-;2
"170310 Barrolândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"170370 Brejinho de Nazaré";-;-;-;-;-;-;-;1;-;-;-;1;2
"170386 Cariri do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"170390 Caseara";-;1;-;-;-;-;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";-;1;1;-;-;-;1;-;-;-;1;1;5
"171670 Colméia";-;-;-;-;-;-;1;-;-;-;-;-;1
"170555 Combinado";-;-;-;-;-;-;2;-;-;-;-;-;2
"170610 Cristalândia";-;-;-;1;-;1;-;-;-;-;-;-;2
"170700 Dianópolis";-;-;-;1;-;-;-;-;-;-;-;1;2
"170710 Divinópolis do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"170740 Esperantina";-;-;-;-;-;-;-;-;-;-;-;1;1
"170755 Fátima";-;-;-;1;-;-;-;-;-;-;-;-;1
"170830 Goianorte";-;-;-;-;-;-;-;-;-;1;-;1;2
"170930 Guaraí";-;-;-;-;-;-;-;2;-;-;1;-;3
"170950 Gurupi";2;-;-;-;2;-;-;-;1;-;-;-;5
"171050 Itacajá";-;1;-;-;1;-;-;-;-;-;-;-;2
"171250 Marianópolis do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171330 Miranorte";-;-;-;-;-;-;-;-;-;-;1;1;2
"171420 Natividade";1;-;-;1;-;-;-;-;-;-;-;-;2
"171430 Nazaré";-;-;1;-;-;-;-;-;-;-;-;-;1
"171500 Nova Rosalândia";-;-;-;-;1;-;-;-;-;-;-;-;1
"171515 Novo Alegre";-;-;-;-;-;-;1;-;-;-;-;-;1
"172100 Palmas";-;1;3;1;-;-;-;2;1;-;-;1;9
"171570 Palmeirante";-;-;-;-;-;-;-;-;-;-;2;-;2
"171380 Palmeiras do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"171575 Palmeirópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"171610 Paraíso do Tocantins";-;1;-;-;-;-;-;1;2;-;1;-;5
"171650 Pedro Afonso";1;-;-;-;-;-;-;-;-;-;-;1;2
"171820 Porto Nacional";-;-;-;-;-;-;-;1;-;3;-;1;5
"171845 Pugmil";-;-;-;-;-;-;-;1;-;-;-;-;1
"171875 Rio Sono";-;-;-;-;-;-;-;-;-;-;1;-;1
"171886 Santa Fé do Araguaia";-;-;-;1;-;-;-;-;-;-;-;-;1
"172010 São Bento do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172049 São Valério";-;-;-;-;-;-;1;-;-;1;-;-;2
"172090 Taguatinga";-;-;-;-;-;-;-;-;1;-;-;-;1
"172093 Taipas do Tocantins";-;1;1;-;-;-;-;-;-;-;-;-;2
"172110 Tocantínia";-;-;-;-;1;-;-;1;-;-;-;-;2
"172120 Tocantinópolis";-;-;-;1;-;1;-;-;-;-;-;-;2
"172210 Xambioá";-;-;-;-;1;-;-;-;-;-;-;-;1
"170000 Município ignorado - TO";-;-;-;-;-;-;-;1;-;-;-;-;1
"210005 Açailândia";-;1;-;-;1;-;-;-;-;-;-;-;2
"210060 Amarante do Maranhão";-;-;-;-;-;1;-;1;-;-;-;-;2
"210070 Anajatuba";-;-;-;-;-;-;-;-;-;-;1;-;1
"210120 Bacabal";-;1;1;1;1;-;-;1;1;-;-;-;6
"210125 Bacabeira";-;-;-;-;-;1;-;-;-;-;-;-;1
"210140 Balsas";-;1;-;-;1;-;-;-;2;-;-;1;5
"210150 Barão de Grajaú";-;1;1;-;-;-;1;-;-;-;-;-;3
"210160 Barra do Corda";-;1;-;1;-;-;-;2;1;-;-;2;7
"210190 Bequimão";-;-;-;-;-;-;1;-;-;-;-;-;1
"210200 Bom Jardim";-;-;-;-;1;1;-;-;-;-;-;-;2
"210203 Bom Jesus das Selvas";1;-;1;-;-;-;-;-;-;-;-;-;2
"210210 Brejo";-;-;-;1;-;-;-;-;1;-;1;-;3
"210220 Buriti";-;-;-;-;-;-;-;1;-;-;-;-;1
"210230 Buriti Bravo";-;-;1;-;-;-;-;-;-;-;-;-;1
"210232 Buriticupu";-;-;1;-;-;-;-;-;-;-;-;-;1
"210235 Buritirana";1;1;-;-;-;-;-;-;-;-;-;-;2
"210250 Cajari";-;-;-;1;-;-;-;-;-;-;-;-;1
"210255 Campestre do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210290 Carutapera";-;-;-;-;1;-;-;-;-;-;-;-;1
"210300 Caxias";2;1;2;-;-;-;-;1;-;-;-;2;8
"210320 Chapadinha";-;-;1;-;1;-;-;-;-;-;-;-;2
"210330 Codó";-;1;1;-;1;1;1;-;1;3;1;-;10
"210340 Coelho Neto";-;-;-;-;-;1;-;1;-;-;-;-;2
"210350 Colinas";-;-;-;-;1;-;-;-;-;-;-;1;2
"210375 Davinópolis";-;-;-;-;-;-;-;-;-;1;-;-;1
"210380 Dom Pedro";-;-;-;-;2;-;-;-;-;-;-;-;2
"210390 Duque Bacelar";-;-;-;-;-;-;-;1;-;-;1;-;2
"210405 Estreito";-;-;1;1;-;-;-;-;-;-;-;-;2
"210408 Fernando Falcão";-;-;-;-;-;1;-;1;-;-;-;-;2
"210409 Formosa da Serra Negra";-;-;-;-;-;-;-;-;-;-;-;1;1
"210410 Fortaleza dos Nogueiras";1;-;-;-;-;-;-;-;-;-;-;1;2
"210440 Gonçalves Dias";1;-;-;-;1;-;-;1;-;-;-;-;3
"210455 Governador Edison Lobão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210465 Governador Newton Bello";-;-;-;-;-;1;-;-;-;-;-;-;1
"210500 Humberto de Campos";-;-;-;-;-;-;-;-;1;1;-;-;2
"210510 Icatu";1;-;-;-;1;-;-;-;-;-;-;-;2
"210515 Igarapé do Meio";-;-;-;-;-;-;-;1;-;-;-;-;1
"210530 Imperatriz";1;2;3;4;2;-;1;3;1;-;-;1;18
"210540 Itapecuru Mirim";-;-;-;-;1;1;-;-;-;-;-;-;2
"210542 Itinga do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210550 João Lisboa";-;-;1;-;-;-;-;1;-;-;-;1;3
"210570 Lago da Pedra";1;-;-;-;1;1;-;1;-;-;-;-;4
"210620 Luís Domingues";-;1;-;-;-;-;-;-;-;-;-;-;1
"210663 Matões do Norte";-;-;-;-;-;-;-;-;1;-;-;-;1
"210675 Miranda do Norte";-;1;-;-;-;-;-;-;-;-;-;-;1
"210735 Nova Olinda do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;1
"210750 Paço do Lumiar";-;-;-;-;-;-;1;-;-;-;-;-;1
"210780 Parnarama";-;-;1;-;-;2;-;-;-;-;-;1;4
"210800 Pastos Bons";-;-;-;-;-;-;-;-;-;-;-;1;1
"210820 Pedreiras";-;-;-;-;-;-;1;-;2;-;1;-;4
"210850 Pindaré-Mirim";1;-;-;-;-;-;-;-;-;-;-;-;1
"210860 Pinheiro";-;-;-;-;1;-;1;-;-;-;1;1;4
"210880 Pirapemas";1;-;-;-;-;-;-;-;-;-;-;-;1
"210890 Poção de Pedras";-;-;-;-;-;1;-;-;-;-;-;-;1
"210900 Porto Franco";-;-;-;-;-;-;-;-;-;1;-;-;1
"210910 Presidente Dutra";-;-;-;-;-;1;-;-;-;-;-;1;2
"210930 Presidente Vargas";-;-;-;-;-;-;-;-;-;-;-;1;1
"210945 Raposa";-;-;-;1;-;-;-;-;-;-;-;1;2
"210960 Rosário";1;-;-;-;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;1;1;-;-;-;-;-;-;-;1;-;3
"211000 Santa Luzia";-;-;-;1;-;-;-;-;-;-;-;2;3
"211010 Santa Quitéria do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;1
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;-;-;-;1;-;-;1
"211070 São Domingos do Maranhão";-;-;-;-;-;2;1;-;-;-;-;1;4
"211080 São Félix de Balsas";-;-;-;-;-;-;-;1;-;-;-;-;1
"211102 São João do Carú";-;-;-;-;-;-;-;1;-;-;-;-;1
"211105 São João do Paraíso";-;-;-;-;-;-;-;1;-;-;-;-;1
"211110 São João dos Patos";1;-;-;2;-;-;-;-;1;-;-;-;4
"211120 São José de Ribamar";-;1;-;1;-;-;-;-;1;1;-;-;4
"211130 São Luís";2;4;-;2;1;3;3;2;3;2;6;3;31
"211140 São Luís Gonzaga do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"211157 São Pedro dos Crentes";-;-;-;-;-;-;1;-;-;-;-;-;1
"211160 São Raimundo das Mangabeiras";-;-;-;-;1;-;-;-;1;-;-;-;2
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;-;1;-;-;-;-;1
"211174 Senador Alexandre Costa";-;1;-;-;-;-;-;-;-;-;-;-;1
"211180 Sítio Novo";-;1;-;-;-;-;-;-;-;-;-;-;1
"211190 Sucupira do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"211220 Timon";1;-;1;1;-;-;-;-;1;-;-;-;4
"211260 Urbano Santos";1;-;-;-;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";-;-;-;-;-;-;-;1;2;-;-;-;3
"211300 Vitorino Freire";-;-;-;-;-;-;-;-;-;-;-;1;1
"211400 Zé Doca";-;-;-;-;-;-;-;-;-;1;-;1;2
"220005 Acauã";-;-;-;-;2;-;-;-;-;-;-;-;2
"220020 Água Branca";-;-;-;-;-;-;-;-;-;-;1;-;1
"220027 Alegrete do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220040 Altos";-;-;-;-;1;1;1;-;1;-;-;-;4
"220050 Amarante";1;-;1;-;-;-;-;-;-;-;1;-;3
"220100 Arraial";1;-;-;-;-;-;1;-;-;-;-;-;2
"220117 Barra D'Alcântara";-;-;-;-;-;-;-;-;-;-;-;1;1
"220120 Barras";-;-;-;-;-;-;-;-;-;1;2;-;3
"220150 Batalha";-;-;-;-;2;-;1;-;-;-;-;-;3
"220155 Bela Vista do Piauí";-;1;-;-;-;-;-;-;-;1;-;-;2
"220160 Beneditinos";-;-;-;-;-;-;-;-;-;1;1;-;2
"220173 Betânia do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;2;-;-;-;-;-;-;-;-;-;-;2
"220196 Brasileira";1;-;-;-;-;-;-;-;-;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;1;-;-;-;-;-;-;-;1
"220202 Buriti dos Montes";-;-;-;-;1;-;-;-;-;-;-;1;2
"220205 Cabeceiras do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220210 Campinas do Piauí";-;-;-;-;-;-;1;-;-;-;-;-;1
"220217 Campo Largo do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220220 Campo Maior";-;-;-;-;3;-;-;1;-;-;-;1;5
"220230 Canto do Buriti";-;-;-;-;1;-;-;-;-;-;-;-;1
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-;-;-;1;-;-;1
"220260 Castelo do Piauí";-;1;-;-;1;1;-;-;1;-;1;-;5
"220270 Cocal";-;-;-;-;-;-;-;-;1;-;-;1;2
"220273 Coivaras";-;-;-;-;-;1;-;-;-;-;-;-;1
"220277 Colônia do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220280 Conceição do Canindé";-;-;-;-;-;-;-;1;-;1;-;-;2
"220285 Coronel José Dias";-;-;-;1;-;-;-;-;-;-;-;-;1
"220290 Corrente";-;1;1;1;-;-;1;-;-;-;-;2;6
"220330 Demerval Lobão";-;-;-;-;-;-;-;1;-;-;-;-;1
"220340 Dom Expedito Lopes";-;1;-;-;-;-;-;1;-;-;-;1;3
"220350 Elesbão Veloso";1;-;-;-;-;-;-;1;-;-;-;-;2
"220390 Floriano";-;1;1;1;-;-;-;1;-;1;-;-;5
"220430 Fronteiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"220455 Guaribas";-;1;-;-;-;-;-;-;-;-;-;-;1
"220470 Inhuma";-;-;1;-;-;-;-;1;1;-;-;-;3
"220480 Ipiranga do Piauí";-;-;-;-;-;-;1;-;-;-;-;-;1
"220520 Jaicós";-;-;-;-;-;-;-;-;-;-;-;1;1
"220525 Jardim do Mulato";1;-;-;-;-;1;-;-;-;-;-;-;2
"220540 Joaquim Pires";1;1;-;-;-;-;-;-;-;-;-;1;3
"220550 José de Freitas";-;-;-;-;-;-;-;-;-;1;-;-;1
"220552 Júlio Borges";-;-;-;-;-;-;-;1;-;-;-;-;1
"220556 Lagoa do Barro do Piauí";1;-;-;-;-;-;-;-;-;-;-;-;1
"220570 Luís Correia";1;-;1;-;1;-;-;-;-;-;1;-;4
"220590 Manoel Emídio";-;-;-;1;-;1;-;1;-;-;-;-;3
"220595 Marcolândia";-;-;-;-;-;-;-;1;-;-;-;1;2
"220600 Marcos Parente";-;-;-;-;-;-;-;-;-;-;1;-;1
"220620 Miguel Alves";-;-;-;-;-;-;-;-;1;-;-;-;1
"220640 Monsenhor Gil";-;-;-;-;-;-;-;-;-;-;1;-;1
"220650 Monsenhor Hipólito";1;1;-;-;-;-;-;-;-;-;-;-;2
"220665 Morro Cabeça no Tempo";-;-;1;-;-;-;-;-;-;-;-;-;1
"220670 Nazaré do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220675 Nossa Senhora de Nazaré";-;-;-;-;-;1;-;-;-;-;-;-;1
"220795 Nova Santa Rita";-;-;-;-;-;-;1;-;-;-;-;-;1
"220700 Oeiras";-;-;-;-;-;1;1;-;-;2;-;-;4
"220760 Parnaguá";-;-;-;-;-;-;-;-;1;-;-;-;1
"220770 Parnaíba";-;-;1;1;1;1;-;1;-;-;-;-;5
"220780 Paulistana";-;-;-;-;1;-;-;-;-;-;1;1;3
"220790 Pedro II";1;-;-;-;-;-;1;-;-;-;-;2;4
"220800 Picos";-;-;-;-;-;3;-;1;-;2;-;-;6
"220810 Pimenteiras";-;-;-;-;-;-;-;-;-;-;1;1;2
"220830 Piracuruca";-;-;-;-;1;-;-;-;-;-;-;-;1
"220840 Piripiri";-;-;-;1;-;2;2;1;1;-;1;-;8
"220850 Porto";-;-;-;-;-;-;-;-;-;1;-;-;1
"220860 Prata do Piauí";-;-;1;-;1;-;-;-;-;-;-;1;3
"220865 Queimada Nova";-;-;-;-;-;-;-;-;-;2;-;-;2
"220940 Santo Antônio de Lisboa";-;-;-;-;-;-;-;-;-;1;-;-;1
"220960 São Félix do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220990 São João da Serra";-;-;-;1;-;-;-;-;-;-;-;-;1
"220995 São João da Varjota";-;1;-;-;-;-;-;-;-;-;-;-;1
"221000 São João do Piauí";-;-;-;-;-;-;-;-;2;-;1;-;3
"221030 São Julião";-;-;-;-;-;-;-;-;-;-;-;1;1
"221040 São Miguel do Tapuio";-;-;1;1;-;1;1;1;-;-;-;-;5
"221060 São Raimundo Nonato";-;-;-;-;1;1;-;-;-;-;-;-;2
"221070 Simões";-;-;-;-;-;-;-;-;-;-;-;1;1
"221080 Simplício Mendes";-;-;-;-;-;-;1;-;1;1;-;-;3
"221090 Socorro do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"221093 Sussuapara";-;-;-;-;-;-;1;-;-;-;-;1;2
"221097 Tanque do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"221100 Teresina";3;6;6;5;3;6;5;5;10;-;3;5;57
"221110 União";-;-;1;-;1;1;-;1;2;-;-;-;6
"221120 Uruçuí";-;-;-;-;-;-;-;-;1;1;-;-;2
"221130 Valença do Piauí";-;-;-;2;1;-;-;-;-;-;-;-;3
"230020 Acaraú";-;-;1;-;1;1;-;1;-;-;-;1;5
"230030 Acopiara";-;1;-;1;-;-;-;-;-;-;-;-;2
