"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"150830 Viseu";-;-;-;-;-;1;2;-;-;1;-;-;4
"150840 Xinguara";-;-;-;-;-;-;-;1;-;-;-;-;1
"160010 Amapá";-;-;-;-;-;-;-;-;-;-;-;1;1
"160027 Laranjal do Jari";-;-;1;-;-;-;-;-;-;-;-;-;1
"160030 Macapá";1;1;-;1;-;-;-;-;5;1;1;5;15
"160050 Oiapoque";-;-;-;-;-;-;-;-;-;-;-;1;1
"160060 Santana";-;-;-;-;-;-;-;-;-;2;-;1;3
"170035 Aliança do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"170210 Araguaína";3;2;-;-;-;-;1;-;1;-;2;1;10
"170220 Araguatins";-;-;-;-;-;-;-;-;1;1;-;-;2
"170230 Arapoema";-;-;-;-;-;1;-;-;1;-;1;-;3
"170240 Arraias";1;1;-;-;-;-;-;-;-;-;-;-;2
"170255 Augustinópolis";-;-;-;-;-;-;-;1;-;-;-;-;1
"170290 Axixá do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"170370 Brejinho de Nazaré";-;-;-;-;-;-;-;-;-;1;-;-;1
"170380 Buriti do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"170386 Cariri do Tocantins";-;-;-;-;-;-;-;-;-;2;-;-;2
"170388 Carmolândia";-;-;-;-;1;-;-;-;1;-;-;-;2
"170410 Centenário";1;-;-;-;-;-;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"170560 Conceição do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"170650 Darcinópolis";-;-;-;-;-;-;-;-;-;-;1;-;1
"170700 Dianópolis";-;-;-;-;2;-;-;-;-;-;-;-;2
"170710 Divinópolis do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170720 Dois Irmãos do Tocantins";-;-;-;-;-;-;-;-;-;1;-;1;2
"170770 Filadélfia";-;1;-;-;-;-;-;1;-;-;-;-;2
"170820 Formoso do Araguaia";1;-;-;-;-;-;-;-;-;-;-;1;2
"170825 Fortaleza do Tabocão";-;-;1;-;-;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;-;1;-;-;-;-;-;-;-;1
"170930 Guaraí";-;1;-;-;-;-;-;-;-;-;1;-;2
"170950 Gurupi";1;3;-;-;-;-;2;1;-;-;-;1;8
"171070 Itaguatins";-;-;-;-;-;1;-;-;-;-;-;-;1
"171150 Jaú do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171190 Lagoa da Confusão";1;-;-;-;1;-;-;-;1;-;-;1;4
"171320 Miracema do Tocantins";-;-;1;-;-;1;-;-;-;-;-;-;2
"171330 Miranorte";1;-;-;-;-;-;-;-;-;-;-;-;1
"171420 Natividade";-;-;1;-;-;-;-;-;-;-;-;-;1
"171488 Nova Olinda";-;-;-;-;-;-;1;-;-;-;-;-;1
"171525 Novo Jardim";-;-;-;-;-;-;-;1;-;-;-;-;1
"172100 Palmas";1;1;1;1;1;-;-;-;-;3;-;2;10
"171380 Palmeiras do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171610 Paraíso do Tocantins";-;-;-;-;2;-;-;1;-;-;-;-;3
"171620 Paranã";-;-;-;-;-;1;-;-;-;-;-;-;1
"171630 Pau D'Arco";-;-;-;-;-;-;-;1;-;-;-;-;1
"171660 Peixe";-;-;-;-;-;1;-;-;-;-;-;-;1
"171800 Porto Alegre do Tocantins";-;1;-;1;-;-;-;-;-;-;-;-;2
"171820 Porto Nacional";-;1;-;1;-;-;-;-;1;-;1;-;4
"171875 Rio Sono";-;-;-;-;-;1;-;-;-;-;-;-;1
"171884 Sandolândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"172065 Silvanópolis";-;-;-;1;-;-;1;-;-;-;-;-;2
"172110 Tocantínia";-;-;-;-;-;-;-;-;-;-;1;-;1
"172210 Xambioá";1;-;-;-;-;-;-;1;-;-;-;-;2
"210005 Açailândia";1;1;-;-;-;1;1;-;-;-;1;-;5
"210060 Amarante do Maranhão";1;-;1;-;-;-;-;-;1;2;-;-;5
"210070 Anajatuba";-;-;-;-;-;-;-;-;-;1;-;-;1
"210080 Anapurus";-;-;-;-;-;-;-;-;-;1;-;-;1
"210090 Araioses";-;-;-;-;-;-;-;-;1;-;-;-;1
"210100 Arari";-;-;-;-;-;1;-;-;-;-;-;-;1
"210120 Bacabal";1;2;-;-;1;1;-;-;1;2;2;1;11
"210130 Bacuri";-;-;-;-;-;-;-;1;-;-;-;-;1
"210140 Balsas";-;-;-;-;1;1;1;1;-;-;-;-;4
"210150 Barão de Grajaú";-;-;-;-;-;-;1;-;-;-;-;-;1
"210160 Barra do Corda";1;1;-;-;-;-;-;1;1;-;1;-;5
"210170 Barreirinhas";-;-;-;-;-;-;-;-;1;-;-;-;1
"210193 Bernardo do Mearim";-;-;1;-;-;-;-;-;-;-;-;-;1
"210200 Bom Jardim";-;-;-;-;1;-;-;-;-;-;-;-;1
"210210 Brejo";-;-;-;-;-;2;1;-;-;-;-;-;3
"210220 Buriti";-;-;-;-;-;-;1;-;-;2;-;-;3
"210232 Buriticupu";-;1;-;-;-;-;-;-;-;-;-;-;1
"210255 Campestre do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;1
"210270 Cantanhede";1;-;-;-;-;-;-;-;-;-;-;-;1
"210290 Carutapera";-;-;1;-;-;1;-;-;-;-;-;-;2
"210300 Caxias";-;1;-;-;1;-;1;1;-;2;-;-;6
"210320 Chapadinha";-;1;-;-;1;-;-;-;-;-;-;-;2
"210325 Cidelândia";-;-;-;-;-;-;-;-;-;-;-;1;1
"210330 Codó";1;-;-;-;1;-;-;1;1;-;-;-;4
"210340 Coelho Neto";-;-;-;-;-;-;-;-;-;1;-;1;2
"210350 Colinas";-;-;-;-;-;-;-;-;-;1;-;-;1
"210355 Conceição do Lago-Açu";-;1;-;-;-;1;1;1;-;-;-;-;4
"210360 Coroatá";-;-;-;1;-;-;-;-;-;1;1;1;4
"210390 Duque Bacelar";-;-;-;-;-;-;-;-;1;-;-;-;1
"210407 Feira Nova do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210450 Governador Archer";-;-;1;-;-;-;-;-;-;-;-;-;1
"210480 Grajaú";-;-;-;-;-;-;-;-;1;-;1;-;2
"210500 Humberto de Campos";-;1;-;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;3;-;1;-;1;3;-;2;-;-;2;12
"210540 Itapecuru Mirim";-;1;-;-;-;-;-;-;-;-;-;-;1
"210542 Itinga do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210560 Joselândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"210570 Lago da Pedra";1;-;1;-;-;-;-;-;-;-;-;1;3
"210650 Matinha";-;1;-;-;-;-;-;-;-;-;-;-;1
"210663 Matões do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"210740 Olho d'Água das Cunhãs";-;-;-;1;-;-;-;-;-;-;-;-;1
"210745 Olinda Nova do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210750 Paço do Lumiar";-;-;-;1;-;-;-;-;-;-;-;1;2
"210770 Paraibano";-;1;-;-;-;-;-;-;-;-;-;-;1
"210780 Parnarama";-;-;-;-;1;-;-;1;-;-;-;2;4
"210820 Pedreiras";-;1;-;-;1;1;1;1;1;-;-;-;6
"210830 Penalva";1;-;-;-;1;-;-;-;-;-;-;-;2
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;1;1;-;-;-;2
"210860 Pinheiro";-;-;-;-;-;-;-;1;1;1;-;-;3
"210890 Poção de Pedras";-;1;-;-;-;-;-;-;-;-;-;-;1
"210900 Porto Franco";-;-;1;-;-;-;-;-;-;-;-;-;1
"210930 Presidente Vargas";-;-;-;-;-;-;1;-;-;-;-;-;1
"210945 Raposa";-;-;-;-;-;-;-;-;1;-;-;-;1
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;-;-;1;-;-;1
"210960 Rosário";-;-;1;-;-;-;-;-;-;-;-;-;1
"210970 Sambaíba";-;-;-;-;-;1;-;-;-;-;-;-;1
"210975 Santa Filomena do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"210980 Santa Helena";1;-;-;1;-;-;-;1;-;-;-;-;3
"210990 Santa Inês";-;-;-;-;-;-;1;-;1;-;-;-;2
"211003 Santa Luzia do Paruá";-;-;1;-;-;-;-;-;-;-;-;-;1
"211030 Santo Antônio dos Lopes";-;-;-;-;-;-;-;-;-;1;1;-;2
"211040 São Benedito do Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;1
"211050 São Bento";-;-;-;-;-;-;1;-;-;-;-;-;1
"211060 São Bernardo";-;-;1;-;-;-;-;-;1;-;-;-;2
"211070 São Domingos do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"211090 São Francisco do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"211120 São José de Ribamar";-;-;-;2;-;-;-;-;-;1;-;-;3
"211130 São Luís";1;1;2;6;3;3;2;4;2;2;7;1;34
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"211150 São Mateus do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;1
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;1;-;-;-;1
"211160 São Raimundo das Mangabeiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";1;-;-;-;-;-;-;-;-;-;-;-;1
"211220 Timon";-;2;2;3;-;-;-;1;-;2;-;1;11
"211223 Trizidela do Vale";-;-;-;-;-;-;-;-;1;1;-;-;2
"211227 Tufilândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"211230 Tuntum";-;-;-;-;-;-;-;1;-;-;-;-;1
"211270 Vargem Grande";-;-;-;-;1;-;-;-;-;-;-;-;1
"211280 Viana";-;-;-;1;-;-;-;-;-;-;-;-;1
"211285 Vila Nova dos Martírios";-;-;-;-;-;-;-;1;-;-;-;-;1
"211400 Zé Doca";-;-;-;-;-;-;-;-;-;-;1;-;1
"210000 Município ignorado - MA";-;-;-;-;-;-;1;-;-;-;-;-;1
"220005 Acauã";-;-;-;1;-;-;-;1;-;-;-;-;2
"220030 Alto Longá";-;1;-;-;-;-;-;-;1;-;-;-;2
"220040 Altos";-;-;-;-;-;-;-;-;-;-;-;1;1
"220050 Amarante";-;-;-;-;-;-;-;1;-;-;-;-;1
"220060 Angical do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220105 Assunção do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220115 Baixa Grande do Ribeiro";-;-;-;-;-;-;1;-;-;-;-;-;1
"220140 Barro Duro";-;-;-;-;1;1;-;-;-;-;-;-;2
"220150 Batalha";-;1;-;-;-;-;-;-;-;-;-;1;2
"220155 Bela Vista do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220160 Beneditinos";1;-;-;-;-;-;-;-;-;1;-;1;3
"220170 Bertolínia";-;-;-;-;-;-;-;1;-;1;-;-;2
"220173 Betânia do Piauí";-;-;-;-;-;-;-;1;-;-;1;-;2
"220190 Bom Jesus";-;-;-;-;-;-;1;-;-;-;-;-;1
"220194 Boqueirão do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220200 Buriti dos Lopes";-;-;-;-;-;-;-;-;-;1;-;-;1
"220202 Buriti dos Montes";-;-;-;-;-;1;-;-;1;-;-;-;2
"220205 Cabeceiras do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220208 Cajueiro da Praia";-;-;-;-;-;-;-;1;-;-;-;-;1
"220211 Campo Alegre do Fidalgo";-;-;-;-;-;-;-;-;-;-;-;1;1
"220217 Campo Largo do Piauí";-;-;-;-;1;-;-;1;-;-;-;-;2
"220220 Campo Maior";-;2;-;-;-;1;-;-;-;2;-;-;5
"220225 Canavieira";1;-;-;-;-;-;-;-;-;-;-;-;1
"220245 Capitão Gervásio Oliveira";-;1;-;-;-;-;-;-;-;-;-;-;1
"220250 Caracol";-;-;-;-;-;-;-;-;-;2;-;-;2
"220260 Castelo do Piauí";-;-;-;-;-;-;-;1;3;-;-;-;4
"220270 Cocal";1;-;-;-;-;-;-;-;-;-;-;1;2
"220280 Conceição do Canindé";1;-;-;-;-;-;-;-;-;-;-;-;1
"220290 Corrente";-;1;-;-;-;1;-;-;-;-;1;-;3
"220320 Curimatá";1;-;-;-;-;-;-;-;-;-;-;-;1
"220330 Demerval Lobão";-;-;-;-;-;-;-;-;-;1;-;1;2
"220340 Dom Expedito Lopes";-;-;-;-;-;1;-;-;1;-;-;-;2
"220345 Dom Inocêncio";-;-;-;-;-;-;1;-;-;-;-;-;1
"220342 Domingos Mourão";-;-;-;1;-;-;-;-;-;-;-;-;1
"220350 Elesbão Veloso";-;-;-;-;-;-;-;-;1;-;-;-;1
"220370 Esperantina";-;-;-;-;-;-;-;-;-;1;-;1;2
"220390 Floriano";-;1;-;-;-;1;-;-;-;1;-;-;3
"220430 Fronteiras";-;-;-;-;-;-;1;-;-;-;-;-;1
"220450 Guadalupe";1;-;-;-;-;1;-;-;-;1;-;-;3
"220470 Inhuma";-;-;-;-;-;-;-;1;-;-;-;-;1
"220500 Itainópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"220520 Jaicós";1;-;-;-;-;-;-;-;-;-;-;-;1
"220550 José de Freitas";-;-;-;-;-;-;-;1;-;1;-;-;2
"220555 Lagoa Alegre";-;-;-;-;-;-;-;-;1;-;-;-;1
"220558 Lagoa do Piauí";-;-;-;-;-;-;-;-;-;1;-;-;1
"220570 Luís Correia";1;-;-;1;-;-;-;-;-;-;-;1;3
"220585 Madeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"220595 Marcolândia";-;-;-;-;-;-;-;-;-;1;-;-;1
"220620 Miguel Alves";-;-;-;-;1;1;2;-;-;-;-;-;4
"220640 Monsenhor Gil";-;-;-;-;1;-;-;-;-;-;-;-;1
"220660 Monte Alegre do Piauí";-;-;1;-;-;-;-;1;-;-;-;-;2
"220667 Morro do Chapéu do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220675 Nossa Senhora de Nazaré";-;-;-;-;1;-;-;-;-;-;-;-;1
"220690 Novo Oriente do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220700 Oeiras";-;1;-;-;-;-;-;-;-;-;-;2;3
"220710 Olho D'Água do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220720 Padre Marcos";-;-;-;-;-;-;-;-;-;1;-;-;1
"220730 Paes Landim";-;-;-;-;-;-;-;1;-;-;-;-;1
"220740 Palmeira do Piauí";-;-;1;-;-;-;-;-;-;-;-;1;2
"220770 Parnaíba";-;-;-;1;-;1;-;-;-;-;1;-;3
"220780 Paulistana";-;1;-;-;-;-;-;-;-;-;1;-;2
"220790 Pedro II";-;-;-;-;-;-;-;-;1;1;1;-;3
"220800 Picos";3;-;-;-;-;1;2;-;-;-;1;-;7
"220810 Pimenteiras";-;-;-;-;-;2;-;-;-;-;-;-;2
"220820 Pio IX";1;-;-;-;-;-;1;-;-;-;-;-;2
"220830 Piracuruca";-;-;-;-;-;-;1;2;-;-;-;-;3
"220840 Piripiri";1;2;-;2;-;1;2;2;-;4;-;1;15
"220865 Queimada Nova";-;-;-;-;1;-;-;-;-;-;-;-;1
"220880 Regeneração";-;-;-;-;1;-;-;-;-;1;-;-;2
"220915 Santa Cruz dos Milagres";-;-;-;-;-;-;-;-;-;-;1;-;1
"220937 Santa Rosa do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220935 Santana do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220940 Santo Antônio de Lisboa";-;-;-;-;-;-;-;1;-;-;1;-;2
"220980 São Gonçalo do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220985 São João da Canabrava";-;-;-;-;-;1;-;-;-;-;-;-;1
