"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"120020 Cruzeiro do Sul";2;-;-;-;-;-;-;-;-;1;-;1;4
"120030 Feijó";-;-;-;-;-;1;2;1;-;1;-;-;5
"120032 Jordão";-;1;-;-;-;-;-;-;-;-;-;-;1
"120033 Mâncio Lima";-;-;-;-;-;-;-;-;-;-;-;2;2
"120038 Plácido de Castro";-;-;-;-;-;1;-;-;-;-;2;-;3
"120080 Porto Acre";-;-;-;-;1;-;-;-;-;-;-;-;1
"120040 Rio Branco";2;1;2;-;1;3;1;4;1;-;2;1;18
"120060 Tarauacá";-;1;1;-;-;1;-;-;1;-;-;1;5
"120070 Xapuri";-;-;-;-;-;-;-;-;-;-;1;-;1
"130006 Amaturá";-;2;-;-;-;-;1;-;1;-;-;1;5
"130010 Anori";-;1;-;-;-;-;-;-;-;-;-;-;1
"130014 Apuí";1;-;-;-;-;-;-;-;-;-;-;-;1
"130020 Atalaia do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"130030 Autazes";-;-;-;1;-;-;-;-;-;-;-;-;1
"130040 Barcelos";-;-;1;-;-;-;-;-;-;-;-;1;2
"130050 Barreirinha";-;-;-;-;-;-;-;-;-;1;1;1;3
"130060 Benjamin Constant";1;2;-;2;-;-;-;-;-;1;1;-;7
"130080 Borba";-;-;-;-;-;-;1;-;-;-;-;-;1
"130083 Caapiranga";-;1;-;-;-;-;-;-;-;-;-;-;1
"130100 Carauari";-;-;-;-;-;-;-;-;-;-;1;-;1
"130110 Careiro";-;-;2;-;-;-;-;-;-;-;-;-;2
"130115 Careiro da Várzea";-;1;-;-;-;-;-;1;-;-;-;-;2
"130120 Coari";1;1;2;-;2;1;-;-;-;-;1;-;8
"130130 Codajás";-;-;-;-;-;-;-;-;-;1;-;-;1
"130140 Eirunepé";1;-;1;-;2;-;-;1;1;1;-;1;8
"130170 Humaitá";-;1;-;1;-;1;-;-;-;1;-;-;4
"130185 Iranduba";-;-;2;-;-;1;-;-;-;-;-;-;3
"130190 Itacoatiara";-;-;-;-;2;-;-;-;-;1;-;-;3
"130230 Jutaí";-;1;-;-;-;1;-;-;-;1;-;-;3
"130250 Manacapuru";1;-;-;1;-;1;-;1;-;-;-;-;4
"130260 Manaus";11;12;13;3;5;11;8;7;10;6;2;14;102
"130310 Nova Olinda do Norte";-;-;-;-;-;-;1;-;-;-;-;-;1
"130340 Parintins";-;1;-;-;1;-;-;-;-;-;1;1;4
"130356 Rio Preto da Eva";-;-;-;-;-;-;-;-;1;-;-;-;1
"130360 Santa Isabel do Rio Negro";1;-;-;-;-;-;1;-;1;-;-;-;3
"130370 Santo Antônio do Içá";3;-;-;-;-;1;-;1;-;1;-;-;6
"130380 São Gabriel da Cachoeira";2;-;1;-;-;1;1;1;-;1;1;-;8
"130390 São Paulo de Olivença";1;-;-;-;1;-;-;-;-;1;-;-;3
"130395 São Sebastião do Uatumã";-;-;-;-;-;-;1;-;-;-;-;-;1
"130406 Tabatinga";4;1;1;-;-;3;1;2;4;-;2;5;23
"130410 Tapauá";-;-;-;-;-;-;-;-;-;-;-;1;1
"130420 Tefé";-;2;1;-;1;1;1;-;-;-;-;2;8
"130423 Tonantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"130426 Uarini";-;-;-;-;-;-;1;-;-;-;-;-;1
"140002 Amajari";-;-;1;1;-;-;-;2;-;1;-;1;6
"140010 Boa Vista";-;3;4;3;1;2;1;3;1;1;-;-;19
"140015 Bonfim";-;-;1;1;1;-;-;-;-;-;-;-;3
"140017 Cantá";1;-;-;-;-;-;-;-;-;-;-;-;1
"140020 Caracaraí";-;-;1;-;-;-;-;-;-;-;-;-;1
"140028 Iracema";-;1;-;-;-;-;-;-;-;-;-;-;1
"140030 Mucajaí";-;1;-;-;-;-;-;-;1;-;-;-;2
"150010 Abaetetuba";-;-;-;-;-;-;-;-;1;-;-;-;1
"150013 Abel Figueiredo";-;1;-;-;-;-;-;-;-;-;-;-;1
"150020 Acará";-;-;-;-;-;-;-;-;-;-;1;-;1
"150030 Afuá";-;-;-;-;-;-;1;-;-;-;-;-;1
"150040 Alenquer";-;-;-;-;-;-;1;-;-;-;-;1;2
"150050 Almeirim";-;-;-;1;1;-;-;-;-;-;-;-;2
"150060 Altamira";1;-;-;-;-;-;-;-;-;1;1;2;5
"150080 Ananindeua";2;-;1;1;-;-;-;1;-;1;-;-;6
"150120 Baião";-;-;-;-;-;-;1;1;-;1;1;-;4
"150130 Barcarena";1;-;1;-;-;-;-;-;-;-;-;1;3
"150140 Belém";5;3;3;2;2;3;1;3;1;3;2;4;32
"150145 Belterra";1;-;-;-;-;-;-;-;-;-;-;-;1
"150150 Benevides";-;-;-;-;1;-;1;-;-;-;-;-;2
"150157 Bom Jesus do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"150160 Bonito";-;-;-;-;-;-;-;1;-;-;-;-;1
"150170 Bragança";-;-;-;-;1;-;-;-;-;-;-;-;1
"150172 Brasil Novo";-;1;-;-;-;-;-;-;-;-;1;-;2
"150178 Breu Branco";1;-;-;-;-;-;-;1;-;-;1;1;4
"150180 Breves";-;-;1;-;-;-;-;-;1;-;1;-;3
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;1;-;-;-;-;1
"150210 Cametá";-;-;-;-;-;-;-;-;-;1;-;-;1
"150215 Canaã dos Carajás";-;-;1;-;-;-;-;-;-;-;-;-;1
"150220 Capanema";-;-;-;-;-;-;-;-;1;2;1;-;4
"150240 Castanhal";1;-;-;1;1;-;-;1;-;1;-;1;6
"150270 Conceição do Araguaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"150275 Concórdia do Pará";-;-;-;-;-;-;1;-;-;-;-;-;1
"150276 Cumaru do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"150277 Curionópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"150290 Curuçá";-;-;-;-;1;-;-;-;-;-;-;-;1
"150307 Garrafão do Norte";-;-;1;-;1;-;-;-;-;-;-;-;2
"150309 Goianésia do Pará";1;-;-;1;-;-;-;-;-;-;-;-;2
"150320 Igarapé-Açu";-;-;-;-;-;-;-;-;-;-;1;-;1
"150330 Igarapé-Miri";-;-;-;1;-;-;-;-;-;-;-;1;2
"150360 Itaituba";-;2;1;-;-;-;-;-;-;2;1;1;7
"150370 Itupiranga";1;-;-;-;1;-;-;-;-;1;-;-;3
"150375 Jacareacanga";-;-;-;1;-;-;-;1;-;-;-;-;2
"150420 Marabá";-;1;-;-;1;1;2;-;2;-;-;-;7
"150430 Maracanã";-;-;-;-;-;-;-;-;1;1;-;-;2
"150442 Marituba";-;-;-;-;-;-;-;1;-;1;-;-;2
"150445 Medicilândia";-;-;-;-;-;-;-;-;-;1;-;1;2
"150450 Melgaço";-;1;-;-;-;-;1;-;-;-;-;-;2
"150470 Moju";-;-;-;1;-;-;-;-;-;1;-;-;2
"150480 Monte Alegre";-;-;-;-;-;-;-;-;-;-;1;-;1
"150490 Muaná";-;-;-;-;-;-;-;1;-;-;-;-;1
"150495 Nova Esperança do Piriá";-;-;-;-;-;-;-;2;-;-;-;-;2
"150500 Nova Timboteua";-;-;-;-;-;-;1;-;-;-;-;-;1
"150503 Novo Progresso";-;-;-;1;-;-;-;-;-;-;-;-;1
"150510 Óbidos";-;-;-;-;-;-;-;-;-;-;-;1;1
"150520 Oeiras do Pará";2;-;-;-;-;-;-;-;-;-;-;-;2
"150543 Ourilândia do Norte";-;-;1;1;-;-;-;-;-;-;-;-;2
"150548 Pacajá";-;-;-;1;-;2;-;1;-;1;-;-;5
"150550 Paragominas";-;1;-;1;-;-;-;-;-;-;-;-;2
"150553 Parauapebas";1;1;-;1;1;1;-;2;-;-;-;1;8
"150563 Piçarra";-;-;-;-;-;-;-;1;-;-;-;-;1
"150580 Portel";-;-;-;3;1;1;-;-;-;-;-;-;5
"150590 Porto de Moz";-;-;-;-;-;-;-;-;-;-;-;1;1
"150600 Prainha";-;-;-;1;-;-;-;-;-;-;-;2;3
"150610 Primavera";1;-;-;-;-;-;-;-;-;-;-;-;1
"150613 Redenção";-;-;-;-;1;1;-;1;-;-;-;-;3
"150616 Rio Maria";-;-;-;-;-;-;-;-;1;-;-;-;1
"150618 Rondon do Pará";-;-;-;-;-;-;-;1;1;-;-;-;2
"150630 Salvaterra";-;-;-;-;-;-;-;-;-;-;-;1;1
"150650 Santa Izabel do Pará";-;-;-;-;1;1;-;1;-;-;-;-;3
"150660 Santa Maria do Pará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150670 Santana do Araguaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"150680 Santarém";1;2;1;3;1;1;2;3;1;1;-;-;16
"150700 Santo Antônio do Tauá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150715 São Domingos do Araguaia";-;1;-;-;-;-;-;-;-;-;-;-;1
"150730 São Félix do Xingu";-;1;-;-;1;-;-;-;-;1;-;-;3
"150740 São Francisco do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150745 São Geraldo do Araguaia";-;1;-;-;-;1;-;-;-;-;-;-;2
"150747 São João de Pirabas";-;-;-;-;-;-;1;-;-;1;-;-;2
"150760 São Miguel do Guamá";-;-;-;-;-;-;-;-;-;-;1;-;1
"150775 Sapucaia";-;-;-;-;-;-;-;1;-;-;-;-;1
"150780 Senador José Porfírio";-;-;-;-;-;-;-;-;-;1;-;-;1
"150790 Soure";-;-;-;-;-;-;-;-;-;-;1;-;1
"150795 Tailândia";-;1;-;-;1;-;-;1;-;-;-;-;3
"150800 Tomé-Açu";1;-;-;-;-;-;-;-;-;-;-;-;1
"150808 Tucumã";-;-;-;-;-;1;-;1;-;-;1;-;3
"150810 Tucuruí";1;1;3;-;-;-;1;-;-;-;1;-;7
"150812 Ulianópolis";-;-;-;-;-;-;-;-;1;-;-;-;1
"150815 Uruará";-;-;1;1;-;-;-;-;1;1;-;-;4
"150820 Vigia";-;-;-;-;-;-;-;-;-;-;1;1;2
"150830 Viseu";-;-;1;-;-;-;-;-;-;-;-;-;1
"150835 Vitória do Xingu";1;-;-;-;-;-;-;-;-;-;-;1;2
"150840 Xinguara";-;-;-;-;-;-;-;-;-;1;1;-;2
"160010 Amapá";-;-;-;-;-;1;-;-;-;-;-;-;1
"160020 Calçoene";-;-;-;-;-;-;-;-;-;1;-;-;1
"160021 Cutias";-;1;-;-;-;-;-;-;-;-;-;-;1
"160023 Ferreira Gomes";-;-;1;-;-;-;-;-;-;-;-;-;1
"160030 Macapá";2;4;2;2;2;3;2;1;4;1;3;1;27
"160050 Oiapoque";-;-;-;-;-;-;1;-;-;-;-;-;1
"160015 Pedra Branca do Amapari";-;1;-;-;-;-;-;-;1;-;-;-;2
"160053 Porto Grande";-;-;1;-;-;-;-;-;-;-;-;-;1
"160060 Santana";-;1;-;-;-;2;-;1;3;1;1;-;9
"160080 Vitória do Jari";-;1;-;-;-;-;-;-;-;-;-;-;1
"170040 Almas";-;-;-;-;-;-;-;-;-;1;-;-;1
"170210 Araguaína";1;-;2;-;2;-;1;1;1;2;-;1;11
"170220 Araguatins";1;-;-;-;-;-;-;-;-;-;2;-;3
"170255 Augustinópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"170290 Axixá do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170370 Brejinho de Nazaré";-;-;-;-;-;-;-;-;1;-;1;-;2
"170389 Carrasco Bonito";1;-;-;-;-;-;-;-;-;-;-;-;1
"170390 Caseara";-;-;-;-;1;-;-;-;-;-;-;-;1
"170510 Chapada da Natividade";-;-;-;-;-;-;-;-;1;-;-;-;1
"170550 Colinas do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171670 Colméia";-;-;-;-;-;-;-;-;1;-;-;-;1
"170700 Dianópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"170730 Dueré";-;-;-;-;-;1;-;-;-;-;-;-;1
"170820 Formoso do Araguaia";1;-;-;-;2;-;-;-;-;-;-;-;3
"170830 Goianorte";-;-;1;-;1;-;-;-;-;-;-;-;2
"170930 Guaraí";-;1;-;-;-;-;-;1;-;-;1;-;3
"170950 Gurupi";1;2;1;2;1;1;-;-;-;-;-;-;8
"171110 Itaporã do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"171150 Jaú do Tocantins";-;-;-;-;-;1;-;1;-;-;-;-;2
"171320 Miracema do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"171330 Miranorte";-;-;-;-;-;-;1;-;-;-;-;-;1
"171515 Novo Alegre";-;-;-;-;1;-;-;-;-;-;-;-;1
"171525 Novo Jardim";-;-;-;-;-;1;-;-;-;-;-;-;1
"172100 Palmas";2;-;1;2;1;1;1;1;-;-;2;2;13
"171610 Paraíso do Tocantins";-;1;-;1;-;-;-;-;1;-;-;1;4
"171620 Paranã";-;-;-;-;1;-;-;-;1;-;-;-;2
"171630 Pau D'Arco";1;-;-;-;-;-;-;-;-;-;-;-;1
"171750 Pium";-;-;-;1;-;-;-;-;-;-;-;-;1
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;1;-;-;-;-;1
"171790 Ponte Alta do Tocantins";1;-;1;-;-;-;-;-;-;1;-;-;3
"171820 Porto Nacional";-;-;1;-;-;-;-;2;1;1;1;-;6
"171830 Praia Norte";-;-;-;-;-;-;-;-;-;1;-;-;1
"171850 Recursolândia";-;-;-;1;-;-;-;-;-;1;-;-;2
"171880 Sampaio";-;-;1;-;-;-;-;-;-;-;-;-;1
"172080 Sítio Novo do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172085 Sucupira";-;-;-;-;-;-;-;-;1;-;-;-;1
"172090 Taguatinga";-;-;1;-;-;-;1;1;-;-;-;1;4
"172093 Taipas do Tocantins";2;-;-;-;1;1;-;-;-;-;-;-;4
"210005 Açailândia";1;-;-;-;-;-;-;1;-;-;1;-;3
"210020 Alcântara";-;-;-;-;-;-;-;-;-;-;-;1;1
"210043 Alto Alegre do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210047 Alto Alegre do Pindaré";-;-;-;-;1;-;-;-;-;-;-;-;1
"210070 Anajatuba";-;1;-;-;-;-;-;-;1;-;-;-;2
"210083 Apicum-Açu";-;-;-;1;-;-;-;1;-;-;-;-;2
"210090 Araioses";-;-;-;-;-;-;1;-;-;-;-;-;1
"210095 Arame";-;1;-;-;-;-;-;-;-;-;-;-;1
"210100 Arari";-;-;1;-;1;-;-;-;-;-;-;-;2
"210110 Axixá";-;-;-;-;-;-;-;-;-;-;-;1;1
"210120 Bacabal";2;-;1;2;-;-;-;1;-;2;1;2;11
"210125 Bacabeira";-;-;-;-;-;-;-;1;-;-;-;-;1
"210140 Balsas";-;-;-;-;1;-;-;2;-;-;2;-;5
"210150 Barão de Grajaú";-;-;-;-;1;-;-;-;1;1;1;-;4
"210160 Barra do Corda";-;-;-;1;-;-;1;-;1;1;-;1;5
"210170 Barreirinhas";-;-;-;-;-;-;-;-;1;-;-;-;1
"210190 Bequimão";-;-;-;-;-;-;-;1;-;-;-;-;1
"210200 Bom Jardim";-;-;-;-;-;1;-;-;-;1;-;-;2
"210203 Bom Jesus das Selvas";-;-;-;-;-;-;-;-;-;-;-;1;1
"210240 Cajapió";-;-;-;-;-;-;1;-;-;-;-;-;1
"210290 Carutapera";-;-;-;-;-;-;-;-;-;-;-;1;1
"210300 Caxias";-;-;-;-;1;1;2;1;3;1;2;2;13
"210320 Chapadinha";1;1;-;-;-;1;-;-;-;-;-;1;4
"210330 Codó";-;-;-;1;-;-;-;-;-;1;1;-;3
"210350 Colinas";-;-;-;-;-;-;1;1;1;-;-;-;3
"210355 Conceição do Lago-Açu";1;-;-;-;-;1;-;-;-;-;-;-;2
"210375 Davinópolis";-;-;1;-;-;1;-;1;-;1;-;-;4
"210380 Dom Pedro";-;-;-;-;1;-;-;-;-;-;-;-;1
"210405 Estreito";-;-;1;-;-;-;-;-;-;-;-;-;1
"210409 Formosa da Serra Negra";-;-;-;-;-;-;-;-;1;-;-;-;1
"210410 Fortaleza dos Nogueiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"210420 Fortuna";1;-;-;-;-;-;-;-;-;-;-;-;1
"210450 Governador Archer";-;-;-;-;-;-;-;1;-;1;-;-;2
"210455 Governador Edison Lobão";-;-;-;-;-;-;-;1;-;-;-;-;1
"210460 Governador Eugênio Barros";-;-;-;-;-;-;-;1;-;-;-;-;1
"210462 Governador Luiz Rocha";-;-;-;-;-;-;-;-;-;-;1;-;1
"210480 Grajaú";-;-;-;-;-;1;-;-;-;1;-;-;2
"210500 Humberto de Campos";-;-;1;-;1;-;-;1;-;-;-;-;3
"210515 Igarapé do Meio";-;-;-;-;-;1;-;-;-;-;-;-;1
"210530 Imperatriz";2;-;-;-;-;-;-;1;5;-;1;-;9
"210535 Itaipava do Grajaú";-;-;-;-;-;-;-;1;-;-;-;-;1
"210540 Itapecuru Mirim";-;-;-;-;1;-;-;1;-;1;-;1;4
"210550 João Lisboa";-;1;-;-;-;-;-;-;-;-;-;-;1
"210560 Joselândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"210570 Lago da Pedra";-;1;-;-;-;-;-;-;-;1;1;1;4
"210600 Lima Campos";-;-;1;1;-;-;-;-;-;-;-;-;2
"210610 Loreto";-;-;-;-;-;-;-;-;-;1;-;-;1
"210660 Matões";1;-;-;2;-;-;-;-;1;-;-;-;4
"210670 Mirador";-;-;1;-;-;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";-;-;-;-;-;-;-;1;-;-;-;-;1
"210690 Monção";-;-;1;-;-;-;-;-;-;-;-;-;1
"210700 Montes Altos";-;-;-;-;-;-;-;1;-;-;1;-;2
"210735 Nova Olinda do Maranhão";-;-;-;-;1;-;-;1;-;-;-;-;2
"210750 Paço do Lumiar";-;-;-;-;1;-;-;-;-;-;-;-;1
"210770 Paraibano";-;-;-;-;-;2;-;-;-;-;-;-;2
"210790 Passagem Franca";-;-;-;-;-;-;-;-;1;-;-;-;1
"210820 Pedreiras";-;1;-;-;1;-;-;4;-;-;-;-;6
"210830 Penalva";-;-;-;-;-;-;1;-;-;-;-;-;1
"210850 Pindaré-Mirim";-;-;-;-;1;1;-;-;-;-;1;-;3
"210860 Pinheiro";-;-;-;-;1;-;-;-;-;1;-;1;3
"210870 Pio XII";-;-;1;-;1;-;-;-;-;-;-;-;2
"210890 Poção de Pedras";-;1;-;-;-;-;-;-;-;-;-;-;1
"210900 Porto Franco";-;-;1;-;-;-;-;-;1;-;-;-;2
"210910 Presidente Dutra";1;-;-;-;-;-;-;-;-;-;-;-;1
"210945 Raposa";-;-;-;-;1;-;-;-;-;-;-;-;1
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;-;-;1;-;1;2
"210960 Rosário";-;-;-;-;-;-;-;1;-;-;-;-;1
"210970 Sambaíba";-;-;1;-;-;-;-;-;-;-;-;-;1
"210980 Santa Helena";-;1;-;-;1;-;-;1;-;-;-;1;4
"210990 Santa Inês";-;-;1;-;1;-;-;1;-;-;-;-;3
"211003 Santa Luzia do Paruá";-;1;-;-;-;-;-;-;-;-;-;-;1
"211010 Santa Quitéria do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"211020 Santa Rita";1;1;-;-;-;-;-;-;-;-;-;-;2
"211030 Santo Antônio dos Lopes";-;-;-;-;1;-;-;-;-;-;-;-;1
"211050 São Bento";-;-;-;-;-;-;-;-;-;1;-;-;1
"211102 São João do Carú";-;-;-;-;-;1;-;-;-;-;-;-;1
"211110 São João dos Patos";-;1;-;-;-;-;-;-;-;-;-;-;1
"211120 São José de Ribamar";-;1;-;1;1;-;-;-;1;-;-;1;5
"211130 São Luís";3;3;1;7;3;1;4;3;4;1;3;4;37
"211150 São Mateus do Maranhão";-;1;-;-;1;-;-;1;1;-;-;-;4
"211160 São Raimundo das Mangabeiras";-;-;-;-;-;-;1;-;-;-;-;-;1
"211180 Sítio Novo";-;-;1;1;-;-;-;-;-;-;-;-;2
"211220 Timon";-;-;2;2;1;2;1;-;1;1;3;1;14
"211223 Trizidela do Vale";-;-;-;-;-;-;-;-;1;-;-;-;1
"211230 Tuntum";-;-;1;-;-;-;-;-;-;-;1;-;2
"211270 Vargem Grande";-;-;-;-;-;1;-;-;-;-;-;-;1
"211285 Vila Nova dos Martírios";-;-;-;-;1;-;-;-;-;-;-;-;1
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;1;-;-;-;1
"211400 Zé Doca";-;-;-;-;-;-;1;-;-;-;-;-;1
"210000 Município ignorado - MA";-;-;-;-;-;-;1;-;-;-;1;-;2
"220005 Acauã";-;-;-;-;-;-;-;-;1;-;-;-;1
"220010 Agricolândia";1;-;-;-;-;-;-;1;-;-;-;-;2
"220040 Altos";-;1;1;-;-;-;-;-;-;-;-;-;2
"220050 Amarante";-;-;-;-;-;-;-;-;1;-;-;1;2
"220060 Angical do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220070 Anísio de Abreu";-;-;-;-;-;-;-;-;-;1;-;-;1
"220100 Arraial";-;-;1;-;-;-;-;-;-;-;-;-;1
"220105 Assunção do Piauí";1;-;-;-;-;-;-;-;-;-;-;-;1
"220150 Batalha";-;-;-;1;1;-;1;-;-;-;-;-;3
"220157 Belém do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220160 Beneditinos";-;-;1;-;-;-;-;-;-;-;-;-;1
"220170 Bertolínia";-;1;-;-;-;-;-;-;-;-;-;-;1
"220180 Bocaina";-;-;-;-;-;-;-;1;-;-;-;-;1
"220192 Bonfim do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220198 Brejo do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;1;-;-;-;-;-;-;-;1
"220220 Campo Maior";-;1;-;-;1;-;1;1;-;-;-;-;4
"220225 Canavieira";-;-;1;-;-;-;-;-;-;-;-;-;1
"220230 Canto do Buriti";-;-;-;-;-;-;-;1;-;-;-;-;1
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-;-;-;-;-;1;1
"220260 Castelo do Piauí";-;-;1;-;1;-;-;-;2;-;-;-;4
"220271 Cocal de Telha";-;-;-;-;1;-;-;-;-;-;-;-;1
"220272 Cocal dos Alves";-;-;-;-;-;-;-;1;-;-;-;-;1
"220275 Colônia do Gurguéia";-;-;-;-;-;-;-;-;-;-;1;-;1
"220290 Corrente";1;-;-;-;-;-;1;-;-;-;-;-;2
"220300 Cristalândia do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220335 Dirceu Arcoverde";-;-;-;-;-;-;-;-;-;-;-;1;1
"220342 Domingos Mourão";-;-;1;-;-;-;-;-;-;-;-;-;1
"220350 Elesbão Veloso";-;-;-;-;2;-;-;-;-;-;-;-;2
"220360 Eliseu Martins";-;-;-;-;-;-;-;-;-;-;-;1;1
"220370 Esperantina";-;-;-;-;1;-;-;1;-;-;1;-;3
"220375 Fartura do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220390 Floriano";-;2;-;1;1;-;1;-;-;2;1;1;9
"220420 Francisco Santos";-;-;-;-;-;-;-;-;-;-;1;-;1
"220430 Fronteiras";-;-;-;-;-;-;-;-;-;1;-;-;1
"220450 Guadalupe";-;1;-;-;-;-;1;-;-;-;-;-;2
"220455 Guaribas";-;-;-;-;1;-;-;-;-;-;1;-;2
"220470 Inhuma";-;-;-;-;-;-;-;-;-;-;1;1;2
"220480 Ipiranga do Piauí";-;-;-;-;-;-;1;-;1;-;-;-;2
"220490 Isaías Coelho";-;-;-;-;-;-;2;-;-;-;-;-;2
"220510 Itaueira";-;-;-;-;1;-;-;-;1;-;-;-;2
"220520 Jaicós";-;-;-;-;-;-;2;1;1;-;1;-;5
"220550 José de Freitas";-;-;-;-;-;-;1;1;-;-;-;-;2
"220553 Jurema";-;-;-;-;-;1;-;-;-;-;1;-;2
"220557 Lagoa de São Francisco";-;-;-;-;-;1;-;-;-;-;-;-;1
"220570 Luís Correia";-;-;-;-;-;-;-;1;-;-;-;2;3
"220580 Luzilândia";1;-;1;-;-;-;-;1;1;-;-;-;4
"220585 Madeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"220590 Manoel Emídio";-;-;-;-;1;-;-;-;-;-;1;-;2
"220595 Marcolândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"220600 Marcos Parente";-;-;-;-;-;-;-;-;1;-;-;-;1
"220610 Matias Olímpio";-;-;-;-;-;-;-;-;-;-;-;1;1
"220620 Miguel Alves";-;1;-;1;-;-;-;-;-;-;-;-;2
"220665 Morro Cabeça no Tempo";-;-;-;-;-;-;-;-;-;-;-;1;1
"220672 Nazária";-;-;-;1;-;-;-;-;-;-;-;-;1
"220675 Nossa Senhora de Nazaré";-;1;-;-;-;-;1;-;-;-;-;-;2
"220700 Oeiras";-;1;-;-;-;-;1;1;1;1;-;-;5
"220735 Pajeú do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220750 Palmeirais";-;-;-;-;-;-;-;-;1;-;-;1;2
"220755 Paquetá";-;-;-;-;-;-;1;-;-;-;-;-;1
"220760 Parnaguá";-;1;-;-;-;-;-;-;-;-;-;-;1
