"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"150080 Ananindeua";-;-;-;-;-;-;1;1;-;-;-;2
"150140 Belém";1;1;3;1;1;4;3;2;-;-;-;16
"150145 Belterra";-;-;-;-;-;1;-;-;-;-;-;1
"150175 Brejo Grande do Araguaia";1;-;-;-;-;-;-;-;-;-;-;1
"150178 Breu Branco";-;-;-;-;-;-;-;-;-;-;1;1
"150180 Breves";-;-;-;-;-;-;-;-;-;1;-;1
"150220 Capanema";-;-;-;-;-;-;-;-;-;1;-;1
"150270 Conceição do Araguaia";-;1;-;-;-;-;-;1;-;-;-;2
"150276 Cumaru do Norte";-;1;-;-;-;-;-;-;-;-;-;1
"150307 Garrafão do Norte";-;-;-;-;-;-;-;-;-;-;1;1
"150310 Gurupá";-;-;-;-;-;-;-;-;-;-;1;1
"150345 Ipixuna do Pará";-;-;-;-;-;-;-;-;1;-;-;1
"150375 Jacareacanga";-;-;-;-;-;-;2;1;1;-;-;4
"150420 Marabá";-;-;-;-;-;-;-;-;-;-;1;1
"150503 Novo Progresso";-;-;-;1;1;1;-;-;-;-;-;3
"150510 Óbidos";-;-;-;-;-;-;-;1;-;-;-;1
"150530 Oriximiná";-;-;-;-;1;-;-;-;-;-;-;1
"150553 Parauapebas";-;1;2;1;2;-;-;-;-;1;-;7
"150613 Redenção";1;-;-;-;1;-;-;1;-;-;-;3
"150618 Rondon do Pará";1;1;1;1;-;2;-;-;-;-;-;6
"150660 Santa Maria do Pará";-;-;-;-;-;-;-;-;-;1;-;1
"150680 Santarém";-;1;1;-;-;1;-;-;-;-;-;3
"150730 São Félix do Xingu";-;-;-;-;-;-;-;-;-;1;-;1
"150790 Soure";-;-;-;-;-;-;-;-;-;2;-;2
"150803 Tracuateua";-;-;-;-;-;-;-;1;-;-;-;1
"150830 Viseu";-;-;-;-;-;-;-;-;1;-;2;3
"150840 Xinguara";-;-;-;-;-;2;-;-;-;-;-;2
"160020 Calçoene";-;-;-;-;-;-;-;1;-;-;-;1
"160027 Laranjal do Jari";-;-;-;-;-;1;-;-;-;-;-;1
"160030 Macapá";1;-;-;-;-;2;-;1;1;-;-;5
"160060 Santana";1;-;-;-;-;-;-;-;-;-;-;1
"170030 Aguiarnópolis";-;1;-;-;-;-;-;-;-;-;-;1
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;2;-;2;-;-;4
"170130 Aragominas";-;-;-;-;-;-;-;-;-;1;-;1
"170210 Araguaína";2;2;1;2;-;1;1;-;4;2;1;16
"170555 Combinado";-;-;-;-;-;-;-;-;1;-;-;1
"170610 Cristalândia";-;1;-;-;-;-;-;-;-;-;-;1
"170730 Dueré";-;-;-;-;-;-;1;-;-;-;-;1
"170930 Guaraí";-;1;-;-;-;-;-;-;-;-;-;1
"170950 Gurupi";-;-;-;1;-;1;2;1;1;-;-;6
"171330 Miranorte";-;-;-;-;-;-;-;1;-;-;-;1
"171430 Nazaré";-;-;-;1;-;-;-;-;-;-;-;1
"172100 Palmas";-;-;1;2;-;1;-;1;2;-;-;7
"171575 Palmeirópolis";-;-;-;-;-;-;-;-;-;-;1;1
"171610 Paraíso do Tocantins";-;-;-;-;-;1;-;-;-;-;-;1
"171720 Piraquê";-;-;-;1;-;-;-;-;-;-;-;1
"171820 Porto Nacional";-;-;-;2;4;1;2;2;-;1;-;12
"172208 Wanderlândia";-;1;-;-;-;-;-;-;-;-;-;1
"210005 Açailândia";-;1;-;-;1;-;-;-;-;-;-;2
"210043 Alto Alegre do Maranhão";-;-;1;-;-;-;-;-;-;-;-;1
"210090 Araioses";-;-;-;-;-;-;-;-;1;1;-;2
"210095 Arame";-;-;-;-;-;-;-;-;-;-;1;1
"210100 Arari";-;1;-;-;-;2;-;-;-;-;-;3
"210120 Bacabal";-;1;-;-;-;-;-;-;-;-;-;1
"210150 Barão de Grajaú";-;-;-;-;-;-;-;-;-;-;1;1
"210170 Barreirinhas";-;-;-;1;-;-;-;-;-;-;-;1
"210180 Benedito Leite";2;-;-;-;-;-;1;-;-;-;1;4
"210190 Bequimão";1;-;-;-;-;1;-;-;-;-;-;2
"210230 Buriti Bravo";-;-;-;-;1;-;-;-;-;-;-;1
"210240 Cajapió";-;-;-;1;-;-;-;1;-;-;-;2
"210250 Cajari";1;-;-;-;-;-;-;-;-;-;-;1
"210270 Cantanhede";-;-;-;-;-;-;-;-;1;-;-;1
"210280 Carolina";-;-;-;-;-;-;-;1;-;-;-;1
"210320 Chapadinha";-;-;1;-;-;-;-;-;-;-;-;1
"210330 Codó";-;2;-;-;-;-;-;-;-;-;1;3
"210350 Colinas";-;-;-;-;-;1;-;-;-;-;-;1
"210360 Coroatá";-;1;1;1;1;1;-;-;-;-;-;5
"210455 Governador Edison Lobão";-;-;-;-;-;-;-;-;-;-;1;1
"210467 Governador Nunes Freire";-;-;-;-;1;-;-;-;-;-;-;1
"210480 Grajaú";1;-;-;-;-;-;-;-;-;-;2;3
"210530 Imperatriz";-;1;3;1;1;2;2;-;-;-;-;10
"210545 Jatobá";-;-;-;-;-;-;-;-;-;1;-;1
"210565 Junco do Maranhão";-;-;1;-;-;-;-;-;-;-;-;1
"210570 Lago da Pedra";-;-;-;-;1;-;-;-;1;-;-;2
"210580 Lago do Junco";-;-;-;-;-;-;-;-;-;-;2;2
"210598 Lajeado Novo";-;-;1;-;-;-;-;-;-;-;-;1
"210632 Maracaçumé";-;-;1;-;-;-;-;-;-;-;-;1
"210650 Matinha";-;-;-;-;-;-;-;-;-;-;1;1
"210720 Nina Rodrigues";1;-;-;-;-;-;-;-;-;-;-;1
"210750 Paço do Lumiar";1;-;-;-;-;-;4;-;-;-;-;5
"210760 Palmeirândia";-;-;1;-;-;-;-;-;-;-;1;2
"210780 Parnarama";-;-;-;1;-;-;2;-;-;-;-;3
"210825 Pedro do Rosário";-;-;-;-;-;-;-;2;-;-;-;2
"210830 Penalva";-;1;-;1;-;-;-;-;-;-;-;2
"210840 Peri Mirim";2;-;-;-;-;-;-;-;-;-;-;2
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;-;-;1;-;1
"210860 Pinheiro";-;1;-;1;-;1;-;-;-;-;1;4
"210920 Presidente Juscelino";-;-;-;-;2;-;-;-;-;-;-;2
"210945 Raposa";-;-;-;-;-;1;-;-;-;-;-;1
"210950 Riachão";-;-;-;1;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;-;-;-;-;1;-;-;-;-;2;3
"211010 Santa Quitéria do Maranhão";1;-;-;-;-;-;-;-;1;-;-;2
"211020 Santa Rita";-;-;-;-;1;-;-;-;-;-;-;1
"211060 São Bernardo";1;-;-;-;-;-;-;-;-;-;-;1
"211100 São João Batista";-;-;1;-;-;-;-;-;-;-;-;1
"211102 São João do Carú";1;-;-;-;-;-;-;-;-;-;-;1
"211105 São João do Paraíso";-;-;1;-;-;-;-;-;-;-;-;1
"211110 São João dos Patos";-;-;-;-;-;-;-;-;-;1;-;1
"211120 São José de Ribamar";1;-;1;-;6;10;-;-;-;1;-;19
"211130 São Luís";23;17;13;15;17;32;5;1;6;4;3;136
"211150 São Mateus do Maranhão";1;-;-;1;1;-;-;-;-;-;-;3
"211170 São Vicente Ferrer";-;-;-;-;-;-;-;-;1;-;-;1
"211190 Sucupira do Norte";1;-;-;-;-;-;-;-;-;-;-;1
"211210 Timbiras";-;-;-;-;-;-;-;1;-;-;-;1
"211220 Timon";-;-;-;1;1;1;-;1;-;-;-;4
"211223 Trizidela do Vale";-;-;-;-;-;1;-;-;-;-;-;1
"211240 Turiaçu";-;-;1;-;-;-;-;-;-;-;-;1
"211245 Turilândia";-;1;-;1;-;-;-;-;-;-;-;2
"211250 Tutóia";-;-;-;-;-;4;-;-;-;-;-;4
"211260 Urbano Santos";-;-;-;-;-;-;1;-;-;-;-;1
"211280 Viana";-;1;-;1;-;1;-;-;-;-;-;3
"211290 Vitória do Mearim";-;-;-;-;2;-;-;-;-;-;-;2
"211300 Vitorino Freire";-;1;-;-;-;-;-;-;-;-;-;1
"211400 Zé Doca";-;-;1;-;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;-;-;-;-;1;1;1;1;1;-;5
"220194 Boqueirão do Piauí";-;-;-;-;1;-;-;-;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;-;-;-;-;2;-;-;2
"220208 Cajueiro da Praia";-;-;-;-;-;-;-;-;1;-;-;1
"220260 Castelo do Piauí";1;-;-;-;-;-;-;-;-;-;-;1
"220270 Cocal";-;-;-;-;-;-;-;-;1;1;-;2
"220275 Colônia do Gurguéia";-;-;-;-;-;-;-;-;-;1;-;1
"220350 Elesbão Veloso";-;-;-;-;-;-;-;-;-;-;1;1
"220370 Esperantina";-;-;-;-;-;2;-;-;2;1;-;5
"220390 Floriano";1;-;-;-;-;-;-;1;-;1;-;3
"220400 Francinópolis";-;-;-;-;-;-;-;-;-;-;1;1
"220465 Ilha Grande";-;1;-;-;-;-;1;-;1;-;-;3
"220540 Joaquim Pires";-;-;-;-;-;-;-;-;1;-;-;1
"220550 José de Freitas";-;-;-;-;-;-;-;1;-;-;-;1
"220570 Luís Correia";-;-;-;1;-;-;-;-;-;-;-;1
"220690 Novo Oriente do Piauí";-;1;-;-;-;-;-;-;-;-;-;1
"220770 Parnaíba";1;2;-;-;2;-;1;-;12;7;1;26
"220870 Redenção do Gurguéia";-;-;-;-;-;-;1;-;-;-;-;1
"221100 Teresina";3;-;4;1;-;2;3;-;-;-;1;14
"230030 Acopiara";-;-;-;1;-;-;-;-;-;-;-;1
"230100 Aquiraz";-;-;-;-;-;-;-;1;-;-;1;2
"230110 Aracati";-;-;-;-;-;-;4;2;1;-;-;7
"230130 Araripe";-;-;1;-;-;-;-;-;-;-;-;1
"230150 Arneiroz";-;-;-;-;-;-;-;-;1;-;-;1
"230190 Barbalha";1;-;1;3;-;-;1;1;-;-;-;7
"230210 Baturité";-;-;-;-;-;-;1;-;-;-;-;1
"230220 Beberibe";-;-;-;-;-;-;-;1;-;-;-;1
"230240 Boa Viagem";-;-;-;-;1;-;-;7;3;-;-;11
"230250 Brejo Santo";-;1;-;-;-;-;-;2;-;-;1;4
"230260 Camocim";-;2;-;-;-;-;-;-;-;-;-;2
"230270 Campos Sales";-;-;-;-;-;-;-;-;1;-;-;1
"230280 Canindé";-;1;-;-;-;-;1;1;-;-;-;3
"230310 Cariré";-;-;-;-;-;-;2;-;1;-;-;3
"230330 Cariús";-;-;1;1;-;-;-;-;-;-;-;2
"230360 Catarina";-;-;-;-;-;-;-;-;1;-;-;1
"230370 Caucaia";-;-;-;1;1;1;11;4;1;-;-;19
"230420 Crato";1;-;-;-;-;-;4;-;-;-;1;6
"230423 Croatá";-;-;-;-;-;-;-;-;-;-;1;1
"230428 Eusébio";-;1;-;1;-;-;3;-;-;-;-;5
"230440 Fortaleza";16;45;34;48;46;101;74;69;17;15;14;479
"230445 Fortim";-;-;-;-;-;-;-;-;1;-;-;1
"230450 Frecheirinha";-;-;-;1;-;-;-;-;-;-;-;1
"230523 Horizonte";-;-;-;-;-;1;-;-;-;-;-;1
"230530 Ibiapina";-;-;-;-;-;-;-;-;1;-;-;1
"230550 Iguatu";-;-;-;-;-;-;1;-;-;1;-;2
"230625 Itaitinga";-;-;-;-;-;4;-;-;-;-;-;4
"230630 Itapagé";-;-;-;-;-;1;-;3;1;-;-;5
"230655 Itarema";-;-;-;-;-;-;-;1;-;-;-;1
"230680 Jaguaribara";-;-;-;-;-;-;-;-;1;-;-;1
"230700 Jaguaruana";-;-;-;2;-;-;-;-;-;-;-;2
"230730 Juazeiro do Norte";-;1;-;-;-;-;3;1;2;-;-;7
"230760 Limoeiro do Norte";-;1;1;1;1;-;1;3;-;-;-;8
"230765 Maracanaú";1;1;1;2;4;4;4;4;2;1;-;24
"230840 Missão Velha";-;-;-;-;-;-;-;-;1;-;-;1
"230850 Mombaça";-;-;-;2;-;-;-;1;-;-;-;3
"230860 Monsenhor Tabosa";-;-;-;-;-;-;-;-;-;-;1;1
"230870 Morada Nova";-;-;-;-;-;1;-;-;-;-;-;1
"230945 Ocara";-;-;-;-;-;-;1;-;-;-;1;2
"230960 Pacajus";-;-;-;-;1;1;-;-;-;-;-;2
"230970 Pacatuba";-;-;-;-;-;-;-;-;1;-;-;1
"231025 Paraipaba";-;-;-;-;1;-;-;-;-;-;-;1
"231050 Pedra Branca";-;-;-;-;-;-;-;-;1;-;-;1
"231085 Pindoretama";-;-;-;-;-;-;-;-;1;-;-;1
"231110 Porteiras";-;1;-;-;-;-;-;-;-;-;-;1
"231130 Quixadá";1;-;1;-;-;-;-;-;-;-;-;2
"231160 Redenção";-;1;-;-;-;-;-;-;-;1;-;2
"231180 Russas";2;1;2;3;5;3;-;-;-;-;-;16
"231220 Santa Quitéria";-;-;-;-;-;-;4;4;-;-;-;8
"231230 São Benedito";-;-;-;1;-;-;-;-;-;-;-;1
"231240 São Gonçalo do Amarante";1;-;1;-;-;-;2;-;-;-;-;4
"231260 São Luís do Curu";-;1;-;-;-;-;-;-;-;-;-;1
"231270 Senador Pompeu";-;-;-;-;-;-;-;1;-;-;-;1
"231290 Sobral";-;1;-;-;-;-;-;4;-;-;-;5
"231330 Tauá";-;-;-;-;1;1;-;-;1;-;-;3
"231340 Tianguá";1;-;-;-;-;1;-;1;-;-;-;3
"231360 Ubajara";-;-;-;-;1;-;-;-;-;-;-;1
"231375 Umirim";-;-;-;-;-;-;-;1;-;-;-;1
"231380 Uruburetama";-;-;-;-;-;-;-;-;-;1;-;1
"231400 Várzea Alegre";-;-;-;-;-;-;-;-;-;2;-;2
"231410 Viçosa do Ceará";-;-;-;-;-;-;3;6;-;-;-;9
"240080 Angicos";-;-;-;1;-;-;-;-;-;-;-;1
"240150 Barcelona";-;-;-;-;-;-;-;-;-;1;-;1
"240200 Caicó";-;-;-;-;-;-;-;-;2;-;-;2
"240210 Campo Redondo";-;-;-;-;-;-;-;1;-;-;-;1
"240220 Canguaretama";-;-;-;1;-;-;-;-;-;-;-;1
"240310 Currais Novos";-;-;-;-;-;-;3;1;-;1;-;5
"240350 Espírito Santo";-;-;1;-;-;-;-;-;-;-;-;1
"240380 Florânia";-;-;-;-;-;-;-;-;1;-;-;1
"240650 Lagoa Nova";-;-;-;-;-;-;1;-;-;-;-;1
"240700 Luís Gomes";1;-;-;-;-;-;-;-;-;-;-;1
"240710 Macaíba";-;-;2;-;-;-;-;-;-;-;-;2
"240725 Major Sales";-;-;-;1;-;-;-;-;-;-;-;1
"240800 Mossoró";1;-;-;-;1;-;-;-;1;-;-;3
"240810 Natal";1;1;3;2;1;1;3;3;3;3;4;25
"240325 Parnamirim";-;1;-;-;-;-;-;-;-;-;-;1
"240940 Pau dos Ferros";-;-;-;-;-;-;1;1;-;1;-;3
"241050 Rafael Fernandes";-;1;-;-;-;-;-;-;-;-;-;1
"241070 Riacho da Cruz";-;-;-;1;1;-;-;-;-;-;-;2
"241030 Serra Caiada";-;-;-;-;-;-;-;-;-;1;-;1
"241335 Serra do Mel";-;-;-;-;-;-;-;1;-;-;-;1
"241475 Venha-Ver";-;-;-;-;-;-;1;-;-;-;-;1
"250180 Bayeux";-;-;1;-;-;-;-;-;-;-;-;1
"250230 Bom Sucesso";-;-;-;-;-;-;-;1;-;-;-;1
"250370 Cajazeiras";1;-;1;-;-;-;-;-;-;-;-;2
"250400 Campina Grande";-;1;-;-;-;-;-;2;1;-;3;7
"250750 João Pessoa";2;1;3;1;1;-;5;1;3;-;-;17
"250770 Juazeirinho";-;-;-;-;-;1;-;-;-;-;-;1
"251040 Olho d'Água";-;-;-;-;-;-;1;1;-;-;-;2
"251200 Pocinhos";1;-;-;-;-;-;-;-;-;-;-;1
"251370 Santa Rita";-;-;-;-;-;-;-;-;-;-;1;1
"251450 São José de Piranhas";-;-;-;-;-;-;1;-;-;-;-;1
"251490 São Mamede";1;-;-;-;-;-;-;2;-;-;-;3
"251550 Serra Branca";-;-;-;-;1;-;-;-;-;-;-;1
"251610 Soledade";-;-;-;-;-;-;1;-;-;-;-;1
"260005 Abreu e Lima";-;-;-;-;-;-;-;-;1;-;-;1
"260110 Araripina";-;-;-;-;1;-;-;-;1;-;-;2
"260120 Arcoverde";-;-;-;-;-;-;1;1;3;-;-;5
"260170 Belo Jardim";-;-;-;-;-;1;-;-;1;-;-;2
"260190 Bezerros";-;-;-;1;-;-;-;-;-;1;-;2
"260210 Bom Conselho";-;-;-;-;1;-;-;-;-;-;-;1
"260220 Bom Jardim";1;-;-;-;-;-;1;-;-;-;-;2
"260290 Cabo de Santo Agostinho";-;-;-;1;1;1;-;-;-;3;1;7
"260330 Calçado";-;-;1;-;-;-;-;-;-;-;-;1
"260340 Calumbi";-;-;1;-;-;-;-;-;-;-;-;1
"260345 Camaragibe";-;-;1;-;-;-;-;1;-;3;-;5
"260410 Caruaru";1;-;-;-;1;-;1;1;1;1;-;6
"260450 Chã Grande";1;-;-;-;-;-;-;-;-;-;-;1
"260460 Condado";-;-;-;-;-;-;-;-;-;1;-;1
"260490 Cumaru";-;-;-;-;-;1;-;-;-;-;-;1
"260500 Cupira";-;-;-;1;-;-;-;-;-;1;-;2
"260570 Floresta";-;-;-;-;-;-;-;1;-;-;-;1
"260590 Gameleira";1;-;-;-;-;-;-;-;-;-;-;1
"260600 Garanhuns";-;-;-;2;-;1;2;-;-;1;-;6
"260620 Goiana";-;-;-;-;-;-;-;3;1;1;-;5
"260640 Gravatá";-;1;-;-;-;-;-;-;1;-;-;2
"260680 Igarassu";-;-;1;-;1;-;-;-;-;-;-;2
"260700 Inajá";1;-;-;-;-;-;-;-;-;-;-;1
"260710 Ingazeira";-;1;-;-;-;-;-;-;-;-;-;1
"260720 Ipojuca";-;-;-;-;-;-;-;-;-;-;2;2
"260730 Ipubi";-;1;-;-;-;-;-;1;-;1;-;3
"260775 Itapissuma";-;-;-;-;-;-;-;-;2;-;-;2
"260790 Jaboatão dos Guararapes";4;5;1;1;3;4;3;4;1;6;3;35
"260850 Lagoa de Itaenga";-;-;-;-;-;-;1;-;-;-;-;1
"260845 Lagoa do Carro";-;-;-;-;2;-;-;-;-;-;-;2
"260860 Lagoa do Ouro";-;-;-;-;-;-;-;-;-;1;-;1
"260880 Lajedo";-;-;-;1;-;-;-;-;-;-;-;1
"260890 Limoeiro";-;-;-;-;-;1;1;-;1;-;-;3
"260940 Moreno";1;-;-;-;-;1;-;-;2;-;-;4
"260950 Nazaré da Mata";-;-;-;-;1;-;1;-;-;1;-;3
"260960 Olinda";-;2;2;1;1;2;1;7;4;5;5;30
"260970 Orobó";-;-;-;-;-;-;-;-;-;1;-;1
"260990 Ouricuri";-;1;-;-;-;-;-;-;-;-;-;1
"261030 Paranatama";-;-;-;-;-;-;-;-;-;-;1;1
"261060 Paudalho";-;-;-;-;-;-;-;-;1;-;-;1
"261070 Paulista";-;-;2;-;1;1;4;3;4;2;-;17
"261100 Petrolândia";1;-;-;1;-;-;2;1;1;-;-;6
"261110 Petrolina";1;-;-;1;-;-;3;1;2;-;-;8
"261153 Quixaba";-;-;-;-;-;-;-;-;3;1;-;4
"261160 Recife";6;6;12;6;10;10;14;13;17;6;14;114
"261180 Ribeirão";-;-;-;-;-;2;-;-;-;-;-;2
"261190 Rio Formoso";-;-;1;-;-;-;1;-;1;-;1;4
"261245 Santa Cruz";-;-;-;-;-;-;-;-;-;1;-;1
"261250 Santa Cruz do Capibaribe";-;-;-;-;-;-;1;-;-;-;-;1
"261320 São João";-;-;-;-;1;-;-;-;-;1;-;2
"261370 São Lourenço da Mata";-;-;-;-;-;-;-;1;2;1;-;4
"261390 Serra Talhada";-;-;-;-;-;-;1;-;-;-;-;1
"261410 Sertânia";-;-;-;-;-;1;1;-;-;-;-;2
"261420 Sirinhaém";-;-;-;-;-;-;-;1;-;-;-;1
"261450 Surubim";-;-;-;-;2;-;1;-;-;-;-;3
"261470 Tacaimbó";-;-;-;-;-;-;-;-;-;1;-;1
"261530 Timbaúba";-;-;-;-;-;-;-;-;1;3;1;5
"261540 Toritama";-;-;-;-;-;-;1;1;-;-;-;2
"261580 Tupanatinga";-;-;-;-;-;-;-;-;2;1;-;3
"261600 Venturosa";-;-;-;1;-;-;-;-;-;-;-;1
"261618 Vertente do Lério";-;-;-;-;-;-;1;-;-;-;-;1
"261630 Vicência";-;-;-;-;-;-;-;-;-;-;1;1
"261640 Vitória de Santo Antão";-;-;-;-;1;-;1;1;3;-;-;6
"270030 Arapiraca";-;-;-;-;-;2;-;-;-;-;-;2
"270430 Maceió";-;1;1;-;2;1;-;1;-;2;-;8
"270650 Passo de Camaragibe";-;-;-;-;-;-;1;-;-;-;-;1
"270830 São José da Laje";-;-;1;-;-;-;-;-;-;-;-;1
"270860 São Miguel dos Campos";-;-;-;-;1;-;-;-;-;-;-;1
"280030 Aracaju";-;-;1;1;2;1;7;3;-;-;-;15
"280210 Estância";-;-;-;-;-;-;2;-;-;-;-;2
"280230 Frei Paulo";-;-;-;-;-;-;1;-;-;-;-;1
"280280 Indiaroba";-;-;-;1;-;-;-;-;-;-;-;1
"280350 Lagarto";-;-;-;-;-;-;-;-;1;-;-;1
"280480 Nossa Senhora do Socorro";-;-;-;-;-;-;-;-;-;-;1;1
"280550 Poço Verde";-;-;-;1;-;-;-;-;-;-;-;1
"280590 Riachuelo";-;-;-;-;-;-;-;-;-;-;1;1
"290030 Acajutiba";-;-;1;-;-;-;-;-;-;-;-;1
"290070 Alagoinhas";-;-;-;-;3;1;-;4;1;-;-;9
"290260 Baixa Grande";-;-;-;-;-;1;-;-;-;-;-;1
"290270 Barra";-;-;-;-;-;-;-;-;1;-;-;1
"290280 Barra da Estiva";1;-;-;-;-;-;-;-;-;-;-;1
"290320 Barreiras";-;2;-;-;-;-;1;-;-;-;-;3
"290350 Belo Campo";-;-;-;-;-;-;-;-;4;1;-;5
"290370 Boa Nova";-;-;1;-;-;-;-;-;-;-;-;1
"290390 Bom Jesus da Lapa";-;-;-;-;-;-;-;-;2;-;-;2
"290410 Boquira";-;-;-;-;-;-;1;-;-;-;-;1
"290460 Brumado";-;-;-;-;-;-;1;-;-;-;2;3
"290490 Cachoeira";-;-;-;-;-;-;-;9;-;-;-;9
"290515 Caetanos";-;-;-;-;-;-;-;-;-;2;-;2
"290520 Caetité";-;-;-;-;-;-;-;-;1;-;1;2
"290570 Camaçari";-;-;1;-;1;1;-;2;2;-;-;7
"290650 Candeias";-;-;-;-;1;-;-;-;-;-;1;2
"290685 Capela do Alto Alegre";-;-;-;1;-;-;-;-;-;-;-;1
"290750 Catu";-;-;-;-;-;-;-;-;-;-;1;1
"290840 Conceição do Coité";2;-;-;-;-;-;2;-;-;-;-;4
"290890 Coração de Maria";-;-;-;-;-;-;-;3;-;-;-;3
"290900 Cordeiros";-;-;-;-;-;-;-;2;-;-;-;2
"290910 Coribe";-;-;-;-;-;-;1;-;-;-;-;1
"291000 Dário Meira";-;-;-;-;-;-;-;-;1;-;-;1
"291072 Eunápolis";2;-;1;-;1;-;1;2;-;2;-;9
"291080 Feira de Santana";-;-;-;-;-;-;-;3;1;-;-;4
"291120 Gandu";-;-;-;-;-;1;-;-;-;-;-;1
"291170 Guanambi";-;-;1;-;-;-;-;-;-;-;-;1
"291200 Ibiassucê";-;-;-;-;-;-;-;-;-;-;1;1
"291220 Ibicoara";2;-;-;-;-;-;-;-;-;-;-;2
"291280 Ibirapuã";-;-;-;-;-;-;-;-;-;2;-;2
"291290 Ibirataia";-;-;-;-;-;-;-;-;-;1;-;1
"291300 Ibitiara";1;-;-;-;-;-;-;-;-;-;3;4
"291345 Igrapiúna";-;-;-;-;-;-;-;-;-;-;1;1
"291350 Iguaí";-;-;1;1;1;-;3;-;-;1;-;7
"291360 Ilhéus";-;-;-;1;-;-;1;-;-;1;2;5
"291390 Ipiaú";-;-;-;-;-;-;2;-;-;1;-;3
"291440 Iraquara";-;-;-;-;-;-;-;-;-;-;1;1
"291450 Irará";-;-;-;-;-;-;2;-;-;-;-;2
"291460 Irecê";-;-;-;-;-;-;-;-;-;-;1;1
"291480 Itabuna";-;1;-;-;1;-;-;-;3;1;-;6
