"Município";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"320040 Anchieta";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;1;-;1;1;-;-;-;-;1;1;-;-;-;-;-;1;1;1;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;1;1;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"320050 Apiacá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"320060 Aracruz";-;-;-;-;-;-;1;-;-;-;2;-;1;1;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;3;2;-;3;1;1;-;1;2;-;1;2;-;-;4;-;1;1;3;2;1;-;-;-;4;3;1;1;-;-;3;-;1;1;2;-;2;2;1;1;-;-;1;1;-;1;-;2;-;1;4;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;3;-;-;1;3;-;1;1;2;1;2;1;2;1;-;1;2;2;-;-;3;3;2;1;1;1;1;2;-;1;1;2;5;5;1;2;2;2;4;1;3;4;1;1;2;2;2;1;2;-;-;1;2;-;1;-;-;-;-;-;159
"320070 Atilio Vivacqua";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;1;-;-;1;1;-;2;-;-;-;2;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;-;35
"320080 Baixo Guandu";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;1;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;20
"320090 Barra de São Francisco";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;23
"320100 Boa Esperança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;2;2;-;-;-;-;-;-;-;1;-;-;3;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;2;3;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3;1;-;-;1;-;1;-;2;1;-;-;1;1;-;-;-;-;-;-;46
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;18
"320115 Brejetuba";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"320120 Cachoeiro de Itapemirim";-;-;-;-;-;-;2;1;2;2;4;1;1;1;1;3;5;1;3;8;4;4;4;4;4;-;7;4;8;4;6;5;4;6;1;5;1;6;7;7;5;4;4;7;5;6;2;1;-;3;4;2;8;6;3;5;7;5;4;4;10;6;3;2;7;2;5;3;6;3;4;6;5;5;7;3;7;1;4;8;4;7;9;8;5;6;4;5;3;10;4;10;6;4;3;4;2;4;3;3;6;6;8;5;-;2;6;6;6;10;7;5;10;5;5;10;2;7;2;4;6;4;7;4;2;4;3;2;9;7;10;5;6;5;4;2;2;6;3;6;3;6;6;5;8;6;4;-;3;3;6;1;6;-;4;2;-;684
"320130 Cariacica";-;-;-;-;1;1;1;3;1;4;1;5;2;3;4;2;2;3;5;2;3;1;-;2;2;3;5;2;5;2;3;1;5;8;1;-;5;-;1;5;4;4;3;5;3;3;3;4;7;2;2;3;5;7;5;4;6;5;2;3;8;5;8;3;6;4;8;5;7;7;9;9;8;7;7;10;2;4;11;6;8;6;11;9;9;7;13;6;5;5;9;3;5;7;6;7;8;7;6;5;12;5;6;5;11;8;7;12;9;8;5;8;5;4;5;4;8;4;8;2;5;4;6;3;8;5;-;5;2;2;4;-;-;1;2;3;4;5;5;1;1;7;3;3;2;4;1;2;2;3;2;1;3;4;5;3;2;699
"320140 Castelo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;1;1;1;-;1;-;1;-;1;-;-;-;1;1;-;-;-;-;2;2;-;2;-;-;-;1;-;5;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;2;-;-;2;1;-;53
"320150 Colatina";-;-;-;-;-;3;7;1;1;5;2;4;2;-;-;-;-;1;3;-;2;3;1;2;-;1;-;1;3;-;-;2;-;-;1;2;-;-;4;2;4;-;2;1;-;1;2;1;1;2;1;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;2;2;-;1;-;1;-;-;-;2;2;3;3;1;-;-;-;1;2;-;-;-;-;-;2;-;1;1;-;-;1;-;1;1;-;1;-;-;1;1;-;-;-;-;-;1;1;-;1;-;1;-;-;1;-;1;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;1;-;1;-;-;-;-;1;-;-;-;118
"320160 Conceição da Barra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;2;1;1;1;-;1;-;2;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;1;-;1;1;-;-;1;-;2;-;-;2;2;-;1;-;2;-;1;-;3;1;-;-;-;1;-;1;-;1;-;1;2;-;1;4;-;-;3;-;-;1;1;1;2;1;1;-;-;1;2;1;-;-;1;-;-;-;-;1;-;-;-;3;-;-;1;1;-;1;4;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;1;1;-;-;-;83
"320170 Conceição do Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;-;3;-;-;-;1;-;25
"320180 Divino de São Lourenço";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;7
"320190 Domingos Martins";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;1;-;1;2;-;-;-;2;1;-;-;-;1;1;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;1;-;1;-;1;2;-;-;-;-;1;-;-;1;1;-;1;-;-;1;-;-;1;2;1;-;-;1;-;-;1;1;-;1;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;2;2;2;3;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;2;1;-;-;-;1;1;1;-;-;1;-;-;-;-;-;1;62
"320200 Dores do Rio Preto";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"320210 Ecoporanga";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"320220 Fundão";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;22
"320225 Governador Lindenberg";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"320230 Guaçuí";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;1;-;3;-;-;-;1;-;1;-;-;1;-;1;2;1;1;1;-;-;1;-;1;-;1;1;-;-;3;4;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;1;1;-;-;1;1;-;-;2;-;60
"320240 Guarapari";-;-;-;-;2;-;-;-;1;-;1;3;1;1;-;1;2;1;2;2;1;-;2;1;-;-;1;2;-;-;2;-;-;2;1;1;-;-;3;1;1;2;3;-;2;2;3;2;-;1;2;2;-;2;2;2;2;-;2;1;-;3;2;1;-;-;4;2;1;2;1;9;4;1;5;2;-;3;1;3;4;-;2;3;4;3;4;-;-;1;-;2;2;3;2;1;2;3;-;1;1;4;2;3;2;3;3;1;1;1;2;2;3;3;3;2;6;5;3;1;2;2;1;-;2;2;2;1;-;-;-;-;-;-;1;-;1;1;1;1;3;-;1;-;4;3;-;1;2;-;-;1;-;3;1;-;-;233
"320245 Ibatiba";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;2;1;1;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;-;2;1;-;1;1;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;2;1;1;-;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;1;1;-;-;44
"320250 Ibiraçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;18
"320255 Ibitirama";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;22
"320260 Iconha";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;30
"320265 Irupi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;17
"320270 Itaguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;11
"320280 Itapemirim";-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;1;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;1;3;-;2;-;1;1;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-;2;2;2;-;1;1;-;-;1;1;1;3;2;2;-;-;-;-;-;-;1;-;2;1;-;1;2;1;-;-;-;1;2;-;-;-;1;-;-;1;1;2;-;-;1;-;-;-;2;-;-;-;1;-;-;1;1;3;2;-;-;-;2;-;-;2;-;1;3;-;-;1;2;1;1;-;2;-;2;-;2;1;1;2;-;-;-;-;1;-;-;93
"320290 Itarana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"320300 Iúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;2;-;-;1;1;-;-;2;-;1;-;-;1;-;-;-;-;4;-;2;1;-;-;1;1;-;2;1;-;-;-;3;-;3;-;1;2;-;-;-;-;-;-;1;-;2;-;1;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;51
"320305 Jaguaré";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;2;-;2;-;-;2;-;-;1;-;-;1;-;2;-;1;2;1;1;-;-;-;-;-;1;-;2;2;-;2;-;3;-;-;-;-;2;1;-;1;1;-;-;1;-;1;2;1;1;1;1;1;2;1;2;1;-;-;-;1;-;1;-;5;1;1;-;1;3;-;2;3;1;3;2;-;1;1;1;-;-;-;1;-;-;2;-;2;1;2;-;1;3;2;1;3;3;2;1;-;-;-;1;1;1;1;-;-;-;2;1;-;1;-;-;1;1;1;-;1;-;-;-;-;1;1;1;2;2;-;-;-;-;1;3;-;-;122
"320310 Jerônimo Monteiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;2;-;1;-;-;-;2;-;1;-;33
"320313 João Neiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"320316 Laranja da Terra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;20
"320320 Linhares";-;-;-;-;-;-;2;4;3;-;1;3;3;3;4;2;2;3;2;7;2;3;1;3;3;2;1;3;2;6;2;2;1;2;-;1;4;3;2;2;1;4;4;2;3;1;-;1;2;1;2;-;1;-;3;1;1;5;1;3;1;2;-;3;2;-;3;1;5;1;2;-;2;1;4;2;1;1;1;2;4;1;-;2;1;1;-;4;2;-;6;3;3;3;1;2;-;2;4;2;2;-;2;3;2;1;-;3;2;1;1;1;2;3;1;4;7;8;4;2;2;2;1;3;2;1;-;3;1;2;5;2;3;-;2;4;4;2;1;1;2;5;5;4;3;-;7;1;-;2;3;3;2;2;5;1;2;332
"320330 Mantenópolis";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
