"Município";"2007/Fev";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;-;-;7;2;-;-;2;2;1;-;-;-;1;2;5;4;1;2;4;-;1;1;3;-;1;2;1;1;1;-;1;3;2;7;3;4;4;4;2;1;1;2;4;2;-;-;-;-;-;1;2;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;1;-;115
"353260 Nhandeara";-;-;-;-;-;-;-;2;-;1;2;4;3;6;6;4;3;2;-;-;6;8;1;2;5;4;13;6;5;4;14;19;16;11;10;5;9;14;8;15;9;13;8;8;11;8;5;8;2;12;13;10;7;7;18;13;10;12;9;10;15;7;4;11;10;8;8;6;12;16;9;8;9;9;3;4;12;12;12;10;13;10;6;7;3;8;2;8;-;5;9;8;5;2;5;1;3;6;2;2;3;3;3;6;-;2;-;4;4;6;2;3;1;3;1;1;3;2;-;1;-;5;2;3;3;-;5;-;3;1;1;3;-;-;2;1;1;-;3;2;4;2;1;-;1;1;5;2;2;4;-;2;3;1;2;1;805
"353270 Nipoã";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;2;-;-;-;-;-;2;1;1;-;2;-;-;-;-;-;3;2;1;4;-;3;1;5;2;-;-;-;-;3;-;2;2;-;2;-;-;-;-;5;3;1;2;-;-;-;-;-;1;1;-;2;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;1;2;-;1;-;1;1;-;1;1;2;-;81
"353280 Nova Aliança";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353282 Nova Campina";-;-;-;-;-;-;2;-;2;1;1;-;-;2;1;-;1;1;1;3;2;2;3;1;1;-;2;-;-;-;-;-;-;-;1;-;1;2;1;-;1;-;-;-;1;-;1;-;-;2;1;2;3;1;-;1;3;-;-;-;-;1;1;3;-;1;1;-;-;-;-;1;4;2;1;2;1;2;-;1;-;1;1;1;-;1;-;1;1;-;1;2;1;1;-;-;-;2;1;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;1;-;1;1;1;-;1;-;-;1;2;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353286 Nova Castilho";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;7;-;3;7;3;2;-;1;1;1;-;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;56
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;11
"353300 Nova Granada";-;-;-;-;-;1;1;4;3;6;2;3;4;4;5;2;-;-;3;5;2;3;11;5;5;9;8;3;9;1;16;16;9;18;4;4;4;3;4;2;-;8;8;2;4;4;2;-;3;2;7;3;3;3;4;5;6;9;3;2;3;6;2;1;6;-;5;3;9;6;6;-;4;1;1;1;3;-;6;4;3;3;5;2;1;6;4;8;9;2;7;5;9;24;11;13;5;7;5;2;3;8;10;10;19;15;9;7;3;4;7;10;9;6;7;3;8;3;7;1;1;6;1;1;-;-;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;-;-;-;-;-;624
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;2;3;-;2;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;26
"353320 Nova Independência";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;22
"353330 Nova Luzitânia";-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;2;3;-;-;1;1;3;4;2;3;1;1;3;4;1;3;5;5;-;-;1;10;4;2;4;4;5;1;1;1;3;3;2;2;2;3;1;3;1;2;2;6;2;4;5;1;1;1;3;2;2;2;1;1;2;1;5;-;4;1;4;1;-;2;1;3;1;-;-;2;3;1;-;1;-;-;-;-;-;-;-;-;-;-;3;-;3;1;1;1;1;-;-;1;2;1;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;193
"353340 Nova Odessa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;4;2;1;2;1;-;1;2;1;-;2;3;1;2;1;-;1;-;-;-;3;1;1;-;1;-;-;3;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;48
"353325 Novais";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;1;2;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"353350 Novo Horizonte";-;-;-;-;-;-;8;6;13;37;12;6;8;17;11;14;10;3;10;9;14;5;17;5;3;2;4;13;16;23;11;5;1;4;7;3;11;8;6;2;9;4;6;1;4;2;2;1;2;2;7;9;12;2;1;5;2;2;2;1;5;5;6;4;2;10;4;1;6;6;2;4;4;2;4;5;1;2;1;5;3;3;3;-;2;5;3;2;3;3;4;1;4;8;1;1;2;2;2;4;2;-;-;1;2;1;2;1;2;4;1;1;5;4;1;6;1;3;4;3;3;5;2;5;1;1;-;2;-;-;1;2;-;1;-;1;-;-;1;2;1;3;1;3;1;2;1;2;3;1;-;1;1;2;2;1;631
"353360 Nuporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353370 Ocauçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"353390 Olímpia";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;11
"353400 Onda Verde";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3;1;3;2;2;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"353410 Oriente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353430 Orlândia";-;-;-;-;1;2;1;3;2;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"353440 Osasco";-;-;-;7;19;25;18;20;8;19;18;12;20;22;19;13;11;23;14;14;14;10;12;6;11;12;12;14;18;16;32;20;11;11;15;11;6;7;14;9;11;24;18;16;14;6;15;10;-;7;13;5;9;3;7;5;4;2;1;2;4;6;6;1;6;1;4;4;7;4;3;6;5;7;6;10;4;5;8;8;4;2;6;3;1;3;7;2;5;7;6;10;9;1;3;-;-;1;-;5;1;1;-;-;3;1;3;1;-;4;1;2;2;-;2;2;1;1;-;-;-;1;-;1;-;-;3;-;3;1;-;-;-;1;-;-;-;2;5;-;5;3;4;2;6;4;8;11;3;1;4;2;1;-;1;-;992
"353450 Oscar Bressane";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353460 Osvaldo Cruz";-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"353470 Ourinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;14
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;-;-;2;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;31
"353475 Ouroeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;5
"353490 Pacaembu";-;-;-;-;-;-;1;1;-;2;-;1;-;1;1;1;3;-;1;1;1;3;1;2;4;-;2;-;1;4;4;-;-;1;-;-;-;1;2;2;1;2;2;3;-;1;4;-;2;1;-;3;1;2;5;3;1;5;-;5;2;2;2;3;-;2;12;1;1;6;1;-;-;2;3;10;6;1;1;6;2;1;2;3;1;2;4;9;2;1;3;3;3;3;3;6;1;1;-;2;1;-;1;1;-;2;-;-;-;-;-;1;2;1;-;3;1;2;-;-;-;-;-;-;2;-;-;1;3;-;1;1;1;-;-;1;-;-;-;-;-;1;2;3;-;-;4;1;3;1;-;-;1;-;1;1;238
"353500 Palestina";-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
"353520 Palmeira d'Oeste";-;-;-;-;-;-;1;3;-;1;2;1;1;2;3;2;3;2;4;5;7;6;3;3;10;4;6;4;5;3;7;4;3;4;6;4;9;6;4;9;2;3;3;5;-;-;5;5;3;-;8;1;1;-;5;5;1;2;2;2;1;4;5;4;4;7;5;3;2;6;3;1;1;1;4;8;3;7;9;9;4;9;7;5;3;3;5;3;4;7;2;1;6;3;3;1;2;4;2;6;1;1;3;6;4;3;1;4;3;5;5;1;-;-;1;3;3;-;2;4;4;2;2;5;3;1;4;-;4;1;1;4;1;3;3;1;3;2;5;1;3;4;4;3;1;4;-;4;9;4;9;3;2;-;-;2;509
"353530 Palmital";-;-;-;-;-;-;3;4;3;6;2;3;2;2;1;7;-;3;-;2;3;-;3;2;1;5;3;3;6;4;3;4;6;9;14;3;6;4;13;3;2;4;4;7;2;3;-;4;3;6;4;11;3;5;5;8;8;4;4;4;8;14;3;8;1;7;3;2;3;4;-;4;1;5;3;2;4;7;5;6;1;3;3;-;1;10;8;23;11;6;13;12;7;5;7;6;5;7;1;11;7;5;4;9;14;6;10;3;2;1;2;2;1;-;2;2;6;7;2;3;1;4;5;8;10;3;6;7;5;4;3;1;2;3;-;1;3;1;6;4;4;4;3;3;6;-;9;4;3;2;5;3;6;3;3;5;682
"353540 Panorama";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;1;2;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;2;1;-;1;-;1;6;3;1;-;-;2;-;-;1;1;-;1;-;-;1;1;-;1;2;-;3;1;1;2;2;3;7;2;4;7;9;5;3;3;1;-;3;-;-;-;5;4;8;9;7;7;8;1;9;8;5;10;3;8;11;5;7;10;5;7;4;2;6;2;6;8;11;6;8;2;1;6;4;3;5;-;-;-;-;1;-;-;1;-;1;2;2;2;5;4;5;2;-;-;334
"353550 Paraguaçu Paulista";-;-;-;-;-;-;1;-;4;4;1;5;5;4;5;4;-;-;1;3;3;3;1;-;1;4;4;4;1;4;-;-;4;1;1;1;1;5;1;3;1;2;3;4;1;3;1;-;1;3;4;-;1;1;1;1;1;-;-;-;-;1;4;1;-;3;-;5;3;5;2;-;1;3;2;2;-;3;2;1;-;5;1;1;3;-;4;-;2;2;3;1;1;6;5;2;3;4;2;1;1;-;1;2;2;3;1;-;-;1;-;2;1;2;1;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;2;2;2;1;-;-;3;2;1;-;3;-;232
"353560 Paraibuna";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
