"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"150020 Acará";-;-;-;-;-;-;-;-;-;-;1;1
"150060 Altamira";4;-;1;3;-;2;-;1;-;2;-;13
"150080 Ananindeua";2;6;2;1;-;1;2;1;-;-;6;21
"150085 Anapu";-;-;-;-;1;-;-;-;-;-;-;1
"150130 Barcarena";-;-;-;-;1;-;-;-;-;1;2;4
"150140 Belém";2;1;-;-;-;2;5;-;2;4;14;30
"150150 Benevides";-;-;-;1;3;-;-;-;-;-;-;4
"150172 Brasil Novo";-;-;-;-;-;-;-;1;-;-;-;1
"150180 Breves";-;-;-;-;-;-;-;-;1;1;-;2
"150195 Cachoeira do Piriá";-;-;-;-;-;-;-;-;-;1;-;1
"150210 Cametá";-;-;-;-;-;-;-;-;-;-;1;1
"150240 Castanhal";-;-;-;-;1;-;-;-;2;-;-;3
"150270 Conceição do Araguaia";-;1;-;-;-;-;-;-;-;-;-;1
"150275 Concórdia do Pará";-;-;-;-;-;-;-;-;-;-;1;1
"150280 Curralinho";-;-;-;-;-;-;-;-;1;-;-;1
"150309 Goianésia do Pará";-;1;-;-;-;-;-;-;1;-;-;2
"150320 Igarapé-Açu";-;-;-;-;-;-;-;-;-;-;1;1
"150360 Itaituba";-;-;-;-;-;-;-;1;-;-;-;1
"150380 Jacundá";-;-;-;-;-;-;-;-;-;-;1;1
"150420 Marabá";-;-;-;-;-;-;-;1;-;-;1;2
"150442 Marituba";-;-;1;-;-;1;-;-;-;-;-;2
"150445 Medicilândia";-;-;-;1;-;-;-;-;-;-;-;1
"150480 Monte Alegre";-;-;-;1;-;-;-;-;-;-;-;1
"150503 Novo Progresso";1;-;-;-;-;1;-;-;1;-;-;3
"150530 Oriximiná";-;-;-;1;4;8;5;4;2;3;3;30
"150540 Ourém";-;-;-;-;-;1;1;-;-;1;1;4
"150548 Pacajá";-;-;-;-;-;-;-;-;1;-;-;1
"150549 Palestina do Pará";-;-;-;-;-;-;-;-;-;-;1;1
"150550 Paragominas";-;-;-;-;-;-;-;1;9;9;5;24
"150553 Parauapebas";-;-;-;2;-;-;-;4;2;3;2;13
"150590 Porto de Moz";-;1;-;-;-;-;1;-;-;-;-;2
"150600 Prainha";-;-;-;-;-;-;-;-;-;-;1;1
"150650 Santa Izabel do Pará";-;-;-;-;-;-;-;-;-;-;1;1
"150655 Santa Luzia do Pará";-;-;2;2;-;-;-;-;-;-;-;4
"150660 Santa Maria do Pará";-;-;-;-;-;-;-;-;-;2;-;2
"150680 Santarém";-;3;-;-;1;-;-;2;-;1;1;8
"150700 Santo Antônio do Tauá";-;-;-;-;-;-;-;-;1;-;-;1
"150720 São Domingos do Capim";-;-;-;-;-;-;-;-;1;-;-;1
"150760 São Miguel do Guamá";-;3;-;-;-;-;-;-;-;-;-;3
"150770 São Sebastião da Boa Vista";-;-;-;-;-;-;-;-;-;-;1;1
"150797 Terra Santa";-;-;-;-;-;-;-;1;-;-;-;1
"150800 Tomé-Açu";-;-;-;-;1;-;-;-;-;-;-;1
"150810 Tucuruí";-;-;-;-;-;-;-;-;-;1;-;1
"150820 Vigia";-;-;-;-;-;-;-;-;-;1;-;1
"150830 Viseu";-;-;-;-;-;-;-;-;-;1;-;1
"150840 Xinguara";-;-;1;-;-;-;-;-;-;-;-;1
"160010 Amapá";-;-;-;-;1;-;-;-;1;-;-;2
"160027 Laranjal do Jari";-;-;-;-;-;1;-;-;-;2;-;3
"160030 Macapá";1;-;-;-;4;1;2;2;1;-;-;11
"160060 Santana";-;-;-;-;1;-;1;-;-;1;1;4
"170200 Araguaçu";-;-;1;-;-;-;-;-;-;-;-;1
"170210 Araguaína";-;1;1;-;3;-;2;2;2;1;-;12
"171670 Colméia";-;-;-;-;-;-;-;-;1;-;-;1
"170600 Couto Magalhães";-;1;-;-;-;-;-;-;-;-;-;1
"170820 Formoso do Araguaia";-;-;-;-;1;-;1;-;-;-;-;2
"170825 Fortaleza do Tabocão";-;1;-;-;-;-;-;-;-;-;-;1
"170950 Gurupi";-;1;1;-;-;-;1;-;-;-;-;3
"171090 Itapiratins";1;-;-;-;-;3;1;4;3;-;-;12
"172100 Palmas";-;-;1;-;1;1;7;2;3;6;5;26
"171610 Paraíso do Tocantins";-;1;-;-;-;1;-;2;2;1;2;9
"171820 Porto Nacional";-;-;-;-;-;1;1;4;-;-;-;6
"172049 São Valério";-;1;-;-;-;-;-;-;-;-;-;1
"210005 Açailândia";-;4;3;4;2;-;-;-;-;-;1;14
"210060 Amarante do Maranhão";-;-;-;-;-;-;3;4;-;9;-;16
"210070 Anajatuba";-;-;-;-;-;2;-;-;-;-;-;2
"210095 Arame";-;-;1;-;-;-;-;-;-;-;-;1
"210160 Barra do Corda";-;-;-;-;-;-;1;-;-;-;-;1
"210300 Caxias";-;-;-;-;-;-;1;-;-;-;-;1
"210340 Coelho Neto";-;-;-;-;-;-;-;-;-;-;2;2
"210360 Coroatá";1;-;-;-;-;-;-;-;-;3;-;4
"210370 Cururupu";-;-;-;-;-;-;-;1;-;-;-;1
"210375 Davinópolis";-;-;-;-;-;-;-;-;-;-;1;1
"210467 Governador Nunes Freire";-;-;-;-;-;-;-;-;1;-;1;2
"210490 Guimarães";-;1;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;-;1;-;1;-;1;-;-;-;-;3
"210535 Itaipava do Grajaú";-;-;-;-;-;-;1;-;-;-;-;1
"210540 Itapecuru Mirim";-;-;-;-;-;-;-;1;-;-;-;1
"210550 João Lisboa";-;-;-;-;-;-;-;6;1;-;-;7
"210632 Maracaçumé";-;-;-;1;-;-;-;-;-;-;-;1
"210690 Monção";-;-;-;-;-;-;-;-;6;-;-;6
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;1;-;-;-;1
"210750 Paço do Lumiar";-;1;-;-;-;1;-;4;4;2;-;12
"210770 Paraibano";-;-;1;-;-;-;-;-;-;-;-;1
"210825 Pedro do Rosário";-;-;-;-;-;-;-;-;-;-;1;1
"210850 Pindaré-Mirim";-;-;1;-;-;1;2;1;1;-;-;6
"210860 Pinheiro";-;1;-;-;-;-;-;1;-;1;3;6
"210890 Poção de Pedras";-;-;-;-;-;-;-;-;-;-;2;2
"210900 Porto Franco";-;-;-;-;-;1;-;-;-;-;-;1
"210910 Presidente Dutra";-;-;-;-;-;-;-;-;1;-;-;1
"210923 Presidente Médici";-;-;-;-;-;-;-;-;-;1;-;1
"210927 Presidente Sarney";-;-;-;-;-;-;-;1;-;-;1;2
"210960 Rosário";-;1;1;-;-;-;-;-;-;-;-;2
"210980 Santa Helena";-;-;-;-;-;-;-;-;-;-;1;1
"210990 Santa Inês";-;-;-;-;-;-;-;-;-;-;1;1
"211000 Santa Luzia";-;-;-;-;-;-;-;1;1;-;-;2
"211050 São Bento";-;-;-;-;-;-;-;-;1;-;-;1
"211060 São Bernardo";1;-;-;-;-;-;-;-;-;-;-;1
"211100 São João Batista";-;-;-;1;-;-;-;-;-;-;-;1
"211105 São João do Paraíso";-;-;-;-;-;1;-;-;-;-;-;1
"211120 São José de Ribamar";-;-;-;-;-;1;1;7;1;1;1;12
"211130 São Luís";12;18;11;13;8;19;23;24;11;11;13;163
"211210 Timbiras";-;-;-;-;-;-;3;2;-;1;2;8
"211220 Timon";-;-;-;-;1;-;-;1;-;-;-;2
"211230 Tuntum";-;-;-;-;-;-;-;1;-;-;-;1
"211270 Vargem Grande";-;-;-;-;-;-;-;-;-;-;2;2
"211280 Viana";-;-;-;-;1;-;-;-;-;-;-;1
"211400 Zé Doca";-;-;-;-;-;-;-;-;1;-;-;1
"220105 Assunção do Piauí";-;-;-;-;-;-;-;1;-;-;-;1
"220205 Cabeceiras do Piauí";-;-;-;-;-;-;-;-;-;-;1;1
"220220 Campo Maior";-;1;-;-;-;-;-;-;-;-;-;1
"220253 Caraúbas do Piauí";-;-;-;-;-;-;-;-;-;1;-;1
"220277 Colônia do Piauí";1;-;-;-;-;-;-;-;-;-;-;1
"220290 Corrente";-;-;-;-;-;-;-;-;-;-;1;1
"220323 Currais";-;-;-;-;-;1;-;-;-;-;-;1
"220340 Dom Expedito Lopes";-;-;-;-;-;-;-;-;-;1;1;2
"220390 Floriano";1;-;-;-;-;-;-;-;-;-;-;1
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;1;-;-;1
"220520 Jaicós";-;-;-;-;-;-;-;-;-;-;1;1
"220557 Lagoa de São Francisco";-;-;-;-;-;-;-;-;1;-;-;1
"220570 Luís Correia";1;-;-;-;-;-;-;-;-;-;-;1
"220650 Monsenhor Hipólito";-;-;-;-;-;-;-;-;2;-;-;2
"220670 Nazaré do Piauí";1;-;-;-;-;-;-;-;-;-;-;1
"220730 Paes Landim";-;-;1;-;-;-;-;-;-;-;-;1
"220770 Parnaíba";1;1;-;-;-;-;-;-;-;-;-;2
"220780 Paulistana";-;-;-;-;-;-;-;-;-;1;1;2
"220800 Picos";-;-;-;-;-;-;-;-;-;-;1;1
"220880 Regeneração";-;-;-;-;-;-;-;1;-;-;-;1
"220915 Santa Cruz dos Milagres";-;-;-;2;-;-;-;-;-;-;-;2
"220987 São João da Fronteira";-;-;-;-;-;-;-;-;-;1;-;1
"221010 São José do Peixe";-;-;-;1;-;-;-;-;-;-;-;1
"221040 São Miguel do Tapuio";1;-;-;-;-;-;-;-;-;-;-;1
"221063 Sebastião Leal";-;-;-;-;-;-;-;-;-;1;-;1
"221065 Sigefredo Pacheco";-;-;-;-;-;-;2;1;-;-;-;3
"221080 Simplício Mendes";1;-;-;-;-;-;-;-;-;-;-;1
"221100 Teresina";9;14;4;3;3;1;2;2;3;2;8;51
"221120 Uruçuí";1;-;-;-;-;-;-;-;-;-;-;1
"221130 Valença do Piauí";-;-;-;-;-;-;-;1;-;-;-;1
"230015 Acarape";-;-;-;-;-;-;1;-;-;-;-;1
"230020 Acaraú";-;-;-;-;-;1;-;-;-;-;-;1
"230030 Acopiara";-;-;-;-;-;-;-;-;-;-;1;1
"230050 Alcântaras";-;-;-;-;-;1;1;2;1;-;-;5
"230070 Alto Santo";-;-;-;-;-;-;-;-;-;1;-;1
"230110 Aracati";-;-;1;-;-;-;-;-;-;-;-;1
"230150 Arneiroz";-;-;-;-;-;-;-;-;-;-;1;1
"230190 Barbalha";-;-;-;-;1;3;1;-;-;1;-;6
"230220 Beberibe";-;-;-;-;-;-;-;1;-;1;-;2
"230240 Boa Viagem";-;-;1;-;-;-;-;-;1;1;-;3
"230250 Brejo Santo";-;-;-;-;-;-;-;-;-;1;1;2
"230260 Camocim";1;-;-;-;-;-;-;2;1;-;1;5
"230280 Canindé";-;-;-;-;-;-;1;-;-;-;-;1
"230290 Capistrano";2;-;-;-;-;-;-;-;-;-;-;2
"230300 Caridade";-;-;-;-;-;-;1;-;-;-;-;1
"230310 Cariré";-;-;-;-;-;-;-;1;-;-;-;1
"230350 Cascavel";-;-;-;-;-;-;-;-;-;-;1;1
"230370 Caucaia";-;1;1;1;-;1;3;-;2;1;1;11
"230400 Coreaú";-;-;-;-;-;-;-;-;-;-;2;2
"230410 Crateús";-;-;-;-;-;-;-;1;-;-;1;2
"230420 Crato";2;1;-;-;-;1;1;-;-;-;-;5
"230427 Ererê";-;-;1;-;-;-;-;-;-;-;-;1
"230428 Eusébio";-;-;-;-;-;-;1;-;-;1;1;3
"230430 Farias Brito";-;-;-;-;-;-;-;-;1;2;1;4
"230435 Forquilha";-;-;-;2;3;2;-;-;1;-;-;8
"230440 Fortaleza";17;25;34;20;18;28;22;23;23;15;22;247
"230465 Graça";1;-;-;1;1;-;-;-;-;-;-;3
"230470 Granja";-;1;-;-;-;-;1;1;-;-;-;3
"230490 Groaíras";-;-;-;-;-;1;-;-;1;-;-;2
"230500 Guaraciaba do Norte";-;-;1;-;1;-;1;-;-;1;1;5
"230523 Horizonte";-;1;-;-;-;-;-;-;-;-;-;1
"230530 Ibiapina";-;-;-;-;-;1;3;-;-;-;-;4
"230535 Icapuí";-;-;-;-;-;-;-;1;-;-;-;1
"230540 Icó";-;-;-;-;-;-;1;-;-;1;-;2
"230550 Iguatu";-;-;-;-;-;-;1;1;-;-;3;5
"230580 Ipu";1;-;-;-;1;-;-;-;1;-;-;3
"230590 Ipueiras";-;-;-;-;-;-;-;-;-;-;1;1
"230600 Iracema";-;-;-;-;4;-;-;1;-;-;-;5
"230610 Irauçuba";-;-;-;-;-;1;-;-;-;-;-;1
"230620 Itaiçaba";-;-;2;-;-;-;-;-;-;-;-;2
"230630 Itapagé";-;-;-;1;-;-;-;2;-;-;1;4
"230640 Itapipoca";-;2;3;-;-;1;-;-;-;-;-;6
"230650 Itapiúna";-;-;-;-;-;-;-;-;-;-;1;1
"230725 Jijoca de Jericoacoara";-;1;-;-;-;-;-;-;-;-;-;1
"230730 Juazeiro do Norte";-;-;-;-;2;-;-;2;2;1;-;7
"230740 Jucás";-;-;-;-;1;-;1;-;-;-;1;3
"230760 Limoeiro do Norte";-;-;-;-;-;5;-;-;-;-;1;6
"230765 Maracanaú";4;5;6;3;1;1;4;3;-;-;-;27
"230770 Maranguape";1;-;-;2;2;1;-;-;1;-;-;7
"230780 Marco";-;-;-;-;-;-;-;1;-;-;1;2
"230790 Martinópole";-;-;-;-;-;-;1;-;-;-;-;1
"230800 Massapê";-;-;-;1;-;-;1;-;-;-;-;2
"230810 Mauriti";-;-;-;-;-;-;-;-;-;-;1;1
"230820 Meruoca";-;1;-;-;-;-;-;-;-;-;-;1
"230840 Missão Velha";-;-;-;-;-;-;-;1;-;-;-;1
"230870 Morada Nova";-;-;-;-;1;-;1;-;-;-;-;2
"230890 Morrinhos";-;-;2;-;-;-;-;1;-;-;-;3
"230900 Mucambo";1;-;-;-;-;-;-;-;-;-;-;1
"230910 Mulungu";-;-;-;-;1;-;-;-;-;-;-;1
"230920 Nova Olinda";-;-;-;-;-;-;-;1;-;-;-;1
"230930 Nova Russas";-;1;1;1;-;-;1;-;-;-;-;4
"230960 Pacajus";-;-;-;-;-;-;-;1;-;-;-;1
"230970 Pacatuba";-;-;-;-;-;-;-;1;-;-;-;1
"231010 Palmácia";-;-;-;-;-;1;-;-;-;-;-;1
"231020 Paracuru";-;1;-;-;-;-;-;-;-;-;-;1
"231025 Paraipaba";-;1;-;-;-;-;-;-;-;-;-;1
"231050 Pedra Branca";-;-;-;-;-;1;-;-;-;-;-;1
"231123 Potiretama";-;-;-;-;-;-;2;-;2;1;-;5
"231126 Quiterianópolis";-;-;-;-;-;-;-;1;-;-;-;1
"231140 Quixeramobim";-;-;-;-;-;-;1;-;-;-;-;1
"231160 Redenção";-;-;-;-;-;-;-;-;1;-;-;1
"231170 Reriutaba";-;-;-;-;-;-;-;-;1;-;-;1
"231180 Russas";-;-;-;-;-;-;-;1;-;-;-;1
"231220 Santa Quitéria";-;-;-;-;-;-;-;-;-;1;1;2
"231200 Santana do Acaraú";1;-;-;-;-;-;-;-;-;-;-;1
"231230 São Benedito";-;1;-;-;-;-;-;-;-;-;-;1
"231270 Senador Pompeu";-;1;1;-;-;-;-;-;-;-;-;2
"231290 Sobral";8;2;2;5;2;4;5;9;4;2;3;46
"231320 Tamboril";1;1;-;-;-;-;-;-;-;-;-;2
"231330 Tauá";-;-;-;-;-;-;-;-;-;-;1;1
"231340 Tianguá";-;-;-;-;-;-;1;1;4;2;3;11
"231350 Trairi";-;-;-;-;-;-;-;1;-;-;-;1
"231360 Ubajara";-;-;-;-;-;1;-;1;-;-;-;2
"231395 Varjota";-;-;-;-;-;-;-;-;1;-;1;2
"231400 Várzea Alegre";1;-;-;-;-;-;-;-;-;-;-;1
"231410 Viçosa do Ceará";-;-;-;-;-;-;1;-;-;-;-;1
"240010 Acari";-;-;1;-;-;-;-;-;-;1;-;2
"240020 Açu";-;-;-;-;-;-;-;-;-;-;1;1
"240100 Apodi";-;-;-;-;-;-;-;-;-;1;1;2
"240110 Areia Branca";-;-;-;-;-;-;-;-;1;-;-;1
"240120 Arês";-;-;-;-;-;-;-;-;1;-;-;1
"240200 Caicó";-;1;-;-;-;-;1;-;1;-;-;3
"240220 Canguaretama";1;-;-;-;-;-;-;-;-;-;1;2
"240240 Carnaúba dos Dantas";-;-;1;-;2;-;1;-;-;-;-;4
"240260 Ceará-Mirim";2;-;1;-;-;-;1;1;-;-;1;6
"240270 Cerro Corá";-;1;-;-;-;-;-;-;-;-;1;2
"240300 Cruzeta";-;-;-;-;-;-;-;-;-;1;-;1
"240310 Currais Novos";-;1;-;-;-;-;-;-;-;-;-;1
"240320 Doutor Severiano";-;-;-;-;-;-;-;1;-;-;-;1
"240360 Extremoz";-;-;-;-;-;-;1;-;-;-;-;1
"240450 Guamaré";1;-;-;1;-;-;-;-;-;1;-;3
"240470 Ipanguaçu";1;-;-;-;-;-;-;1;-;-;-;2
"240580 João Câmara";-;-;-;-;-;-;-;1;-;-;-;1
"240610 Jucurutu";3;-;-;1;-;-;-;-;-;-;-;4
"240630 Lagoa de Pedras";-;1;-;-;1;-;-;-;-;-;-;2
"240660 Lagoa Salgada";-;-;-;-;-;-;1;-;-;-;-;1
"240710 Macaíba";-;-;-;-;-;1;-;-;-;1;1;3
"240720 Macau";-;-;-;-;-;-;-;-;-;1;-;1
"240750 Maxaranguape";-;-;-;-;-;1;-;-;-;-;-;1
"240770 Montanhas";-;-;1;-;-;-;-;-;-;-;-;1
"240800 Mossoró";2;-;1;-;-;1;-;4;-;-;-;8
"240810 Natal";11;12;19;7;9;6;19;9;6;8;4;110
"240820 Nísia Floresta";-;-;-;-;-;1;-;-;-;-;-;1
"240830 Nova Cruz";-;-;-;-;-;1;2;1;-;-;-;4
"240890 Parelhas";1;1;1;1;-;-;1;-;-;-;-;5
"240325 Parnamirim";2;3;1;2;1;1;3;1;1;1;-;16
"241040 Pureza";-;-;-;1;-;-;-;-;-;-;-;1
"241050 Rafael Fernandes";1;-;-;-;-;-;-;-;-;-;-;1
"241120 Santa Cruz";-;1;-;-;-;-;1;-;-;1;-;3
"241140 Santana do Matos";-;-;-;1;-;-;-;-;-;-;1;2
"241150 Santo Antônio";-;1;-;-;2;-;-;1;5;-;-;9
"241200 São Gonçalo do Amarante";-;-;-;1;2;2;3;2;-;-;2;12
"241220 São José de Mipibu";1;-;1;2;-;-;-;-;-;-;-;4
"241240 São José do Seridó";-;-;-;-;-;1;-;-;-;-;-;1
"241250 São Miguel";-;-;-;-;-;4;2;-;-;-;-;6
"241310 Senador Elói de Souza";1;-;-;-;-;-;-;-;-;-;-;1
"241330 Serra de São Bento";-;-;-;1;-;1;-;1;-;-;-;3
"241355 Serrinha dos Pintos";-;-;-;-;1;-;-;-;-;-;1;2
"241390 Taipu";1;-;-;-;-;-;-;-;-;-;1;2
"241480 Vera Cruz";-;-;-;-;1;-;-;-;-;-;-;1
"250080 Araçagi";-;-;-;1;-;-;-;-;-;-;-;1
"250140 Baía da Traição";-;-;-;-;-;-;-;-;-;-;1;1
"250180 Bayeux";1;-;-;-;1;-;-;-;-;-;-;2
"250215 Boa Vista";-;-;-;-;-;-;-;1;-;-;-;1
"250250 Boqueirão";-;-;-;-;-;-;1;-;-;-;-;1
"250320 Cabedelo";-;-;-;-;-;-;3;-;-;-;-;3
"250330 Cachoeira dos Índios";-;-;1;-;-;-;-;-;-;-;-;1
"250400 Campina Grande";-;-;1;2;4;1;-;2;1;8;2;21
"250500 Cubati";1;-;-;-;-;-;-;-;-;-;-;1
"250630 Guarabira";-;1;-;1;-;-;-;1;-;-;-;3
"250700 Itaporanga";-;-;-;-;-;-;-;-;-;-;2;2
"250750 João Pessoa";-;1;1;2;-;-;-;3;-;1;1;9
"250770 Juazeirinho";-;-;-;1;-;-;-;-;-;-;-;1
"250830 Lagoa Seca";-;-;-;-;-;-;-;-;1;-;-;1
"250890 Mamanguape";-;-;1;-;-;-;-;-;-;-;-;1
"250950 Montadas";-;-;-;-;-;-;-;-;-;-;1;1
"250970 Monteiro";-;-;-;-;1;-;1;-;-;-;-;2
"251110 Pedra Lavrada";-;-;-;2;-;-;-;-;-;-;-;2
"251272 Pedro Régis";1;-;-;-;-;-;-;-;-;-;-;1
"251130 Piancó";-;-;-;-;-;-;1;-;-;-;-;1
"251300 Salgadinho";-;-;-;-;-;1;-;-;-;-;-;1
"251310 Salgado de São Félix";-;-;-;-;-;-;1;-;-;-;-;1
"251370 Santa Rita";-;-;-;-;-;-;-;-;1;-;-;1
"251390 São Bento";-;-;-;-;-;-;-;1;-;-;-;1
"251394 São Domingos do Cariri";-;-;-;-;-;-;1;-;-;-;-;1
"251470 São José do Sabugi";-;-;-;-;1;-;-;-;-;-;-;1
"251620 Sousa";-;-;-;-;-;-;-;1;-;-;-;1
"260005 Abreu e Lima";-;-;1;2;-;-;1;-;-;1;-;5
"260010 Afogados da Ingazeira";-;-;-;-;-;-;-;-;1;1;1;3
"260020 Afrânio";1;-;-;-;-;-;-;-;-;-;-;1
"260050 Águas Belas";2;-;-;-;-;-;-;-;-;-;-;2
"260060 Alagoinha";-;-;-;3;-;1;1;-;-;-;-;5
"260070 Aliança";-;-;-;-;1;-;-;-;-;-;-;1
"260120 Arcoverde";-;-;-;-;-;-;-;1;-;-;-;1
"260140 Barreiros";-;-;-;-;-;-;-;-;1;-;-;1
"260170 Belo Jardim";1;1;-;-;-;-;-;-;-;-;-;2
"260190 Bezerros";-;-;-;-;-;-;-;-;2;1;-;3
"260200 Bodocó";-;-;-;-;-;-;-;-;-;-;1;1
"260220 Bom Jardim";-;1;-;-;-;-;-;-;-;-;-;1
"260230 Bonito";-;-;-;-;2;-;-;-;-;-;-;2
"260270 Buenos Aires";-;1;-;-;-;-;-;-;-;-;-;1
"260290 Cabo de Santo Agostinho";1;-;1;-;-;1;2;-;1;3;1;10
"260320 Caetés";-;-;-;-;-;3;1;-;-;-;-;4
"260345 Camaragibe";1;1;-;-;-;2;1;1;-;1;2;9
"260400 Carpina";-;-;-;-;-;-;-;-;1;1;-;2
"260410 Caruaru";1;-;-;-;1;1;-;1;4;2;3;13
"260515 Dormentes";-;-;-;-;1;-;-;-;-;-;-;1
"260520 Escada";-;-;-;-;-;-;-;-;-;1;-;1
"260560 Flores";-;1;-;-;-;-;-;-;-;-;-;1
"260570 Floresta";-;-;-;-;-;1;1;1;3;-;-;6
"260590 Gameleira";-;-;-;-;1;-;-;-;-;1;-;2
"260600 Garanhuns";-;1;4;4;-;-;-;-;1;-;3;13
"260620 Goiana";-;-;-;-;-;-;-;-;1;-;-;1
"260640 Gravatá";1;-;-;-;-;-;-;1;-;1;-;3
"260670 Ibirajuba";-;-;-;-;-;-;-;-;-;-;1;1
"260680 Igarassu";-;1;1;-;1;-;-;1;1;3;-;8
"260760 Ilha de Itamaracá";-;-;-;1;-;-;-;-;-;1;-;2
"260720 Ipojuca";-;-;1;-;-;-;-;-;-;-;1;2
"260740 Itacuruba";-;-;-;-;-;-;-;1;-;-;-;1
"260790 Jaboatão dos Guararapes";1;-;1;4;4;-;-;3;3;4;5;25
"260825 Jucati";-;-;-;-;-;-;-;-;2;-;-;2
"260830 Jupi";-;-;-;-;-;-;-;-;3;2;-;5
"260880 Lajedo";-;-;-;-;1;-;-;-;1;-;1;3
"260890 Limoeiro";-;-;1;-;-;1;-;-;1;-;-;3
"260940 Moreno";-;-;-;-;-;-;-;2;1;-;-;3
"260960 Olinda";3;-;1;1;5;-;2;4;3;1;1;21
"260970 Orobó";-;-;-;-;-;-;-;-;-;1;1;2
"261040 Parnamirim";-;-;-;-;1;1;-;-;-;-;-;2
"261050 Passira";-;-;-;-;-;-;-;-;-;-;1;1
"261070 Paulista";1;3;1;1;4;1;1;-;1;3;1;17
"261080 Pedra";1;-;-;-;-;-;-;-;-;1;1;3
"261090 Pesqueira";-;-;-;-;1;-;-;-;-;-;-;1
"261110 Petrolina";-;1;-;2;1;1;1;-;-;3;1;10
"261140 Primavera";-;-;-;-;-;-;-;-;-;-;2;2
"261160 Recife";8;3;4;5;12;5;9;12;21;16;9;104
"261180 Ribeirão";-;-;-;-;-;-;-;-;-;1;-;1
"261190 Rio Formoso";-;1;-;-;-;-;-;-;-;-;-;1
"261220 Salgueiro";-;-;-;-;-;-;-;1;1;-;1;3
"261250 Santa Cruz do Capibaribe";-;-;-;-;-;-;-;-;1;-;1;2
"261260 Santa Maria da Boa Vista";-;-;-;-;-;-;-;-;-;1;-;1
"261300 São Bento do Una";-;1;1;1;-;-;-;-;-;-;1;4
"261310 São Caitano";1;-;-;-;-;-;-;-;-;-;-;1
"261340 São José da Coroa Grande";-;-;1;-;-;-;-;-;-;-;-;1
"261350 São José do Belmonte";-;1;-;-;-;-;-;-;-;1;-;2
"261370 São Lourenço da Mata";-;-;-;-;-;-;-;-;-;-;1;1
"261390 Serra Talhada";-;-;-;-;-;-;1;-;-;-;-;1
"261410 Sertânia";-;-;-;-;-;-;1;1;-;-;-;2
"261420 Sirinhaém";-;-;-;-;-;-;1;-;1;-;-;2
"261450 Surubim";-;-;-;1;-;-;2;-;-;-;-;3
"261460 Tabira";-;-;-;-;-;-;-;-;-;2;-;2
